YEAR,ffs_avg_risk_score,BENES_FFS_CNT,BENES_MA_CNT,MA_PRTCPTN_RATE,BENE_AVG_AGE,BENE_DUAL_PCT,geo_lvl,geo_desc,geo_cd,ffs_risk_score_yoy_pct
2018,0.91,266105.0,48510.0,0.1542,73.0,0.1279,State,NE,31,1.1111111111111072
2019,0.91,264638.0,56900.0,0.177,73.0,0.1183,State,NE,31,0.0
2020,0.91,258327.0,70006.0,0.2132,73.0,0.1125,State,NE,31,0.0
2021,0.93,247395.0,86519.0,0.2591,73.0,0.11,State,NE,31,2.19780219780219
2022,0.93,237148.0,103111.0,0.303,73.0,0.1043,State,NE,31,0.0
2023,0.92,228281.0,118340.0,0.3414,74.0,0.0977,State,NE,31,-1.0752688172043001
2014,0.87,217110.0,17186.0,0.0734,71.0,0.1615,State,NH,33,
2015,0.87,222846.0,18567.0,0.0769,71.0,0.1601,State,NH,33,0.0
2016,0.87,226252.0,22335.0,0.0898,71.0,0.1549,State,NH,33,0.0
2017,0.86,225488.0,29808.0,0.1168,71.0,0.152,State,NH,33,-1.1494252873563204
2018,0.87,225512.0,37222.0,0.1417,71.0,0.1468,State,NH,33,1.1627906976744207
2019,0.87,214914.0,54848.0,0.2033,72.0,0.1455,State,NH,33,0.0
2020,0.86,211014.0,66455.0,0.2395,72.0,0.1364,State,NH,33,-1.1494252873563204
2021,0.87,204977.0,80427.0,0.2818,72.0,0.1328,State,NH,33,1.1627906976744207
2022,0.87,199476.0,94849.0,0.3223,72.0,0.1296,State,NH,33,0.0
2023,0.87,191867.0,108438.0,0.3611,73.0,0.123,State,NH,33,0.0
2014,1.06,1106217.0,214373.0,0.1623,73.0,0.1484,State,NJ,34,
2015,1.06,1126370.0,221237.0,0.1642,73.0,0.1559,State,NJ,34,0.0
2016,1.06,1124742.0,246346.0,0.1797,73.0,0.1497,State,NJ,34,0.0
2017,1.06,1052836.0,326695.0,0.2368,73.0,0.145,State,NJ,34,0.0
2018,1.05,1047848.0,359619.0,0.2555,73.0,0.1377,State,NJ,34,-0.9433962264150941
2019,1.05,957113.0,470354.0,0.3295,73.0,0.1393,State,NJ,34,0.0
2020,1.04,939658.0,524662.0,0.3583,73.0,0.136,State,NJ,34,-0.952380952380949
2021,1.03,900252.0,573860.0,0.3893,74.0,0.1304,State,NJ,34,-0.9615384615384581
2022,1.05,878134.0,617855.0,0.413,74.0,0.1298,State,NJ,34,1.9417475728155331
2023,1.05,860756.0,657084.0,0.4329,74.0,0.124,State,NJ,34,0.0
2014,0.91,218512.0,109141.0,0.3331,70.0,0.2461,State,NM,35,
2015,0.91,222314.0,116355.0,0.3436,70.0,0.2559,State,NM,35,0.0
2016,0.91,227572.0,122211.0,0.3494,70.0,0.2575,State,NM,35,0.0
2017,0.91,228159.0,131927.0,0.3664,71.0,0.2558,State,NM,35,0.0
2018,0.91,231511.0,139396.0,0.3758,71.0,0.2433,State,NM,35,0.0
2019,0.89,230484.0,151506.0,0.3966,71.0,0.2265,State,NM,35,-2.197802197802201
2020,0.89,225247.0,168599.0,0.4281,71.0,0.2059,State,NM,35,0.0
2021,0.88,214735.0,183335.0,0.4606,72.0,0.206,State,NM,35,-1.1235955056179803
2022,0.88,203744.0,203423.0,0.4996,72.0,0.1956,State,NM,35,0.0
2023,0.88,194627.0,218147.0,0.5285,73.0,0.1822,State,NM,35,0.0
2014,0.94,252049.0,138366.0,0.3544,71.0,0.1561,State,NV,32,
2015,0.95,259584.0,148903.0,0.3645,71.0,0.1594,State,NV,32,1.0638297872340496
2016,0.95,265397.0,159016.0,0.3747,71.0,0.175,State,NV,32,0.0
2017,0.95,269504.0,171989.0,0.3896,71.0,0.1782,State,NV,32,0.0
2018,0.95,273913.0,183533.0,0.4012,71.0,0.177,State,NV,32,0.0
2019,0.95,275807.0,198150.0,0.4181,72.0,0.1715,State,NV,32,0.0
2020,0.95,273466.0,218721.0,0.4444,72.0,0.1613,State,NV,32,0.0
2021,0.95,261584.0,242876.0,0.4815,72.0,0.1547,State,NV,32,0.0
2022,0.95,250513.0,264952.0,0.514,72.0,0.1468,State,NV,32,0.0
2023,0.95,240510.0,285400.0,0.5427,73.0,0.153,State,NV,32,0.0
2014,1.08,1801176.0,1159021.0,0.3915,72.0,0.2835,State,NY,36,
2015,1.07,1788665.0,1209590.0,0.4034,72.0,0.2742,State,NY,36,-0.92592592592593
2016,1.07,1803072.0,1245989.0,0.4086,72.0,0.2628,State,NY,36,0.0
2017,1.07,1769970.0,1329076.0,0.4289,72.0,0.2606,State,NY,36,0.0
2018,1.07,1755640.0,1409406.0,0.4453,72.0,0.2549,State,NY,36,0.0
2019,1.07,1741839.0,1473319.0,0.4582,72.0,0.2481,State,NY,36,0.0
2020,1.08,1716746.0,1589497.0,0.4808,73.0,0.2456,State,NY,36,0.9345794392523477
2021,1.07,1650306.0,1685555.0,0.5053,73.0,0.2367,State,NY,36,-0.92592592592593
2022,1.07,1599200.0,1790206.0,0.5282,73.0,0.2287,State,NY,36,0.0
2023,1.07,1548284.0,1886964.0,0.5493,74.0,0.2253,State,NY,36,0.0
2014,1.04,1171351.0,794980.0,0.4043,70.0,0.2243,State,OH,39,
2015,1.02,1133730.0,864741.0,0.4327,71.0,0.1943,State,OH,39,-1.9230769230769273
2016,1.02,1231290.0,806142.0,0.3957,71.0,0.1826,State,OH,39,0.0
2017,1.01,1221336.0,857294.0,0.4124,71.0,0.1795,State,OH,39,-0.9803921568627416
2018,1.0,1180107.0,931803.0,0.4412,71.0,0.171,State,OH,39,-0.990099009900991
2019,1.0,1159406.0,994989.0,0.4618,72.0,0.1634,State,OH,39,0.0
2020,0.99,1121441.0,1086755.0,0.4921,72.0,0.1526,State,OH,39,-1.0000000000000009
2021,0.99,1070553.0,1169771.0,0.5221,72.0,0.1402,State,OH,39,0.0
2022,0.99,1015711.0,1258294.0,0.5533,72.0,0.1344,State,OH,39,0.0
2023,0.99,973013.0,1331208.0,0.5777,73.0,0.1252,State,OH,39,0.0
2014,0.97,519067.0,109184.0,0.1738,71.0,0.2066,State,OK,40,
2015,0.99,524802.0,114401.0,0.179,71.0,0.2043,State,OK,40,2.0618556701030855
2016,0.99,530298.0,119476.0,0.1839,71.0,0.201,State,OK,40,0.0
2017,1.0,532303.0,127399.0,0.1931,71.0,0.1992,State,OK,40,1.0101010101010166
2018,1.02,531805.0,138447.0,0.2066,71.0,0.1923,State,OK,40,2.0000000000000018
2019,1.02,521189.0,158096.0,0.2327,71.0,0.1811,State,OK,40,0.0
2020,1.03,506612.0,185931.0,0.2685,72.0,0.1688,State,OK,40,0.9803921568627416
2021,1.04,470277.0,230259.0,0.3287,72.0,0.1588,State,OK,40,0.9708737864077666
2022,1.03,445869.0,265393.0,0.3731,72.0,0.1472,State,OK,40,-0.9615384615384581
2023,1.03,423710.0,295984.0,0.4113,73.0,0.1335,State,OK,40,0.0
2014,0.88,363225.0,314361.0,0.4639,71.0,0.1956,State,OR,41,
2015,0.88,371422.0,331874.0,0.4719,71.0,0.2031,State,OR,41,0.0
2016,0.87,381233.0,346935.0,0.4764,71.0,0.2038,State,OR,41,-1.1363636363636354
2017,0.88,388396.0,360881.0,0.4816,71.0,0.2031,State,OR,41,1.1494252873563315
2018,0.89,396895.0,376858.0,0.4871,71.0,0.2007,State,OR,41,1.1363636363636465
2019,0.89,405865.0,394970.0,0.4932,71.0,0.2015,State,OR,41,0.0
2020,0.89,404395.0,419335.0,0.5091,71.0,0.1976,State,OR,41,0.0
2021,0.9,394650.0,444436.0,0.5297,71.0,0.201,State,OR,41,1.1235955056179803
2022,0.9,380039.0,470702.0,0.5533,72.0,0.1992,State,OR,41,0.0
2023,0.9,366060.0,495334.0,0.575,72.0,0.1997,State,OR,41,0.0
2014,1.03,1328189.0,984950.0,0.4258,72.0,0.2059,State,PA,42,
2015,1.02,1342768.0,1012327.0,0.4298,72.0,0.2033,State,PA,42,-0.9708737864077666
2016,1.02,1364111.0,1035292.0,0.4315,72.0,0.1996,State,PA,42,0.0
2017,1.01,1354332.0,1081038.0,0.4439,72.0,0.1951,State,PA,42,-0.9803921568627416
2018,1.01,1360968.0,1118141.0,0.451,72.0,0.1866,State,PA,42,0.0
2019,1.0,1350464.0,1167187.0,0.4636,72.0,0.1764,State,PA,42,-0.990099009900991
2020,1.0,1322861.0,1243898.0,0.4846,72.0,0.1624,State,PA,42,0.0
2021,1.0,1273736.0,1317312.0,0.5084,72.0,0.15,State,PA,42,0.0
2022,1.0,1222923.0,1399160.0,0.5336,73.0,0.143,State,PA,42,0.0
2023,1.0,1178457.0,1478422.0,0.5565,73.0,0.1335,State,PA,42,0.0
2014,1.13,69854.0,540528.0,0.8856,72.0,,State,PR,72,
2015,1.16,63717.0,559184.0,0.8977,72.0,,State,PR,72,2.6548672566371723
2016,1.16,62834.0,567445.0,0.9003,72.0,,State,PR,72,0.0
2017,1.14,58742.0,563836.0,0.9056,73.0,,State,PR,72,-1.7241379310344862
2018,1.15,54623.0,573191.0,0.913,73.0,,State,PR,72,0.8771929824561431
2019,1.25,49823.0,591657.0,0.9223,73.0,,State,PR,72,8.69565217391306
2020,1.27,44902.0,607158.0,0.9311,73.0,,State,PR,72,1.6000000000000014
2021,1.06,37992.0,623116.0,0.9425,74.0,,State,PR,72,-16.535433070866134
2022,1.03,32895.0,640589.0,0.9512,75.0,,State,PR,72,-2.8301886792452824
2023,0.99,29138.0,655436.0,0.9574,75.0,,State,PR,72,-3.8834951456310662
2014,1.02,106653.0,69093.0,0.3931,70.0,0.2779,State,RI,44,
2015,1.02,110273.0,72188.0,0.3956,70.0,0.2685,State,RI,44,0.0
2016,1.0,103996.0,74308.0,0.4167,71.0,0.2085,State,RI,44,-1.9607843137254943
2017,0.97,94984.0,87500.0,0.4795,72.0,0.1392,State,RI,44,-3.0000000000000027
2018,0.97,94086.0,95000.0,0.5024,72.0,0.1456,State,RI,44,0.0
2019,0.97,94595.0,99628.0,0.513,72.0,0.1472,State,RI,44,0.0
2020,0.97,92678.0,107267.0,0.5365,72.0,0.1556,State,RI,44,0.0
2021,0.98,86576.0,115239.0,0.571,73.0,0.1441,State,RI,44,1.0309278350515427
2022,0.97,80270.0,125363.0,0.6096,73.0,0.1274,State,RI,44,-1.0204081632653073
2023,0.98,75869.0,134195.0,0.6388,74.0,0.1167,State,RI,44,1.0309278350515427
2014,0.94,668225.0,196498.0,0.2272,71.0,0.1562,State,SC,45,
2015,0.94,681650.0,214075.0,0.239,71.0,0.1487,State,SC,45,0.0
2016,0.93,687198.0,228585.0,0.2496,71.0,0.1316,State,SC,45,-1.0638297872340274
2017,0.94,690332.0,254817.0,0.2696,71.0,0.126,State,SC,45,1.0752688172043001
2018,0.93,697120.0,281607.0,0.2877,71.0,0.1177,State,SC,45,-1.0638297872340274
2019,0.93,693025.0,316154.0,0.3133,72.0,0.1102,State,SC,45,0.0
2020,0.93,677428.0,364244.0,0.3497,72.0,0.0986,State,SC,45,0.0
2021,0.92,649160.0,417552.0,0.3914,72.0,0.084,State,SC,45,-1.0752688172043001
2022,0.92,625702.0,470206.0,0.4291,73.0,0.0746,State,SC,45,0.0
2023,0.92,607120.0,514988.0,0.4589,73.0,0.0669,State,SC,45,0.0
2014,0.88,118348.0,24049.0,0.1689,72.0,0.1718,State,SD,46,
2015,0.88,117804.0,28419.0,0.1944,72.0,0.1702,State,SD,46,0.0
2016,0.88,117176.0,33202.0,0.2208,72.0,0.1692,State,SD,46,0.0
2017,0.87,120729.0,34303.0,0.2213,72.0,0.1656,State,SD,46,-1.1363636363636354
2018,0.87,125090.0,35282.0,0.22,72.0,0.1584,State,SD,46,0.0
2019,0.87,127167.0,37192.0,0.2263,72.0,0.1517,State,SD,46,0.0
2020,0.86,127182.0,41238.0,0.2449,72.0,0.1446,State,SD,46,-1.1494252873563204
2021,0.87,123855.0,47261.0,0.2762,72.0,0.1386,State,SD,46,1.1627906976744207
2022,0.88,119937.0,55585.0,0.3167,72.0,0.1338,State,SD,46,1.1494252873563315
2023,0.87,114994.0,63698.0,0.3565,72.0,0.1215,State,SD,46,-1.1363636363636354
2014,1.0,754328.0,382498.0,0.3365,71.0,0.2165,State,TN,47,
2015,1.01,746197.0,420166.0,0.3602,71.0,0.2076,State,TN,47,1.0000000000000009
2016,1.0,746122.0,447198.0,0.3748,71.0,0.1974,State,TN,47,-0.990099009900991
2017,1.0,742461.0,471851.0,0.3886,71.0,0.1854,State,TN,47,0.0
2018,1.0,736308.0,504806.0,0.4067,71.0,0.1654,State,TN,47,0.0
2019,0.99,725820.0,540938.0,0.427,72.0,0.1528,State,TN,47,-1.0000000000000009
2020,0.99,710421.0,590421.0,0.4539,72.0,0.1391,State,TN,47,0.0
2021,0.99,678781.0,642858.0,0.4864,72.0,0.1254,State,TN,47,0.0
2022,0.97,645450.0,689526.0,0.5165,73.0,0.1137,State,TN,47,-2.020202020202022
2023,0.97,613832.0,738932.0,0.5462,73.0,0.1053,State,TN,47,0.0
2014,1.06,2235761.0,1005022.0,0.3101,71.0,0.2105,State,TX,48,
2015,1.05,2190152.0,1108547.0,0.3361,71.0,0.1843,State,TX,48,-0.9433962264150941
2016,1.05,2222439.0,1230017.0,0.3563,72.0,0.1837,State,TX,48,0.0
2017,1.04,2205833.0,1339190.0,0.3778,72.0,0.1764,State,TX,48,-0.952380952380949
2018,1.04,2152365.0,1505159.0,0.4115,72.0,0.1693,State,TX,48,0.0
2019,1.04,2147279.0,1635415.0,0.4323,72.0,0.1569,State,TX,48,0.0
2020,1.04,2105933.0,1809741.0,0.4622,72.0,0.1431,State,TX,48,0.0
2021,1.02,1990498.0,2021318.0,0.5038,72.0,0.1295,State,TX,48,-1.9230769230769273
2022,1.01,1912675.0,2194093.0,0.5343,73.0,0.1176,State,TX,48,-0.9803921568627416
2023,1.01,1819291.0,2375786.0,0.5663,73.0,0.1075,State,TX,48,0.0
2014,,,,,,,State,Territory,,
2015,,,,,,,State,Territory,,
2016,,,,,,,State,Territory,,
2017,,,,,,,State,Territory,,
2018,,,,,,,State,Territory,,
2019,,,,,,,State,Territory,,
2020,,,,,,,State,Territory,,
2021,,,,,,,State,Territory,,
2022,,,,,,,State,Territory,,
2023,,,,,,,State,Territory,,
2014,0.88,193114.0,110368.0,0.3637,72.0,0.1145,State,UT,49,
2015,0.9,198716.0,116484.0,0.3696,72.0,0.1103,State,UT,49,2.2727272727272707
2016,0.88,202886.0,123277.0,0.378,72.0,0.1088,State,UT,49,-2.2222222222222254
2017,0.89,205755.0,131016.0,0.389,72.0,0.1062,State,UT,49,1.1363636363636465
2018,0.91,210544.0,139973.0,0.3993,72.0,0.1057,State,UT,49,2.2471910112359605
2019,0.92,213274.0,149952.0,0.4128,72.0,0.1013,State,UT,49,1.098901098901095
2020,0.94,210921.0,166200.0,0.4407,72.0,0.0964,State,UT,49,2.1739130434782483
2021,0.97,204314.0,185129.0,0.4754,73.0,0.0948,State,UT,49,3.1914893617021267
2022,0.99,196445.0,202927.0,0.5081,73.0,0.0909,State,UT,49,2.0618556701030855
2023,0.99,186458.0,222808.0,0.5444,73.0,0.0876,State,UT,49,0.0
2014,0.94,972847.0,204397.0,0.1736,72.0,0.1394,State,VA,51,
2015,0.94,993996.0,233026.0,0.1899,72.0,0.1349,State,VA,51,0.0
2016,0.95,1015425.0,248139.0,0.1964,72.0,0.1329,State,VA,51,1.0638297872340496
2017,0.95,1025527.0,271760.0,0.2095,72.0,0.1347,State,VA,51,0.0
2018,0.95,1046853.0,284720.0,0.2138,72.0,0.1405,State,VA,51,0.0
2019,0.95,1041012.0,324381.0,0.2376,72.0,0.1293,State,VA,51,0.0
2020,0.95,1017996.0,381490.0,0.2726,73.0,0.1115,State,VA,51,0.0
2021,0.95,969980.0,454401.0,0.319,73.0,0.0962,State,VA,51,0.0
2022,0.95,926429.0,527547.0,0.3628,74.0,0.0857,State,VA,51,0.0
2023,0.95,895581.0,585157.0,0.3952,74.0,0.0872,State,VA,51,0.0
2014,0.69,17008.0,142.0,0.0083,72.0,,State,VI,,
2015,0.71,17438.0,173.0,0.0098,72.0,,State,VI,,2.898550724637694
2016,0.71,17920.0,194.0,0.0107,72.0,,State,VI,,0.0
2017,0.7,17775.0,232.0,0.0129,73.0,,State,VI,,-1.4084507042253502
2018,0.7,17730.0,271.0,0.0151,73.0,,State,VI,,0.0
2019,0.7,17832.0,367.0,0.0202,73.0,,State,VI,,0.0
2020,0.7,18089.0,449.0,0.0242,73.0,,State,VI,,0.0
2021,0.7,12917.0,5444.0,0.2965,73.0,,State,VI,,0.0
2022,0.72,12715.0,5692.0,0.3092,73.0,,State,VI,,2.857142857142869
2023,0.72,12592.0,5949.0,0.3209,73.0,,State,VI,,0.0
2014,0.85,111302.0,9134.0,0.0758,71.0,0.2633,State,VT,50,
2015,0.84,113908.0,9614.0,0.0778,71.0,0.2596,State,VT,50,-1.17647058823529
2016,0.84,116615.0,10281.0,0.081,71.0,0.2549,State,VT,50,0.0
2017,0.83,117186.0,12592.0,0.097,71.0,0.2479,State,VT,50,-1.1904761904761862
2018,0.83,118996.0,14560.0,0.109,71.0,0.2412,State,VT,50,0.0
2019,0.83,119320.0,17467.0,0.1277,71.0,0.2332,State,VT,50,0.0
2020,0.82,118987.0,21313.0,0.1519,72.0,0.2202,State,VT,50,-1.2048192771084376
2021,0.82,113405.0,29795.0,0.2081,72.0,0.2113,State,VT,50,0.0
2022,0.83,104653.0,42367.0,0.2882,72.0,0.2151,State,VT,50,1.2195121951219523
2023,0.82,100944.0,49092.0,0.3272,72.0,0.2192,State,VT,50,-1.2048192771084376
2014,0.9,721427.0,335782.0,0.3176,71.0,0.1977,State,WA,53,
2015,0.9,743923.0,354305.0,0.3226,71.0,0.1943,State,WA,53,0.0
2016,0.89,767431.0,367767.0,0.324,72.0,0.1891,State,WA,53,-1.1111111111111072
2017,0.9,781397.0,389274.0,0.3325,72.0,0.1836,State,WA,53,1.1235955056179803
2018,0.91,785400.0,420369.0,0.3486,72.0,0.1733,State,WA,53,1.1111111111111072
2019,0.9,782986.0,457651.0,0.3689,72.0,0.1619,State,WA,53,-1.098901098901095
2020,0.9,771482.0,507032.0,0.3966,72.0,0.155,State,WA,53,0.0
2021,0.91,747205.0,562004.0,0.4293,73.0,0.1523,State,WA,53,1.1111111111111072
2022,0.92,720167.0,613814.0,0.4601,73.0,0.1478,State,WA,53,1.098901098901095
2023,0.92,684237.0,669236.0,0.4945,73.0,0.1366,State,WA,53,0.0
2014,0.94,613037.0,361407.0,0.3709,71.0,0.2157,State,WI,55,
2015,0.95,601376.0,398603.0,0.3986,71.0,0.2162,State,WI,55,1.0638297872340496
2016,0.94,606087.0,421501.0,0.4102,71.0,0.2119,State,WI,55,-1.0526315789473717
2017,0.95,607014.0,444846.0,0.4229,71.0,0.2069,State,WI,55,1.0638297872340496
2018,0.95,608339.0,474092.0,0.438,71.0,0.1991,State,WI,55,0.0
2019,0.95,595978.0,513392.0,0.4628,71.0,0.1951,State,WI,55,0.0
2020,0.95,579402.0,560350.0,0.4916,71.0,0.1911,State,WI,55,0.0
2021,0.96,555796.0,607333.0,0.5222,71.0,0.1871,State,WI,55,1.0526315789473717
2022,0.97,530739.0,658549.0,0.5537,72.0,0.1827,State,WI,55,1.041666666666674
2023,0.96,506138.0,707932.0,0.5831,72.0,0.1699,State,WI,55,-1.0309278350515427
2014,0.97,289250.0,104260.0,0.2649,69.0,0.2776,State,WV,54,
2015,0.99,292046.0,107708.0,0.2694,69.0,0.2774,State,WV,54,2.0618556701030855
2016,1.0,292211.0,111831.0,0.2768,69.0,0.2735,State,WV,54,1.0101010101010166
2017,1.0,283163.0,123769.0,0.3042,70.0,0.2757,State,WV,54,0.0
2018,1.01,276812.0,135638.0,0.3289,70.0,0.274,State,WV,54,1.0000000000000009
2019,1.01,265344.0,147257.0,0.3569,70.0,0.2582,State,WV,54,0.0
2020,1.01,250569.0,166080.0,0.3986,70.0,0.2393,State,WV,54,0.0
2021,1.01,229055.0,188812.0,0.4518,71.0,0.2261,State,WV,54,0.0
2022,1.0,211240.0,207450.0,0.4955,71.0,0.2151,State,WV,54,-0.990099009900991
2023,0.99,192124.0,226608.0,0.5412,72.0,0.1999,State,WV,54,-1.0000000000000009
2014,0.8,84309.0,3084.0,0.0353,72.0,0.1388,State,WY,56,
2015,0.81,86821.0,3225.0,0.0358,72.0,0.1353,State,WY,56,1.2499999999999956
2016,0.81,89736.0,3241.0,0.0349,72.0,0.13,State,WY,56,0.0
2017,0.82,92439.0,3836.0,0.0398,72.0,0.1252,State,WY,56,1.2345679012345512
2018,0.82,96156.0,4094.0,0.0408,72.0,0.1239,State,WY,56,0.0
2019,0.81,98890.0,4677.0,0.0452,72.0,0.1195,State,WY,56,-1.2195121951219412
2020,0.8,102058.0,5300.0,0.0494,72.0,0.1129,State,WY,56,-1.2345679012345734
2021,0.81,104284.0,6557.0,0.0592,72.0,0.1169,State,WY,56,1.2499999999999956
2022,0.81,103626.0,9633.0,0.0851,72.0,0.1134,State,WY,56,0.0
2023,0.79,99194.0,15735.0,0.1369,73.0,0.1019,State,WY,56,-2.4691358024691357
2014,,,,,,,State,ZZ,,
2015,,,,,,,State,ZZ,,
2016,,,,,,,State,ZZ,,
2017,,,,,,,State,ZZ,,
2018,,,,,,,State,ZZ,,
2019,,,,,,,State,ZZ,,
2020,,,,,,,State,ZZ,,
2021,,,,,,,State,ZZ,,
2022,,,,,,,State,ZZ,,
2023,,,,,,,State,ZZ,,
