ein,filer_name,filer_state,ccn,rpt_rec_num,hcris_name,hcris_state,jaccard,hospital_facilities_cnt,match_type,match_scope,allocation_share,total_costs
841949748,PINEVILLE COMMUNITY HEALTH CENTER INC,KY,180154,827691,PINEVILLE COMMUNITY HEALTH CENTER,KY,1.0,1,single_facility_jaccard,same_state,1.0,41064878.0
540895648,BUCHANAN GENERAL HOSPITAL,VA,490127,825065,BUCHANAN GENERAL HOSPITAL,VA,1.0,1,single_facility_jaccard,same_state,1.0,25538642.0
344428205,THE BELLEVUE HOSPITAL,OH,360107,821340,THE BELLEVUE HOSPITAL,OH,1.0,1,single_facility_jaccard,same_state,1.0,49706668.0
566024172,HEALTHCARE FOUNDATION OF WILSON,NC,340126,821437,WILSON MEDICAL CENTER,NC,1.0,1,single_facility_jaccard,same_state,1.0,145097930.0
042156082,FRANCISCAN HOSPITAL FOR CHILDREN,MA,223300,812761,FRANCISCAN HOSPITAL FOR CHILDREN,MA,1.0,1,single_facility_jaccard,same_state,1.0,81649337.0
370673512,IROQUOIS MEMORIAL HOSPITAL,IL,140167,759187,IROQUOIS MEMORIAL HOSPITAL,IL,1.0,1,single_facility_jaccard,same_state,1.0,24536917.0
660229702,ASOCIACION HOSPITAL DEL MAESTRO INC,PR,400004,816195,ASOCIACION HOSPITAL DEL MAESTRO,PR,1.0,1,single_facility_jaccard,same_state,1.0,17576162.0
526049658,GREATER BALTIMORE MEDICAL CENTER INC,MD,210044,819546,GREATER BALTIMORE MEDICAL CENTER,MD,1.0,1,single_facility_jaccard,same_state,1.0,602812012.0
141364536,Garnet Health Medical Center,NY,330126,825848,GARNET HEALTH MEDICAL CENTER,NY,1.0,1,single_facility_jaccard,same_state,1.0,610135667.0
450227753,Cooperstown Medical Center,ND,351306,808483,COOPERSTOWN MEDICAL CENTER,ND,1.0,1,single_facility_jaccard,same_state,1.0,8039656.0
450222079,Jacobson Memorial Hospital Care Center,ND,351314,791740,JACOBSON MEMORIAL HOSPITAL,ND,1.0,1,single_facility_jaccard,same_state,1.0,13347014.0
391528430,AURORA MEDICAL CENTER BAY AREA INC,WI,520113,826762,AURORA MEDICAL CENTER - BAY AREA,WI,1.0,1,single_facility_jaccard,same_state,1.0,100057019.0
610525158,BRECKINRIDGE HEALTH INC,KY,181319,775373,BRECKINRIDGE HEALTH  INC,KY,1.0,1,single_facility_jaccard,same_state,1.0,25534987.0
410724034,KITTSON MEMORIAL HOSPITAL,MN,241336,814538,KITTSON MEMORIAL HOSPITAL,MN,1.0,1,single_facility_jaccard,same_state,1.0,16365746.0
382146751,MCLAREN NORTHERN MICHIGAN,MI,230105,822723,MCLAREN NORTHERN MICHIGAN,MI,1.0,1,single_facility_jaccard,same_state,1.0,218585484.0
381369611,MCLAREN PORT HURON,MI,230216,824091,MCLAREN PORT HURON,MI,1.0,1,single_facility_jaccard,same_state,1.0,211249717.0
382689033,MCLAREN LAPEER REGION,MI,230193,825209,MCLAREN LAPEER REGION,MI,1.0,1,single_facility_jaccard,same_state,1.0,112531023.0
383426063,CARO COMMUNITY HOSPITAL,MI,231329,799697,CARO COMMUNITY HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,19723711.0
582175978,CRISP REGIONAL HOSPITAL INC,GA,110104,823692,CRISP REGIONAL HOSPITAL  INC.,GA,1.0,1,single_facility_jaccard,same_state,1.0,122110349.0
880065829,Boulder City Hospital Inc,NV,291309,776757,BOULDER CITY HOSPITAL,NV,1.0,1,single_facility_jaccard,same_state,1.0,34625656.0
381434090,MCLAREN GREATER LANSING,MI,230167,822735,MCLAREN GREATER LANSING,MI,1.0,1,single_facility_jaccard,same_state,1.0,400558216.0
381428164,MCLAREN OAKLAND,MI,230207,822742,MCLAREN OAKLAND,MI,1.0,1,single_facility_jaccard,same_state,1.0,196191451.0
381218516,MCLAREN MACOMB,MI,230227,822746,MCLAREN MACOMB,MI,1.0,1,single_facility_jaccard,same_state,1.0,331944280.0
382383119,MCLAREN FLINT,MI,230141,822729,MCLAREN FLINT,MI,1.0,1,single_facility_jaccard,same_state,1.0,414754747.0
381420304,MCLAREN CENTRAL MICHIGAN,MI,230080,822716,MCLAREN CENTRAL MICHIGAN,MI,1.0,1,single_facility_jaccard,same_state,1.0,146967850.0
470366569,HENDERSON HEALTH CARE SERVICES INC,NE,281308,823331,HENDERSON HEALTH CARE SERVICES,NE,1.0,1,single_facility_jaccard,same_state,1.0,19329784.0
231381447,KENSINGTON HOSPITAL,PA,390025,796856,KENSINGTON HOSPITAL,PA,1.0,1,single_facility_jaccard,same_state,1.0,7709121.0
720467503,CHILDREN'S HOSPITAL INC,LA,193300,776737,CHILDRENS HOSPITAL,LA,1.0,1,single_facility_jaccard,same_state,1.0,419392464.0
370681540,Proctor Hospital,IL,140013,818337,PROCTOR HOSPITAL,IL,1.0,1,single_facility_jaccard,same_state,1.0,112939891.0
720423659,TOURO INFIRMARY,LA,190046,824071,TOURO INFIRMARY,LA,1.0,1,single_facility_jaccard,same_state,1.0,375400759.0
951643989,Casa Colina Hospital and Centers for Healthcare,CA,050782,823547,CASA COLINA HOSPITAL AND CENTERS FOR,CA,1.0,1,single_facility_jaccard,same_state,1.0,104914723.0
370692351,PEKIN MEMORIAL HOSPITAL,IL,140120,818361,PEKIN MEMORIAL HOSPITAL,IL,1.0,1,single_facility_jaccard,same_state,1.0,46922822.0
381619577,HILLS & DALES GENERAL HOSPITAL INC,MI,231316,821631,HILLS & DALES GENERAL HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,53930779.0
860137567,Tucson Medical Center,AZ,030006,823674,TUCSON MEDICAL CENTER,AZ,1.0,1,single_facility_jaccard,same_state,1.0,849752928.0
710407683,OZARK HEALTH INC,AR,041313,793938,OZARK HEALTH  INC,AR,1.0,1,single_facility_jaccard,same_state,1.0,35057241.0
237013497,MEMORIAL MEDICAL CENTER INC,WI,521359,765283,MEMORIAL MEDICAL CENTER  INC.,WI,1.0,1,single_facility_jaccard,same_state,1.0,113427975.0
383647394,PHOEBE WORTH MEDICAL CENTER INC,GA,111328,795414,PHOEBE WORTH MEDICAL CENTER,GA,1.0,1,single_facility_jaccard,same_state,1.0,18385963.0
263975185,PHOEBE SUMTER MEDICAL CENTER INC,GA,110044,827582,PHOEBE SUMTER MEDICAL CENTER  INC,GA,1.0,1,single_facility_jaccard,same_state,1.0,95564184.0
470421272,COMMUNITY MEDICAL CENTER INC,NE,281352,795959,COMMUNITY MEDICAL CENTER  INC.,NE,1.0,1,single_facility_jaccard,same_state,1.0,33113447.0
951691313,RADY CHILDREN'S HOSPITAL - SAN DIEGO,CA,053303,793187,RADY CHILDRENS HOSPITAL - SAN DIEGO,CA,1.0,1,single_facility_jaccard,same_state,1.0,1413814797.0
410808719,ELY-BLOOMENSON COMMUNITY HOSPITAL,MN,241318,814531,ELY-BLOOMENSON COMMUNITY HOSPITAL,MN,1.0,1,single_facility_jaccard,same_state,1.0,28264411.0
860107344,WINSLOW MEMORIAL HOSPITAL INC,AZ,031311,812187,WINSLOW MEMORIAL HOSPITAL,AZ,1.0,1,single_facility_jaccard,same_state,1.0,36124860.0
581928247,PHOEBE PUTNEY MEMORIAL HOSPITAL,GA,110007,821717,PHOEBE PUTNEY MEMORIAL HOSPITAL,GA,1.0,1,single_facility_jaccard,same_state,1.0,538592229.0
383807713,CHICOT MEMORIAL MEDICAL CENTER,AR,041328,821217,CHICOT MEMORIAL MEDICAL CENTER,AR,1.0,1,single_facility_jaccard,same_state,1.0,19475135.0
370702309,HARDIN COUNTY GENERAL HOSPITAL,IL,141328,782139,HARDIN COUNTY GENERAL HOSPITAL,IL,1.0,1,single_facility_jaccard,same_state,1.0,14310602.0
060646766,Hospital For Special Care,CT,072004,810727,HOSPITAL FOR SPECIAL CARE,CT,1.0,1,single_facility_jaccard,same_state,1.0,119572941.0
741394418,COLUMBUS COMMUNITY HOSPITAL,TX,450370,823072,COLUMBUS COMMUNITY HOSPITAL,TX,1.0,1,single_facility_jaccard,same_state,1.0,38262495.0
420932564,HEGG MEMORIAL HOSPITAL,IA,161336,791883,HEGG MEMORIAL HEALTH CENTER,IA,1.0,1,single_facility_jaccard,same_state,1.0,25217794.0
370673506,GRAHAM HOSPITAL ASSOCIATION,IL,140001,825511,GRAHAM HOSPITAL ASSOCIATION,IL,1.0,1,single_facility_jaccard,same_state,1.0,109619543.0
610471581,TRIGG COUNTY HOSPITAL,KY,181304,796175,TRIGG COUNTY HOSPITAL,KY,1.0,1,single_facility_jaccard,same_state,1.0,22624500.0
470542043,COLUMBUS COMMUNITY HOSPITAL INC,NE,280111,819452,COLUMBUS COMMUNITY HOSPITAL,NE,1.0,1,single_facility_jaccard,same_state,1.0,132733724.0
381415390,DECKERVILLE COMMUNITY HOSPITAL INC,MI,231311,792355,DECKERVILLE COMMUNITY HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,9800294.0
470388012,BRODSTONE MEMORIAL HOSPITAL,NE,281315,827620,BRODSTONE MEMORIAL HOSPITAL,NE,1.0,1,single_facility_jaccard,same_state,1.0,34469999.0
237339737,LAKE REGIONAL HEALTH SYSTEM,MO,260186,823609,LAKE REGIONAL HEALTH SYSTEM,MO,1.0,1,single_facility_jaccard,same_state,1.0,234169563.0
450255914,Ashley Medical Center,ND,351322,821333,ASHLEY MEDICAL CENTER,ND,1.0,1,single_facility_jaccard,same_state,1.0,10893287.0
480761700,NINNESCAH VALLEY HEALTH SYSTEMS INC,KS,171378,816802,NINNESCAH VALLEY HEALTH SYSTEMS,KS,1.0,1,single_facility_jaccard,same_state,1.0,17690089.0
381507302,MARLETTE REGIONAL HOSPITAL,MI,231330,792356,MARLETTE REGIONAL HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,39522579.0
930505325,GRANDE RONDE HOSPITAL INC,OR,381321,785032,GRANDE RONDE HOSPITAL,OR,1.0,1,single_facility_jaccard,same_state,1.0,123141915.0
460380552,MARSHALL COUNTY HEALTHCARE CENTER,SD,431312,791930,MARSHALL COUNTY HEALTHCARE CENTER,SD,1.0,1,single_facility_jaccard,same_state,1.0,11567455.0
440655986,JOHN FITZGIBBON MEMORIAL HOSPITAL,MO,260142,824991,JOHN FITZGIBBON MEMORIAL HOSPITAL,MO,1.0,1,single_facility_jaccard,same_state,1.0,58480833.0
460226283,WAGNER COMMUNITY MEMORIAL HOSPITAL,SD,431315,792156,WAGNER COMMUNITY MEMORIAL HOSPITAL,SD,1.0,1,single_facility_jaccard,same_state,1.0,14962734.0
620579512,RIDGEVIEW PSYCHIATRIC HOSPITAL,TN,444003,794509,RIDGEVIEW PSYCHIATRIC HOSPITAL,TN,1.0,1,single_facility_jaccard,same_state,1.0,17214648.0
810378200,Livingston Healthcare,MT,271317,792377,LIVINGSTON HEALTHCARE,MT,1.0,1,single_facility_jaccard,same_state,1.0,81262908.0
010211797,Mount Desert Island Hospital,ME,201304,785443,MOUNT DESERT ISLAND HOSPITAL,ME,1.0,1,single_facility_jaccard,same_state,1.0,74438495.0
582513901,CHATUGE REGIONAL HOSPITAL INC,GA,111324,785320,CHATUGE REGIONAL HOSPITAL,GA,1.0,1,single_facility_jaccard,same_state,1.0,33659840.0
381455020,STRAITH HOSPITAL FOR SPECIAL SURGERY,MI,230071,817845,STRAITH HOSPITAL FOR SPECIAL SURGERY,MI,1.0,1,single_facility_jaccard,same_state,1.0,15842820.0
060646559,BRISTOL HOSPITAL INC,CT,070029,823750,BRISTOL HOSPITAL  INC,CT,1.0,1,single_facility_jaccard,same_state,1.0,161336745.0
391027536,BLACK RIVER MEMORIAL HOSPITAL INC,WI,521333,774080,BLACK RIVER MEMORIAL HOSPITAL,WI,1.0,1,single_facility_jaccard,same_state,1.0,53664346.0
460450523,FALL RIVER HEALTH SERVICES,SD,431322,821005,FALL RIVER HOSPITAL,SD,1.0,1,single_facility_jaccard,same_state,1.0,28478039.0
941450151,MARSHALL MEDICAL CENTER,CA,050254,823247,MARSHALL HOSPITAL,CA,1.0,1,single_facility_jaccard,same_state,1.0,282677832.0
610847215,WAYNE COUNTY HOSPITAL INC,KY,181321,795854,WAYNE COUNTY HOSPITAL,KY,1.0,1,single_facility_jaccard,same_state,1.0,18951418.0
812817266,ADAMS COUNTY REGIONAL MEDICAL CENTER,OH,361326,774592,ADAMS COUNTY REGIONAL MEDICAL CENTER,OH,1.0,1,single_facility_jaccard,same_state,1.0,35131214.0
951647809,Barlow Respiratory Hospital,CA,052031,797068,BARLOW RESPIRATORY HOSPITAL,CA,1.0,1,single_facility_jaccard,same_state,1.0,74339180.0
390808498,THE RICHLAND HOSPITAL INC,WI,521341,772988,THE RICHLAND HOSPITAL  INC,WI,1.0,1,single_facility_jaccard,same_state,1.0,60826732.0
363311936,Stevens Community Medical Center,MN,241363,818674,STEVENS COMMUNITY MEDICAL CENTER,MN,1.0,1,single_facility_jaccard,same_state,1.0,41403426.0
133971298,NYU LANGONE HOSPITALS,NY,330214,826509,NYU LANGONE HOSPITALS,NY,1.0,1,single_facility_jaccard,same_state,1.0,8009743581.0
946174066,STANFORD HEALTH CARE,CA,050441,823251,STANFORD HEALTH CARE,CA,1.0,1,single_facility_jaccard,same_state,1.0,6025888689.0
770003859,LUCILE SALTER PACKARD CHILDREN'S,CA,053305,798920,LUCILE PACKARD CHILDRENS HOSPITAL,CA,0.75,1,single_facility_jaccard,same_state,1.0,2190516823.0
362170833,Ann & Robert H Lurie Children's Hospital of Chicago,IL,143300,815577,ANN & ROBERT H. LURIE CHILDRENS HOS,IL,0.714,1,single_facility_jaccard,same_state,1.0,1316673081.0
851941193,Hendrick Medical Center Brownwood,TX,450587,827313,HENDRICK MEDICAL CENTER BROWNWOOD,TX,1.0,1,single_facility_jaccard,same_state,1.0,109888505.0
370661183,BLESSING HOSPITAL,IL,140015,827208,BLESSING HOSPITAL,IL,1.0,1,single_facility_jaccard,same_state,1.0,448720179.0
470468078,JEFFERSON COMMUNITY HEALTH CENTER INC,NE,281319,810986,JEFFERSON COMMUNITY HEALTH CENTER,NE,1.0,1,single_facility_jaccard,same_state,1.0,30124789.0
742577746,Driscoll Children's Hospital,TX,453301,797182,DRISCOLL CHILDRENS HOSPITAL,TX,1.0,1,single_facility_jaccard,same_state,1.0,522537643.0
941429628,STANFORD HEALTH CARE TRI-VALLEY,CA,050283,825969,STANFORD HEALTH CARE TRI-VALLEY,CA,1.0,1,single_facility_jaccard,same_state,1.0,497047697.0
741471231,Falls Community Hospital & Clinic Inc,TX,670780,796802,FALLS COMMUNITY HOSPITAL AND CLINIC,TX,1.0,1,single_facility_jaccard,same_state,1.0,10830883.0
470379834,BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER,NE,281364,814616,BEATRICE COMMUNITY HOSPITAL,NE,1.0,1,single_facility_jaccard,same_state,1.0,78130603.0
411804205,LifeCare Medical Center,MN,241344,814540,LIFECARE MEDICAL CENTER,MN,1.0,1,single_facility_jaccard,same_state,1.0,52338558.0
060646649,Gaylord Hospital INC,CT,072003,791236,GAYLORD HOSPITAL  INC,CT,1.0,1,single_facility_jaccard,same_state,1.0,90788307.0
710644637,HOWARD MEMORIAL HOSPITAL,AR,041311,812205,HOWARD MEMORIAL HOSPITAL,AR,1.0,1,single_facility_jaccard,same_state,1.0,26841846.0
470461859,MEMORIAL COMMUNITY HEALTH INC,NE,281320,814608,MEMORIAL COMMUNITY HEALTH  INC.,NE,1.0,1,single_facility_jaccard,same_state,1.0,27871029.0
851443782,Concord Hospital - Laconia,NH,300005,819818,CONCORD HOSPITAL - LACONIA,NH,1.0,1,single_facility_jaccard,same_state,1.0,115967615.0
222594672,Concord Hospital Inc,NH,300001,826487,CONCORD HOSPITAL  INC.,NH,1.0,1,single_facility_jaccard,same_state,1.0,464094233.0
910564748,SEATTLE CHILDREN'S HOSPITAL,WA,503300,768812,SEATTLE CHILDRENS HOSPITAL,WA,1.0,1,single_facility_jaccard,same_state,1.0,1973642098.0
261938641,NORTH CANYON MEDICAL CENTER INC,ID,131302,814239,NORTH CANYON MEDICAL CENTER,ID,1.0,1,single_facility_jaccard,same_state,1.0,51094128.0
020222118,Valley Regional Hospital Inc,NH,301308,766317,VALLEY REGIONAL HOSPITAL,NH,1.0,1,single_facility_jaccard,same_state,1.0,52762972.0
430662495,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,MO,260025,824101,HANNIBAL REGIONAL HOSPITAL,MO,1.0,1,single_facility_jaccard,same_state,1.0,244423836.0
851433123,Concord Hospital - Franklin,NH,301306,810248,CONCORD HOSPITAL - FRANKLIN,NH,1.0,1,single_facility_jaccard,same_state,1.0,28197270.0
470375220,MEMORIAL HEALTH CARE SYSTEMS,NE,281339,811714,MEMORIAL HEALTH CARE SYSTEMS,NE,1.0,1,single_facility_jaccard,same_state,1.0,39097579.0
111704595,LONG ISLAND COMMUNITY HOSPITAL AT,NY,330141,826679,LONG ISLAND COMMUNITY HOSPITAL,NY,1.0,1,single_facility_jaccard,same_state,1.0,347003481.0
562112733,The Outer Banks Hospital Inc,NC,341324,765386,THE OUTER BANKS HOSPITAL INC,NC,1.0,1,single_facility_jaccard,same_state,1.0,72962201.0
390892183,SPOONER HEALTH SYSTEM INC,WI,521332,817724,SPOONER HEALTH SYSTEM,WI,1.0,1,single_facility_jaccard,same_state,1.0,29955050.0
421231996,Virginia Gay Hospital Inc,IA,161349,792310,VIRGINIA GAY HOSPITAL,IA,1.0,1,single_facility_jaccard,same_state,1.0,31328530.0
450253272,LINTON HOSPITAL,ND,351328,816044,LINTON HOSPITAL,ND,1.0,1,single_facility_jaccard,same_state,1.0,7818595.0
660776102,HOSPITAL MENONITA CAGUAS INC,PR,400104,818220,HOSPITAL MENONITA CAGUAS INC,PR,1.0,1,single_facility_jaccard,same_state,1.0,102265739.0
810232406,LOGAN HEALTH - CONRAD,MT,271324,821160,LOGAN HEALTH CONRAD,MT,1.0,1,single_facility_jaccard,same_state,1.0,14937989.0
930386793,LEGACY GOOD SAMARITAN HOSPITAL AND,OR,380017,821077,LEGACY GOOD SAMARITAN HOSPITAL,OR,1.0,1,single_facility_jaccard,same_state,1.0,411263314.0
480764456,Nemaha Valley Community Hospital,KS,171315,791887,NEMAHA VALLEY COMMUNITY HOSPITAL,KS,1.0,1,single_facility_jaccard,same_state,1.0,21580762.0
431240629,FREEMAN NEOSHO HOSPITAL,MO,261331,784670,FREEMAN NEOSHO HOSPITAL,MO,1.0,1,single_facility_jaccard,same_state,1.0,27554290.0
370661208,HILLSBORO AREA HOSPITAL INC,IL,141332,791877,HILLSBORO AREA HOSPITAL,IL,1.0,1,single_facility_jaccard,same_state,1.0,29522609.0
810247969,LOGAN HEALTH - WHITEFISH,MT,271336,775416,LOGAN HEALTH WHITEFISH,MT,1.0,1,single_facility_jaccard,same_state,1.0,65278725.0
930618975,LEGACY MERIDIAN PARK HOSPITAL,OR,380089,824830,LEGACY MERIDIAN PARK HOSPITAL,OR,1.0,1,single_facility_jaccard,same_state,1.0,254863731.0
264166675,COLORADO WEST PSYCHIATRIC HOSPITAL INC,CO,064023,795843,COLORADO WEST PSYCHIATRIC HOSPITAL,CO,1.0,1,single_facility_jaccard,same_state,1.0,23627812.0
510141601,SHEPHERD CENTER INC,GA,112003,815515,SHEPHERD CENTER,GA,1.0,1,single_facility_jaccard,same_state,1.0,285479206.0
237426289,Harrisburg Medical Center Inc,IL,140210,823083,HARRISBURG MEDICAL CENTER  INC.,IL,1.0,1,single_facility_jaccard,same_state,1.0,57678516.0
660938154,HOSPITAL MENONITA HUMACAO INC,PR,400011,823489,HOSPITAL MENONITA HUMACAO,PR,1.0,1,single_facility_jaccard,same_state,1.0,33876947.0
660876852,HOSPITAL MENONITA GUAYAMA INC,PR,400048,823492,HOSPITAL MENONITA  GUAYAMA,PR,1.0,1,single_facility_jaccard,same_state,1.0,59345454.0
331065485,LEGACY SALMON CREEK HOSPITAL,WA,500150,824410,LEGACY SALMON CREEK HOSPITAL,WA,1.0,1,single_facility_jaccard,same_state,1.0,459748804.0
710787860,NORTH ARKANSAS REGIONAL MEDICAL CENTER,AR,040017,819383,NORTH ARKANSAS REGIONAL MEDICAL CTR,AR,0.75,1,single_facility_jaccard,same_state,1.0,84707243.0
580655369,TAYLOR REGIONAL HOSPITAL INC,GA,110135,821737,TAYLOR REGIONAL HOSPITAL,GA,1.0,1,single_facility_jaccard,same_state,1.0,42869537.0
208756459,MACKINAC STRAITS HEALTH SYSTEM INC,MI,231306,821320,MACKINAC STRAITS HEALTH SYSTEM  INC,MI,1.0,1,single_facility_jaccard,same_state,1.0,62513311.0
542142034,COMMONWEALTH REGIONAL SPECIALTY,KY,182005,783818,COMMONWEALTH REGIONAL SPECIALTY HOSP,KY,0.75,1,single_facility_jaccard,same_state,1.0,8001479.0
481020227,Community HealthCare System Inc,KS,171354,784449,COMMUNITY HEALTHCARE SYSTEM,KS,1.0,1,single_facility_jaccard,same_state,1.0,35026145.0
930281321,SILVERTON HEALTH,OR,380029,821079,SILVERTON HOSPITAL,OR,1.0,1,single_facility_jaccard,same_state,1.0,135705009.0
480799105,McPherson Hospital Inc,KS,170105,823583,MCPHERSON HOSPITAL  INC.,KS,1.0,1,single_facility_jaccard,same_state,1.0,40588874.0
421418132,LORING HOSPITAL,IA,161370,815626,LORING HOSPITAL,IA,1.0,1,single_facility_jaccard,same_state,1.0,17495709.0
852276567,LEXINGTON HEALTH INC,SC,420073,822875,LEXINGTON MEDICAL CENTER,SC,1.0,1,single_facility_jaccard,same_state,1.0,1481232520.0
362448028,JACKSON PARK HOSPITAL FOUNDATION,IL,140177,825157,JACKSON PARK HOSPITAL,IL,1.0,1,single_facility_jaccard,same_state,1.0,74331216.0
862327525,LOGAN HEALTH - SHELBY,MT,271328,817474,LOGAN HEALTH SHELBY,MT,1.0,1,single_facility_jaccard,same_state,1.0,10508764.0
930591528,LEGACY MOUNT HOOD MEDICAL CENTER,OR,380025,819147,LEGACY MOUNT HOOD MEDICAL CENTER,OR,1.0,1,single_facility_jaccard,same_state,1.0,206446562.0
410855367,OLMSTED MEDICAL CENTER,MN,240006,827236,OLMSTED MEDICAL CENTER,MN,1.0,1,single_facility_jaccard,same_state,1.0,189808048.0
810221486,ST LUKE COMMUNITY HOSPITAL,MT,271325,776252,ST LUKE COMMUNITY HOSPITAL,MT,1.0,1,single_facility_jaccard,same_state,1.0,44704523.0
941634554,OROVILLE HOSPITAL,CA,050030,813863,OROVILLE HOSPITAL,CA,1.0,1,single_facility_jaccard,same_state,1.0,293396851.0
880502320,CARSON TAHOE REGIONAL HEALTHCARE,NV,290019,826349,CARSON TAHOE REGIONAL HEALTHCARE,NV,1.0,1,single_facility_jaccard,same_state,1.0,301053243.0
710664687,Washington Regional Medical Center,AR,040004,827353,WASHINGTON REGIONAL MEDICAL CENTER,AR,1.0,1,single_facility_jaccard,same_state,1.0,429356835.0
845163224,WELIA HEALTH,MN,241367,774733,WELIA HEALTH,MN,1.0,1,single_facility_jaccard,same_state,1.0,98224616.0
363317416,FAULKTON AREA MEDICAL CENTER,SD,431301,772943,FAULKTON AREA MEDICAL CENTER,SD,1.0,1,single_facility_jaccard,same_state,1.0,11529054.0
261635811,CARSON TAHOE CONTINUING CARE HOSPITAL,NV,292008,798452,CARSON TAHOE CONTINUING CARE HOSPITA,NV,0.75,1,single_facility_jaccard,same_state,1.0,3960304.0
364595806,AdventHealth South Overland Park Inc,KS,170208,822668,ADVENTHEALTH SOUTH OVERLAND PARK,KS,1.0,1,single_facility_jaccard,same_state,1.0,68604065.0
910848698,NAVOS,WA,504009,782890,NAVOS,WA,1.0,1,single_facility_jaccard,same_state,1.0,25162835.0
273026151,MID COAST MEDICAL CENTER - CENTRAL,TX,451396,821468,MID COAST MEDICAL CENTER-CENTRAL,TX,1.0,1,single_facility_jaccard,same_state,1.0,10734655.0
850313268,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE,NM,320038,809430,REHOBOTH MCKINLEY CHRISTIAN HOSPITAL,NM,1.0,1,single_facility_jaccard,same_state,1.0,29855683.0
250984595,BROOKVILLE HOSPITAL,PA,391312,792138,BROOKVILLE HOSPITAL,PA,1.0,1,single_facility_jaccard,same_state,1.0,27540642.0
570342027,Cannon Memorial Hospital,SC,420011,821808,CANNON MEMORIAL HOSPITAL,SC,1.0,1,single_facility_jaccard,same_state,1.0,22250428.0
411724637,CUYUNA REGIONAL MEDICAL CENTER,MN,241353,808254,CUYUNA REGIONAL MEDICAL CENTER,MN,1.0,1,single_facility_jaccard,same_state,1.0,151862632.0
650543088,Coffee Regional Medical Center Inc,GA,110089,816789,COFFEE REGIONAL MEDICAL CENTER,GA,1.0,1,single_facility_jaccard,same_state,1.0,144692257.0
010284446,REDINGTON-FAIRVIEW GENERAL HOSPITAL,ME,201314,793658,REDINGTON-FAIRVIEW GENERAL HOSPITAL,ME,1.0,1,single_facility_jaccard,same_state,1.0,117793399.0
390806324,DOOR COUNTY MEMORIAL HOSPITAL,WI,521358,797631,DOOR COUNTY MEMORIAL HOSPITAL,WI,1.0,1,single_facility_jaccard,same_state,1.0,105710190.0
460391067,PRAIRIE LAKES HEALTH CARE SYSTEM INC,SD,430005,819721,PRAIRIE LAKES HEALTH CARE CENTER,SD,1.0,1,single_facility_jaccard,same_state,1.0,111027859.0
466015787,LANDMANN-JUNGMAN MEMORIAL HOSPITAL,SD,431317,790862,LANDMANN-JUNGMAN MEMORIAL HOSPITAL,SD,1.0,1,single_facility_jaccard,same_state,1.0,6581703.0
390831153,CUMBERLAND MEMORIAL HOSPITAL INC,WI,521353,817270,CUMBERLAND MEMORIAL HOSPITAL,WI,1.0,1,single_facility_jaccard,same_state,1.0,33972947.0
380593405,METROPOLITAN HOSPITAL,MI,230236,825810,METROPOLITAN HOSPITAL,MI,1.0,1,single_facility_jaccard,same_state,1.0,513531553.0
853033915,Owensboro Health Twin Lakes Regional Medical Center Inc,KY,180070,823035,OWENSBORO HEALTH TWIN LAKES MEDICAL,KY,0.75,1,single_facility_jaccard,same_state,1.0,45777808.0
521277417,HOSPITAL FOR EXTENDED RECOVERY,VA,492007,820308,HOSPITAL FOR EXTENDED RECOVERY,VA,1.0,1,single_facility_jaccard,same_state,1.0,11354226.0
593122517,DOCTORS' MEMORIAL HOSPITAL INC,FL,100106,768764,DOCTORS MEMORIAL,FL,1.0,1,single_facility_jaccard,same_state,1.0,9369394.0
930386868,MERCY MEDICAL CENTER INC,OR,380027,826695,MERCY MEDICAL CENTER,OR,1.0,1,single_facility_jaccard,same_state,1.0,231282069.0
450308484,Tioga Medical Center,ND,351300,792899,TIOGA MEDICAL CENTER,ND,1.0,1,single_facility_jaccard,same_state,1.0,16765447.0
870419324,Central Valley Medical Center,UT,461304,821469,CENTRAL VALLEY MEDICAL CENTER,UT,1.0,1,single_facility_jaccard,same_state,1.0,55384916.0
742851819,ARTESIA GENERAL HOSPITAL,NM,320030,822207,ARTESIA GENERAL HOSPITAL,NM,1.0,1,single_facility_jaccard,same_state,1.0,70805615.0
520591658,MERCY MEDICAL CENTER,MD,210008,793659,MERCY MEDICAL CENTER,MD,1.0,1,single_facility_jaccard,same_state,1.0,564519309.0
566000674,Lenoir Memorial Hospital Inc,NC,340027,824627,LENOIR MEMORIAL HOSPITAL,NC,1.0,1,single_facility_jaccard,same_state,1.0,124181954.0
231352115,EAGLEVILLE HOSPITAL,PA,390278,827298,EAGLEVILLE HOSPITAL,PA,1.0,1,single_facility_jaccard,same_state,1.0,44861662.0
460400557,DOUGLAS COUNTY MEMORIAL HOSPITAL,SD,431305,821458,DOUGLAS COUNTY MEMORIAL HOSPITAL,SD,1.0,1,single_facility_jaccard,same_state,1.0,12156717.0
