provider_number,hospital_name,state,ownership,beds,discharges,cmi,teaching,ag_cost_total,med_records_cost,nursing_admin_cost,full_overhead,total_hospital_costs,admin_per_discharge,admin_pct_of_total,overhead_per_discharge,overhead_pct_of_total,commercial_payer_pct,medicare_pct,ag_purchased_services,ag_it,ag_insurance,ag_other
452086,600 ELIZABETH STREET  3RD FLOOR,TX,For-Profit,43,12863,1.0,No,3132103,355031,0,6906546,20195614,243.5,15.51,536.93,34.2,0.598,0.402,0,0,0,0
462004,8TH AVENUE C STREET,UT,For-Profit,38,6285,1.0,No,2089918,123812,0,3627663,10444733,332.52,20.01,577.19,34.73,0.503,0.222,0,0,0,0
052031,2000 STADIUM WAY,CA,Nonprofit,99,28171,1.0,No,9081059,564914,0,21898572,74339180,322.35,12.22,777.34,29.46,0.533,0.466,0,0,0,0
143027,26W171 ROOSEVELT ROAD,IL,Nonprofit,125,40998,1.0,No,21119702,0,0,41565792,84727161,515.14,24.93,1013.85,49.06,0.462,0.489,0,0,0,0
151309,1206 EAST NATIONAL AVENUE,IN,Nonprofit,25,527,1.0,No,4155412,0,0,7187472,17021759,7885.03,24.41,13638.47,42.23,0.588,0.387,0,0,0,0
192008,8375 FLORIDA BOULEVARD,LA,For-Profit,59,7673,1.0,No,3929886,75563,0,5955134,15809320,512.17,24.86,776.12,37.67,0.213,0.137,0,0,0,0
192011,1541 KINGS HIGHWAY  10TH FLOOR,LA,For-Profit,24,7585,1.0,No,2338086,262412,0,4418375,12777494,308.25,18.3,582.51,34.58,0.499,0.501,0,0,0,0
264004,FULTON STATE HOSPITAL,MO,Government,49,17698,1.0,No,18157681,1006749,0,51913103,145194238,1025.97,12.51,2933.28,35.75,0.709,0.017,0,0,0,0
264007,3505 FREDERICK AVENUE,MO,Government,20,7215,1.0,No,6631136,368496,0,12684193,39530084,919.08,16.77,1758.03,32.09,0.644,0.015,0,0,0,0
264010,500 ARSENAL STREET,MO,Government,25,9154,1.0,No,14639815,936207,0,30259684,84950876,1599.28,17.23,3305.62,35.62,0.738,0.02,0,0,0,0
373038,10240 BROADWAY EXT.,OK,For-Profit,40,11608,1.0,No,5036033,0,0,8588258,17457564,433.84,28.85,739.86,49.2,0.26,0.729,0,0,0,0
452042,2830 CALDER AVENUE,TX,For-Profit,33,1981,1.0,No,2279800,27847,0,3057159,6347416,1150.83,35.92,1543.24,48.16,0.47,0.53,0,0,0,0
452083,860 S. 8TH ST.,TX,For-Profit,30,4234,1.0,No,3592201,0,0,4854635,11905100,848.42,30.17,1146.58,40.78,0.504,0.496,0,0,0,0
454076,2800 S MCGREGOR WAY,TX,Government,538,157385,1.0,No,24731995,571282,0,41169588,123252969,157.14,20.07,261.59,33.4,0.98,0.018,0,0,0,0
521300,201 HOSPITAL ROAD,WI,Nonprofit,14,1899,2.0,No,2022669,337726,0,5232281,15459139,1065.12,13.08,2755.28,33.85,0.697,0.27,0,0,0,0
521339,601 CENTER AVE. SOUTH,WI,Nonprofit,12,1814,2.0,No,4098979,514983,0,8429558,22485246,2259.64,18.23,4646.94,37.49,0.619,0.324,0,0,0,0
034025,181 WHIPPLE STREET,AZ,For-Profit,24,4568,1.0,No,7341632,0,0,8057597,14624337,1607.19,50.2,1763.92,55.1,0.058,0.097,0,0,0,0
102029,3050 CHAMPION RING ROAD,FL,For-Profit,60,13287,1.0,No,5217709,-771,0,8022398,26167782,392.69,19.94,603.78,30.66,0.427,0.573,0,0,0,0
113036,8321 VETERANS PARKWAY,GA,For-Profit,40,11943,1.0,No,4447901,83006,0,8813096,19178756,372.43,23.19,737.93,45.95,0.102,0.889,0,0,0,0
471304,189 PROUTY DRIVE,VT,Nonprofit,25,3610,2.0,No,21370359,490931,0,40574051,93090766,5919.77,22.96,11239.35,43.59,0.336,0.434,0,0,0,0
504002,10200 NE 132ND STREET,WA,For-Profit,221,59181,1.0,No,11176313,825626,0,27605742,60556608,188.85,18.46,466.46,45.59,0.808,0.107,0,0,0,0
042004,STREET: 300 WERNER STREET,AR,For-Profit,27,7654,1.0,No,3690489,22823,0,4846576,13154212,482.16,28.06,633.21,36.84,0.443,0.557,0,0,0,0
152013,8060 KNUE ROAD,IN,For-Profit,45,7159,1.0,No,2119386,318373,0,6287370,16032825,296.04,13.22,878.25,39.22,0.73,0.264,0,0,0,0
213030,17351 MELFORD BLVD,MD,For-Profit,60,16422,1.0,No,7650818,117242,0,14047760,30608793,465.89,25.0,855.42,45.89,0.177,0.818,0,0,0,0
312022,218 SUNSET ROAD  3RD FLOOR,NJ,For-Profit,69,11548,1.0,No,5602316,0,0,7769710,26069537,485.13,21.49,672.82,29.8,0.457,0.543,0,0,0,0
362022,1087 DENNISON AVENUE,OH,For-Profit,162,27906,1.0,No,12390572,110677,0,23617882,63956205,444.01,19.37,846.34,36.93,0.631,0.188,0,0,0,0
384008,2600 CENTER ST NE,OR,Government,577,192958,1.0,No,118014963,1068587,1776525,185932709,430643423,611.61,27.4,963.59,43.18,0.967,0.001,0,0,0,0
512005,601 COLLIERS WAY,WV,For-Profit,49,15521,1.0,No,6865714,774,0,9190580,27898990,442.35,24.61,592.14,32.94,0.353,0.6,0,0,0,0
042006,1001 TOWSON AVE,AR,For-Profit,34,4234,1.0,No,2339087,38939,0,3352212,9125426,552.45,25.63,791.74,36.73,0.512,0.48,0,0,0,0
192035,501 KEYSER AVE 2ND FLOOR,LA,For-Profit,9,1517,2.0,No,1349968,16870,0,2257514,5368718,889.89,25.15,1488.14,42.05,0.506,0.466,0,0,0,0
193092,7414 SUMRALL DR,LA,For-Profit,14,2420,1.0,No,983227,22555,0,1953286,4715755,406.29,20.85,807.14,41.42,0.032,0.717,0,0,0,0
193097,5025 KEYSTONE BOULEVARD  SUITE 200,LA,For-Profit,24,5846,1.0,No,1965196,182485,0,3111860,7794008,336.16,25.21,532.31,39.93,0.296,0.681,0,0,0,0
323028,505 ELM STREET NE,NM,For-Profit,58,16844,1.0,No,12722093,9,0,16577557,41216254,755.29,30.87,984.18,40.22,0.674,0.313,0,0,0,0
373037,7909 SOUTH 101ST EAST AVENUE,OK,For-Profit,40,10997,1.0,No,4445598,0,0,7909967,17939172,404.26,24.78,719.28,44.09,0.412,0.547,0,0,0,0
374008,602 SW 38TH STREET,OK,Government,14,4602,1.0,No,1739748,67597,0,5628866,17319019,378.04,10.05,1223.13,32.5,0.298,0.054,0,0,0,0
452034,4207 BURNET ROAD,TX,For-Profit,127,15330,1.0,No,5077251,859602,0,14644740,42303236,331.2,12.0,955.3,34.62,0.792,0.208,0,0,0,0
452044,1950 RECORD CROSSING,TX,For-Profit,206,18191,1.0,No,9035533,172949,0,19990958,52866134,496.7,17.09,1098.95,37.81,0.609,0.391,0,0,0,0
512003,2900 1ST AVENUE,WV,For-Profit,32,9148,1.0,No,2042728,327999,0,4860400,14739638,223.3,13.86,531.31,32.98,0.656,0.271,0,0,0,0
524002,1 W WILSON ST,WI,Government,335,63691,1.0,No,13917796,1811279,51199,49394426,126138339,218.52,11.03,775.53,39.16,0.811,0.099,0,0,0,0
063030,325 S. PARKSIDE DRIVE,CO,For-Profit,60,14567,1.0,No,4405448,50220,0,9728619,19661513,302.43,22.41,667.85,49.48,0.277,0.46,0,0,0,0
321312,1235 8TH STREET,NM,For-Profit,25,804,2.0,No,10450259,429523,0,15363552,32785835,12997.83,31.87,19108.9,46.86,0.389,0.611,0,0,0,0
431318,8001 W 5TH STREET,SD,Government,12,273,2.0,No,848614,97298,0,3303809,10465258,3108.48,8.11,12101.86,31.57,0.165,0.835,0,0,0,0
103048,1101 OFFICE WOODS DRIVE,FL,For-Profit,40,11993,1.0,No,4793470,70412,0,9807014,18256337,399.69,26.26,817.73,53.72,0.319,0.676,0,0,0,0
103055,2901 SR 50,FL,For-Profit,50,6394,1.0,No,3031435,47804,0,5718380,10924542,474.11,27.75,894.34,52.34,0.228,0.772,0,0,0,0
264005,1010 W. COLUMBIA,MO,Government,94,34617,2.0,No,12739860,522476,0,27782684,105453089,368.02,12.08,802.57,26.35,0.835,0.021,0,0,0,0
334048,420 EAST 76 STREET,NY,Nonprofit,140,43688,1.0,No,7209420,477387,0,34689066,67137833,165.02,10.74,794.02,51.67,0.887,0.109,0,0,0,0
334054,WARDS ISLAND,NY,Government,259,62182,1.0,No,14699094,199350,2495,66415891,147052089,236.39,10.0,1068.09,45.16,0.83,0.007,0,0,0,0
451350,310 WEST HALSELL,TX,Government,17,455,2.0,No,2007954,163886,0,4657349,12668098,4413.09,15.85,10235.93,36.76,0.365,0.635,0,0,0,0
144034,1400 EAST IRVING PARK,IL,For-Profit,178,45862,1.0,No,8576343,527651,0,18406111,37353647,187.0,22.96,401.34,49.28,0.899,0.015,0,0,0,0
214020,175 HARRY S TRUMAN PARKWAY,MD,Nonprofit,16,4744,1.0,No,1273061,0,0,2936233,7747138,268.35,16.43,618.94,37.9,0.86,0.136,0,0,0,0
394043,2 HOSPITAL DRIVE,PA,For-Profit,112,29804,2.0,No,4136489,319005,0,10504068,20468331,138.79,20.21,352.44,51.32,0.905,0.028,0,0,0,0
032002,2025 WEST ORANGE GROVE RD 2ND FLOOR,AZ,For-Profit,58,13386,1.0,No,6052887,-60,0,8389204,29637605,452.18,20.42,626.71,28.31,0.653,0.344,0,0,0,0
051327,130 BRENTWOOD DRIVE,CA,Government,10,128,2.0,No,4240518,707533,0,8159804,20737007,33129.05,20.45,63748.47,39.35,0.32,0.68,0,0,0,0
052032,5525 WEST SLAUSON AVENUE,CA,For-Profit,76,16320,1.0,No,6152961,901192,0,16863711,41972053,377.02,14.66,1033.32,40.18,0.477,0.511,0,0,0,0
052033,330 MONTROSE DRIVE,CA,Government,58,18046,1.0,No,7175120,202248,0,17041693,39875439,397.6,17.99,944.35,42.74,0.795,0.201,0,0,0,0
052034,2800 BENEDICT DRIVE,CA,For-Profit,89,21699,1.0,No,6736591,967762,0,19492539,66088550,310.46,10.19,898.32,29.49,0.846,0.14,0,0,0,0
052036,1940 EL CAJON BOULEVARD,CA,For-Profit,62,17266,1.0,No,4303107,779136,0,13957524,41100780,249.22,10.47,808.38,33.96,0.689,0.264,0,0,0,0
052043,1125 SIR FRANCIS DRAKE BLVD,CA,For-Profit,105,4457,1.0,No,1576069,66449,0,3692394,11153213,353.62,14.13,828.45,33.11,0.866,0.134,0,0,0,0
102013,4801 NORTH HOWARD AVENUE,FL,For-Profit,96,15134,1.0,No,4815437,616771,0,12146524,34727232,318.19,13.87,802.6,34.98,0.602,0.398,0,0,0,0
104001,800 EAST CYPRESS DRIVE,FL,Government,50,17160,1.0,No,5712293,157932,0,18617114,40668903,332.88,14.05,1084.91,45.78,0.364,0.509,0,0,0,0
104059,2634-J CAPITAL CIRCLE  NE,FL,Nonprofit,46,9526,1.0,No,1164492,0,0,1538235,5683240,122.24,20.49,161.48,27.07,0.901,0.099,0,0,0,0
112004,705 JUNIPER ST,GA,For-Profit,72,18084,1.0,No,6801187,23814,0,10964799,42645815,376.09,15.95,606.33,25.71,0.63,0.243,0,0,0,0
231315,420 WEST HIGH,MI,Nonprofit,25,837,2.0,No,4185406,0,0,6019603,17745133,5000.49,23.59,7191.88,33.92,0.738,0.234,0,0,0,0
231328,555 LINN STREET,MI,Nonprofit,25,1077,2.0,No,7622017,0,0,11147777,32198644,7077.08,23.67,10350.77,34.62,0.812,0.174,0,0,0,0
403027,MUNOZ RIVERA AVENUE #402,RI,For-Profit,57,15073,1.0,No,3033066,0,0,4948846,9539821,201.23,31.79,328.33,51.88,0.967,0.033,0,0,0,0
192010,1800 IRVING,LA,For-Profit,205,31048,1.0,No,12619509,584592,0,22506043,59588044,406.45,21.18,724.88,37.77,0.162,0.635,0,0,0,0
222046,1400 STATE STREET,MA,For-Profit,77,8145,1.0,No,4774384,351361,0,8214433,16820966,586.17,28.38,1008.52,48.83,0.445,0.253,0,0,0,0
412001,14 HARRINGTON ROAD,PR,Government,178,51228,1.0,No,10538706,545582,0,54610472,152890266,205.72,6.89,1066.03,35.72,1.0,0.0,0,0,0,0
454158,1317 S. LOOP 336 WEST,TX,For-Profit,64,8153,1.0,No,3062210,168091,0,4754861,11710058,375.59,26.15,583.2,40.6,0.751,0.249,0,0,0,0
100298,MAIN STREET,FL,Government,24,1947,1.0,No,28279744,715896,0,90487820,177855869,14524.78,15.9,46475.51,50.88,1.0,0.0,0,0,0,0
400122,AVE LAS CUMBRES,RI,Nonprofit,39,9341,1.0,No,5594965,808452,0,8539484,22526020,598.97,24.84,914.19,37.91,0.833,0.084,0,0,0,0
414000,345 BLACKSTONE BOULEVARD,PR,Nonprofit,168,52294,1.0,No,17017796,579903,0,46540460,113175063,325.43,15.04,889.98,41.12,0.882,0.108,0,0,0,0
182001,1313 ST. ANTHONY PLACE,KY,For-Profit,153,26225,1.0,No,10011720,772638,0,22035906,67506172,381.76,14.83,840.26,32.64,0.664,0.215,0,0,0,0
194025,PO BOX 5031,LA,Government,148,42005,1.0,No,16062530,282797,0,37761161,60458019,382.4,26.57,898.97,62.46,0.0,0.0,0,0,0,0
274004,2755 COLONIAL DRIVE,MT,Nonprofit,30,8702,2.0,No,8264464,446524,0,18377693,36868898,949.72,22.42,2111.89,49.85,0.254,0.0,0,0,0,0
370158,2301 NORTH 9TH AVENUE,OK,Government,10,766,1.0,No,2961360,90661,0,4395226,10793284,3866.01,27.44,5737.89,40.72,0.416,0.516,0,0,0,0
392028,7777 STEUBENVILLE PIKE,PA,For-Profit,63,8098,1.0,No,1454950,212447,0,4484590,15098953,179.67,9.64,553.79,29.7,0.579,0.421,0,0,0,0
392043,1000 DUTCH RIDGE ROAD  FLOOR 2,PA,For-Profit,35,6774,1.0,No,1097730,182189,0,2531668,10606600,162.05,10.35,373.73,23.87,0.621,0.379,0,0,0,0
452016,3636 MEDICAL DRIVE,TX,For-Profit,53,8227,1.0,No,2193603,380463,0,7028226,18677521,266.63,11.74,854.29,37.63,0.699,0.301,0,0,0,0
452028,1000 NORTH COOPER STREET,TX,For-Profit,144,21900,1.0,No,4953808,926406,0,17386620,52497172,226.2,9.44,793.91,33.12,0.746,0.254,0,0,0,0
454121,1407 WEST STASSNEY LANE,TX,For-Profit,80,18042,1.0,No,4219927,245221,0,8452293,16429143,233.89,25.69,468.48,51.45,0.959,0.04,0,0,0,0
042008,7301 ROGERS AVE.  4TH FLOOR,AR,For-Profit,25,5575,1.0,No,2376069,0,0,3340032,8361055,426.2,28.42,599.11,39.95,0.479,0.52,0,0,0,0
052052,2224 MEDICAL CENTER DRIVE,CA,For-Profit,32,12215,1.0,No,4440053,455433,0,11936871,29007893,363.49,15.31,977.23,41.15,0.811,0.156,0,0,0,0
154009,620 EIGHTH AVENUE,IN,Nonprofit,16,4693,1.0,No,9867337,292123,0,11472304,50057489,2102.56,19.71,2444.56,22.92,0.729,0.145,0,0,0,0
262010,4930 LINDELL BOULEVARD,MO,For-Profit,98,16859,1.0,No,5968114,506185,0,13543759,34127231,354.0,17.49,803.35,39.69,0.616,0.261,0,0,0,0
262018,500 NW 68TH STREET,MO,For-Profit,50,11462,1.0,No,3752360,387866,0,9122699,21892601,327.37,17.14,795.91,41.67,0.573,0.186,0,0,0,0
312020,400 W. BLACKWELL STREET,NJ,For-Profit,104,22217,1.0,No,6911213,1396870,0,16874520,49592883,311.08,13.94,759.53,34.03,0.594,0.404,0,0,0,0
362020,730 WEST MARKET STREET,OH,For-Profit,26,5723,1.0,No,2124516,328348,0,4610490,11816993,371.22,17.98,805.61,39.02,0.543,0.421,0,0,0,0
362026,11900 FAIRHILL ROAD,OH,For-Profit,68,17411,1.0,No,9274734,97526,0,13312431,38817627,532.69,23.89,764.6,34.29,0.679,0.237,0,0,0,0
394051,2501 N. 3RD STREET,PA,Nonprofit,89,22112,1.0,No,13273807,369401,0,27978743,47960618,600.3,27.68,1265.32,58.34,0.858,0.067,0,0,0,0
490144,15225 HEALTHCOTE BOULEVARD,VA,Government,36,6289,1.0,No,30083814,0,0,45924745,109335316,4783.56,27.52,7302.39,42.0,0.502,0.494,0,0,0,0
502002,1334 TERRY AVENUE,WA,For-Profit,74,19148,1.0,No,5117756,868305,0,14725754,41373907,267.27,12.37,769.05,35.59,0.845,0.152,0,0,0,0
292008,775 FLEISCHMANN WAY,NV,Nonprofit,29,1500,1.0,No,691419,0,0,912747,3960304,460.95,17.46,608.5,23.05,0.107,0.714,0,0,0,0
394054,225 PENN AVENUE 2ND FLOOR,PA,For-Profit,49,3322,1.0,No,2040376,27452,0,3542378,5355615,614.2,38.1,1066.34,66.14,0.403,0.106,0,0,0,0
451355,1013 15TH STREET,TX,For-Profit,13,202,2.0,No,1457272,70932,0,3132883,8355093,7214.22,17.44,15509.32,37.5,0.173,0.827,0,0,0,0
451362,310 WEST SOUTH STREET,TX,Government,25,396,2.0,No,1058790,153872,0,2906493,10699463,2673.71,9.9,7339.63,27.16,0.263,0.737,0,0,0,0
524008,1 W WILSON ST,WI,Government,394,117102,1.0,No,17413010,1495834,0,59689139,138130170,148.7,12.61,509.72,43.21,0.988,0.01,0,0,0,0
160016,802 KENYON ROAD,IA,Nonprofit,34,10877,2.0,No,18458404,49426,0,30737035,145639916,1697.01,12.67,2825.87,21.1,0.598,0.39,0,0,0,0
231331,3565 S STATE RD,MI,Nonprofit,20,1102,2.0,No,3603863,0,0,8923597,28117932,3270.29,12.82,8097.64,31.74,0.76,0.216,0,0,0,0
362033,707 S. EDWIN C. MOSES BLVD,OH,For-Profit,39,6449,1.0,No,2365022,396170,0,8416406,21596313,366.73,10.95,1305.07,38.97,0.769,0.166,0,0,0,0
392027,6129 PALMETTO STREET,PA,For-Profit,103,21790,1.0,No,5957925,1032180,0,18193973,51887980,273.42,11.48,834.97,35.06,0.604,0.396,0,0,0,0
452075,350 BLOSSOM STREET,TX,For-Profit,96,11598,1.0,No,3559135,517015,0,11346484,32134921,306.87,11.08,978.31,35.31,0.728,0.272,0,0,0,0
034030,2695 NORTH CRAYCROFT ROAD,AZ,For-Profit,84,26027,1.0,No,6367004,242647,0,11968776,22690209,244.63,28.06,459.86,52.75,0.919,0.038,0,0,0,0
164003,2277 IOWA AVE,IA,Government,56,17107,2.0,No,2529929,546621,2561,15231939,22375913,147.89,11.31,890.39,68.07,0.644,0.01,0,0,0,0
214012,10102 COUNTRY CLUB ROAD SE,MD,Government,88,23648,1.0,No,2021602,252884,0,13999992,29373674,85.49,6.88,592.02,47.66,0.986,0.008,0,0,0,0
374021,1620 E. 12TH STREET,OK,Nonprofit,120,24996,1.0,No,4931040,174153,0,8217831,23342470,197.27,21.12,328.77,35.21,0.301,0.006,0,0,0,0
451346,1200 CARL RAMERT DR,TX,Government,20,1321,2.0,No,5164881,340650,0,10449490,24525016,3909.83,21.06,7910.29,42.61,0.469,0.531,0,0,0,0
451341,#1 NORTH AVENUE N,TX,Government,25,192,2.0,No,2840426,160541,0,5962847,13402410,14793.89,21.19,31056.49,44.49,0.516,0.484,0,0,0,0
052043,1125 SIR FRANCIS DRAKE BLVD,CA,For-Profit,105,9471,1.0,No,3067304,108546,0,6164548,20436756,323.86,15.01,650.89,30.16,0.563,0.17,0,0,0,0
053305,725 WELCH ROAD,CA,Nonprofit,246,64469,1.0,No,362633105,8255746,0,586699251,2190516823,5624.92,16.55,9100.49,26.78,0.814,0.004,0,0,0,0
154024,898 EAST MAIN STREET,IN,For-Profit,98,23287,1.0,No,4513743,317195,0,11167795,25551299,193.83,17.67,479.57,43.71,0.874,0.026,0,0,0,0
154047,1800 NORTH OAK ROAD,IN,For-Profit,54,11174,2.0,No,3231561,134497,0,6530540,11906873,289.2,27.14,584.44,54.85,0.901,0.005,0,0,0,0
451347,310 S. PECOS,TX,For-Profit,25,808,2.0,No,2024189,184811,0,4522968,12215269,2505.18,16.57,5597.73,37.03,0.182,0.761,0,0,0,0
452114,11929 WEST AIRPORT BLVD. STE 110,TX,For-Profit,68,3641,2.0,No,1568249,41793,0,2620228,8264544,430.72,18.98,719.65,31.7,0.385,0.615,0,0,0,0
223034,300 FIRST AVENUE,MA,Nonprofit,132,44916,1.0,No,25810433,867151,0,77902792,201266731,574.64,12.82,1734.41,38.71,0.606,0.316,0,0,0,0
241365,1815 WISCONSIN AVE,MN,Government,11,124,2.0,No,860437,162342,0,2400434,8392244,6939.01,10.25,19358.34,28.6,0.532,0.468,0,0,0,0
312014,MAIN STREET,NJ,Nonprofit,101,36230,1.0,No,6730088,296787,1,13048808,57572889,185.76,11.69,360.17,22.66,0.472,0.0,0,0,0,0
231329,401 N HOOPER ST,MI,Nonprofit,25,121,2.0,No,6056495,55805,0,8676262,19723711,50053.68,30.71,71704.64,43.99,0.455,0.512,0,0,0,0
364060,196 COLONIAL DRIVE,OH,For-Profit,76,24720,1.0,No,5166582,287377,0,9086904,16289502,209.0,31.72,367.59,55.78,0.839,0.16,0,0,0,0
131312,1000 STATE STREET,ID,Nonprofit,15,1031,2.0,No,7980080,404979,0,16935190,43394556,7740.14,18.39,16425.98,39.03,0.443,0.418,0,0,0,0
132001,600 NORTH CECIL,ID,For-Profit,40,8295,1.0,No,3681936,112234,0,6995224,17631246,443.87,20.88,843.31,39.68,0.337,0.515,0,0,0,0
241342,450 EASTVOLD AVENUE,MN,Government,25,591,2.0,No,2659817,0,127086,7481853,31326300,4500.54,8.49,12659.65,23.88,0.508,0.364,0,0,0,0
011306,1032 MAIN STREET SOUTH,AL,Nonprofit,15,570,2.0,No,3426169,102750,0,7248751,20822690,6010.82,16.45,12717.11,34.81,0.658,0.335,0,0,0,0
234043,101 W TOWNSEND RD,MI,For-Profit,59,17819,1.0,No,3138912,227144,0,6829715,13229673,176.16,23.73,383.28,51.62,0.972,0.028,0,0,0,0
334021,1400 NOYES ST.,NY,Government,77,7015,1.0,No,6690324,184142,548290,27439187,47823014,953.72,13.99,3911.5,57.38,0.02,0.0,0,0,0,0
394027,361 FAIRTHORNE AVE,PA,For-Profit,169,49697,1.0,No,10385610,333672,0,26928070,50906559,208.98,20.4,541.84,52.9,0.941,0.048,0,0,0,0
504011,12844 MILITARY ROAD SOUTH,WA,For-Profit,137,10435,1.0,No,4735092,180506,0,9803182,17401042,453.77,27.21,939.45,56.34,0.704,0.283,0,0,0,0
171303,235 W VINE,KS,Government,25,115,2.0,No,1069370,143760,57052,2344378,7225191,9298.87,14.8,20385.9,32.45,0.261,0.739,0,0,0,0
192012,3330 MASONIC DRIVE,LA,For-Profit,25,4747,1.0,No,2190921,37024,0,2971993,7755105,461.54,28.25,626.08,38.32,0.34,0.288,0,0,0,0
351320,164 WEST 13TH STREET,ND,Nonprofit,14,392,2.0,No,3934496,326984,0,10089621,27825962,10036.98,14.14,25738.83,36.26,0.286,0.656,0,0,0,0
352005,1000 18TH STREET N.W.,ND,For-Profit,41,4194,1.0,No,2299108,150956,0,4530385,9058352,548.19,25.38,1080.21,50.01,0.524,0.239,0,0,0,0
044005,21 BRIDGEWAY ROAD,AR,For-Profit,121,19121,1.0,No,6370693,214288,0,12056878,19552529,333.18,32.58,630.56,61.66,0.832,0.047,0,0,0,0
053039,2070 CENTURY PARK EAST,CA,For-Profit,138,47739,1.0,No,22623181,379833,0,32114983,121522807,473.89,18.62,672.72,26.43,0.395,0.605,0,0,0,0
144042,2615 WASHINGTON ST,IL,For-Profit,161,44836,1.0,No,5820933,415187,0,15751579,33676687,129.83,17.28,351.32,46.77,0.877,0.086,0,0,0,0
102032,1500 LEE BLVD. FL 3,FL,For-Profit,32,6174,1.0,No,3207017,79609,0,4800628,11992798,519.44,26.74,777.56,40.03,0.454,0.512,0,0,0,0
234042,4050 EAST 12 MILE RD,MI,For-Profit,42,14545,1.0,No,3668322,66279,0,8295995,12991295,252.21,28.24,570.37,63.86,0.865,0.135,0,0,0,0
191319,810 SOUTH BROADWAY,LA,Government,15,127,2.0,No,2145893,261293,0,6056401,15766767,16896.8,13.61,47688.2,38.41,0.48,0.449,0,0,0,0
084004,725 HORSEPOND ROAD,DE,For-Profit,104,32147,1.0,No,4532905,218093,0,11318281,23181796,141.01,19.55,352.08,48.82,0.939,0.061,0,0,0,0
234040,5555 CONNER AVENUE,MI,Nonprofit,55,16748,1.0,No,7087713,272011,0,11405802,17565132,423.2,40.35,681.02,64.93,0.85,0.15,0,0,0,0
264032,1201 INTERNATIONAL DRIVE,MO,For-Profit,80,23355,1.0,No,6828068,591217,0,14071273,22823287,292.36,29.92,602.5,61.65,0.861,0.116,0,0,0,0
362023,8049 SOUTH AVENUE,OH,For-Profit,79,11024,1.0,No,5312915,35066,0,7725013,20953542,481.94,25.36,700.75,36.87,0.444,0.459,0,0,0,0
523302,130 SECOND STREET,WI,Nonprofit,20,1044,1.0,No,5565254,0,0,6445948,28768398,5330.7,19.35,6174.28,22.41,0.746,0.0,0,0,0,0
191302,210 CHAMPAGNE BLVD,LA,Nonprofit,25,563,1.0,No,7856196,102,0,13240166,36544550,13954.17,21.5,23517.17,36.23,0.533,0.451,0,0,0,0
342017,428 BILTMORE AVENUE,NC,For-Profit,34,8751,1.0,No,3412282,10508,0,6276341,17511103,389.93,19.49,717.21,35.84,0.294,0.706,0,0,0,0
363302,11100 EUCLID AVENUE,OH,Nonprofit,160,24290,1.0,No,403691548,14913320,0,740161794,2317023438,16619.66,17.42,30471.87,31.94,0.928,0.001,0,0,0,0
424002,152 WACCAMAW MEDICAL PARK DRIVE,SC,For-Profit,105,23975,1.0,No,3720079,219210,0,8734068,15351904,155.16,24.23,364.3,56.89,0.872,0.11,0,0,0,0
141318,1000 WEST HARLEM AVENUE,IL,Nonprofit,15,703,2.0,No,5745572,48090,0,12696975,31325333,8172.93,18.34,18061.13,40.53,0.427,0.548,0,0,0,0
144009,8311 WEST ROOSEVELT RD,IL,For-Profit,200,43010,1.0,No,7870396,569979,0,17982733,35137449,182.99,22.4,418.11,51.18,0.92,0.061,0,0,0,0
034021,2500 E VAN BUREN STREET,AZ,Government,159,39160,1.0,No,13925055,422434,0,52140269,86430588,355.59,16.11,1331.47,60.33,0.96,0.005,0,0,0,0
190256,989 ROBERT DRIVE,LA,For-Profit,10,849,1.0,No,3687959,57915,0,4829578,20048295,4343.89,18.4,5688.55,24.09,0.75,0.25,0,0,0,0
034026,3550 E. PINCHOT AVE,AZ,For-Profit,122,39933,1.0,No,7596830,406105,0,16436219,29965885,190.24,25.35,411.59,54.85,0.922,0.078,0,0,0,0
044011,305 SOUTH PALM,AR,Government,230,75548,1.0,No,11376128,944352,0,37179554,55075932,150.58,20.66,492.13,67.51,0.976,0.024,0,0,0,0
051321,1375 UNIVERSITY AVENUE,CA,Nonprofit,21,1281,1.0,No,10195519,910368,0,25940437,64951476,7959.03,15.7,20250.15,39.94,0.596,0.367,0,0,0,0
054147,7050 TAMPA AVE,CA,Nonprofit,10,2915,1.0,No,8666745,503466,922764,26327850,52520720,2973.15,16.5,9031.85,50.13,0.929,0.071,0,0,0,0
062012,1690 N. MEADE STREET,CO,For-Profit,63,20715,1.0,No,5894661,307505,0,12155610,38209767,284.56,15.43,586.8,31.81,0.337,0.046,0,0,0,0
073025,490 BLUE HILLS AVENUE,CT,Nonprofit,60,10558,1.0,No,4688066,98627,0,10600783,23248093,444.03,20.17,1004.05,45.6,0.446,0.274,0,0,0,0
100259,4016 SUN CITY CENTER BLD,FL,For-Profit,126,25945,1.0,No,22140453,597688,0,37624309,91459443,853.36,24.21,1450.16,41.14,0.644,0.344,0,0,0,0
104057,7007 GROVE ROAD,FL,For-Profit,66,21627,1.0,No,3178881,355127,0,6509266,12970120,146.99,24.51,300.98,50.19,0.86,0.14,0,0,0,0
130066,1593 E. POLSTON AVENUE,ID,For-Profit,31,1924,1.0,No,24399657,675799,0,41293471,122913175,12681.73,19.85,21462.3,33.6,0.615,0.341,0,0,0,0
