proc_pct_downward,em_pct_upward,commercial_proc_savings_bil,commercial_em_cost_bil,commercial_net_bil,component_c_recoverable_bil
0.05,0.05,3.507957197150304,2.060792902653989,1.4471642944963148,1.1577314355970518
0.05,0.1,3.507957197150304,4.121585805307978,-0.6136286081576743,-0.49090288652613945
0.05,0.15,3.507957197150304,6.182378707961966,-2.6744215108116625,-2.13953720864933
0.1,0.05,7.015914394300608,2.060792902653989,4.955121491646619,3.9640971933172953
0.1,0.1,7.015914394300608,4.121585805307978,2.8943285889926296,2.3154628711941037
0.1,0.15,7.015914394300608,6.182378707961966,0.8335356863386412,0.6668285490709129
0.15,0.05,10.523871591450911,2.060792902653989,8.463078688796921,6.770462951037537
0.15,0.1,10.523871591450911,4.121585805307978,6.402285786142933,5.121828628914347
0.15,0.15,10.523871591450911,6.182378707961966,4.341492883488944,3.4731943067911555
