hcpcs_cd,modifier,description,status,work_rvu,pe_rvu_nf,pe_rvu_f,mp_rvu,total_rvu_nf,total_rvu_f,conversion_factor
0001F,,Heart failure composite,I,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0005F,,Osteoarthritis composite,I,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00100,,Anesth salivary gland,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00102,,Anesth repair of cleft lip,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00103,,Anesth blepharoplasty,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00104,,Anesth electroshock,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00120,,Anesth ear surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00124,,Anesth ear exam,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00126,,Anesth tympanotomy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0012F,,Cap bacterial assess,I,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00140,,Anesth procedures on eye,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00142,,Anesth lens surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00144,,Anesth corneal transplant,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00145,,Anesth vitreoretinal surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00147,,Anesth iridectomy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00148,,Anesth eye exam,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0014F,,Comp preop assess cat surg,I,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0015F,,Melan follow-up complete,I,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00160,,Anesth nose/sinus surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00162,,Anesth nose/sinus surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00164,,Anesth biopsy of nose,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00170,,Anesth procedure on mouth,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00172,,Anesth cleft palate repair,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00174,,Anesth pharyngeal surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00176,,Anesth pharyngeal surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00190,,Anesth face/skull bone surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00192,,Anesth facial bone surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00210,,Anesth cranial surg nos,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00211,,Anesth cran surg hemotoma,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00212,,Anesth skull drainage,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00214,,Anesth skull drainage,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00215,,Anesth skull repair/fract,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00216,,Anesth head vessel surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00218,,Anesth special head surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00220,,Anesth intrcrn nerve,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00222,,Anesth head nerve surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00300,,Anesth head/neck/ptrunk,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00320,,Anesth neck organ 1yr/>,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00322,,Anesth biopsy of thyroid,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00326,,Anesth larynx/trach < 1 yr,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00350,,Anesth neck vessel surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00352,,Anesth neck vessel surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00400,,Anesth skin ext/per/atrunk,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00402,,Anesth surgery of breast,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00404,,Anesth surgery of breast,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00406,,Anesth surgery of breast,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00410,,Anesth correct heart rhythm,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0042T,,Ct perfusion w/contrast cbf,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00450,,Anesth surgery of shoulder,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00454,,Anesth collar bone biopsy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00470,,Anesth removal of rib,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00472,,Anesth chest wall repair,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00474,,Anesth surgery of rib,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00500,,Anesth esophageal surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00520,,Anesth chest procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00522,,Anesth chest lining biopsy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00524,,Anesth chest drainage,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00528,,Anes mediascpy & dx thorscpy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00529,,Anes medscpy&thorscpy 1 lung,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00530,,Anesth pacemaker insertion,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00532,,Anesth vascular access,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00534,,Anesth cardioverter/defib,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00537,,Anesth cardiac electrophys,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00539,,Anesth trach-bronch reconst,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00540,,Anesth chest surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00541,,Anesth one lung ventilation,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00542,,Anesthesia removal pleura,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00546,,Anesth lung chest wall surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00548,,Anesth trachea bronchi surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0054T,,Bone srgry cmptr fluor image,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00550,,Anesth sternal debridement,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0055T,,Bone srgry cmptr ct/mri imag,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00560,,Anesth heart surg w/o pump,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00561,,Anesth heart surg <1 yr,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00562,,Anesth hrt surg w/pmp age 1+,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00563,,Anesth heart surg w/arrest,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00566,,Anesth cabg w/o pump,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00567,,Anesth cabg w/pump,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00580,,Anesth heart/lung transplnt,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00600,,Anesth spine cord surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00604,,Anesth sitting procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00620,,Anesth spine cord surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00625,,Anes spine tranthor w/o vent,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00626,,Anes spine transthor w/vent,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00630,,Anesth spine cord surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00632,,Anesth removal of nerves,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00635,,Anesth lumbar puncture,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00640,,Anesth spine manipulation,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00670,,Anesth spine cord surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00700,,Anesth abdominal wall surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00702,,Anesth for liver biopsy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0071T,,Us leiomyomata ablate <200,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0072T,,Fcsd us abltj leiomyom>=200,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00730,,Anesth abdominal wall surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00731,,Anes upr gi ndsc px nos,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00732,,Anes upr gi ndsc px ercp,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00750,,Anes hrna rpr upr abd nos,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00752,,Anes hrna rpr lmbr&vnt&/dehs,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00754,,Anes hrna rpr omphalocele,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00756,,Anes hrna rpr diphrg hrna,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0075T,,Perq stent/chest vert art,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0076T,,S&i stent/chest vert art,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00770,,Anes px maj abd blood vessel,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00790,,Anes iper upr abd nos,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00792,,Anes iper upr abd prtl hptc,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00794,,Anes iper upr abd pncrtect,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00796,,Anes iper upr abd lvr trnspl,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00797,,Anes iper upr abd gstr px mo,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00800,,Anesth abdominal wall surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00802,,Anesth fat layer removal,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00811,,Anes lwr intst ndsc nos,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00812,,Anes lwr intst scr colsc,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00813,,Anes upr lwr gi ndsc px,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00820,,Anesth abdominal wall surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00830,,Anesth repair of hernia,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00832,,Anesth repair of hernia,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00834,,Anesth hernia repair < 1 yr,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00836,,Anesth hernia repair preemie,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00840,,Anesth surg lower abdomen,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00842,,Anesth amniocentesis,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00844,,Anesth pelvis surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00846,,Anesth hysterectomy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00848,,Anesth pelvic organ surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00851,,Anesth tubal ligation,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00860,,Anesth surgery of abdomen,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00862,,Anesth kidney/ureter surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00864,,Anesth removal of bladder,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00865,,Anesth removal of prostate,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00866,,Anesth removal of adrenal,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00868,,Anesth kidney transplant,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00870,,Anesth bladder stone surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00872,,Anesth kidney stone destruct,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00873,,Anesth kidney stone destruct,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00880,,Anesth abdomen vessel surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00882,,Anesth major vein ligation,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00902,,Anesth anorectal surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00904,,Anesth perineal surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00906,,Anes vulvectomy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00908,,Anesth removal of prostate,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00910,,Anesth bladder surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00912,,Anesth bladder tumor surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00914,,Anesth removal of prostate,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00916,,Anesth bleeding control,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00918,,Anesth stone removal,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00920,,Anesth genitalia surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00921,,Anesth vasectomy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00922,,Anesth sperm duct surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00924,,Anesth testis exploration,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00926,,Anesth removal of testis,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00928,,Anesth removal of testis,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00930,,Anesth testis suspension,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00932,,Anesth amputation of penis,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00934,,Anesth penis nodes removal,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00936,,Anesth penis nodes removal,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00938,,Anesth insert penis device,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00940,,Anesth vaginal procedures,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00942,,Anesth surg on vag/urethral,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00944,,Anesth vaginal hysterectomy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00948,,Anesth repair of cervix,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00950,,Anesth vaginal endoscopy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
00952,,Anesth hysteroscope/graph,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0095T,,Rmvl artific disc addl crvcl,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0098T,,Rev artific disc addl,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0100T,,Prosth retina receive&gen,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0101T,,Esw muscskel sys nos,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0102T,,Esw phy anes lat hmrl epcndl,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0106T,,Touch quant sensory test,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0107T,,Vibrate quant sensory test,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0108T,,Cool quant sensory test,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0109T,,Heat quant sensory test,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0110T,,Nos quant sensory test,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01112,,Anesth bone aspirate/bx,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01120,,Anesth pelvis surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01130,,Anesth body cast procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01140,,Anesth amputation at pelvis,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01150,,Anesth pelvic tumor surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01160,,Anesth pelvis procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01170,,Anesth pelvis surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01173,,Anesth fx repair pelvis,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01200,,Anesth hip joint procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01202,,Anesth arthroscopy of hip,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01210,,Anesth hip joint surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01212,,Anesth hip disarticulation,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01214,,Anesth hip arthroplasty,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01215,,Anesth revise hip repair,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01220,,Anesth procedure on femur,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01230,,Anesth surgery of femur,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01232,,Anesth amputation of femur,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01234,,Anesth radical femur surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01250,,Anesth upper leg surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01260,,Anesth upper leg veins surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01270,,Anesth thigh arteries surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01272,,Anesth femoral artery surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01274,,Anesth femoral embolectomy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01320,,Anesth knee area surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01340,,Anesth knee area procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01360,,Anesth knee area surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01380,,Anesth knee joint procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01382,,Anesth dx knee arthroscopy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01390,,Anesth knee area procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01392,,Anesth knee area surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01400,,Anesth knee joint surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01402,,Anesth knee arthroplasty,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01404,,Anesth amputation at knee,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01420,,Anesth knee joint casting,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01430,,Anesth knee veins surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01432,,Anesth knee vessel surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01440,,Anesth knee arteries surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01442,,Anesth knee artery surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01444,,Anesth knee artery repair,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01462,,Anesth lower leg procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01464,,Anesth ankle/ft arthroscopy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01470,,Anesth lower leg surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01472,,Anesth achilles tendon surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01474,,Anesth lower leg surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01480,,Anesth lower leg bone surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01482,,Anesth radical leg surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01484,,Anesth lower leg revision,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01486,,Anesth ankle replacement,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01490,,Anesth lower leg casting,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01500,,Anesth leg arteries surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01502,,Anesth lwr leg embolectomy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01520,,Anesth lower leg vein surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01522,,Anesth lower leg vein surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01610,,Anesth surgery of shoulder,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01620,,Anesth shoulder procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01622,,Anes dx shoulder arthroscopy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01630,,Anesth surgery of shoulder,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01634,,Anesth shoulder joint amput,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01636,,Anesth forequarter amput,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01638,,Anesth shoulder replacement,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0164T,,Remove lumb artif disc addl,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01650,,Anesth shoulder artery surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01652,,Anesth shoulder vessel surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01654,,Anesth shoulder vessel surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01656,,Anesth arm-leg vessel surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0165T,,Revise lumb artif disc addl,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01670,,Anesth shoulder vein surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01680,,Anesth shoulder casting,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01710,,Anesth elbow area surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01712,,Anesth uppr arm tendon surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01714,,Anesth uppr arm tendon surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01716,,Anesth biceps tendon repair,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01730,,Anesth uppr arm procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01732,,Anesth dx elbow arthroscopy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01740,,Anesth upper arm surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01742,,Anesth humerus surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01744,,Anesth humerus repair,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0174T,,Cad cxr with interp,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01756,,Anesth radical humerus surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01758,,Anesth humeral lesion surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0175T,,Cad cxr remote,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01760,,Anesth elbow replacement,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01770,,Anesth uppr arm artery surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01772,,Anesth uppr arm embolectomy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01780,,Anesth upper arm vein surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01782,,Anesth uppr arm vein repair,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01810,,Anesth lower arm surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01820,,Anesth lower arm procedure,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01829,,Anesth dx wrist arthroscopy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01830,,Anesth lower arm surgery,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01832,,Anesth wrist replacement,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01840,,Anesth lwr arm artery surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01842,,Anesth lwr arm embolectomy,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01844,,Anesth vascular shunt surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
0184T,,Exc rectal tumor endoscopic,C,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01850,,Anesth lower arm vein surg,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01852,,Anesth lwr arm vein repair,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01860,,Anesth lower arm casting,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01916,,Anesth dx arteriography,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01920,,Anesth catheterize heart,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01922,,Anesth cat or mri scan,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01924,,Anes ther interven rad artrl,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01925,,Anes ther interven rad card,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01926,,Anes tx interv rad hrt/cran,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01930,,Anes ther interven rad vein,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01931,,Anes ther interven rad tips,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01932,,Anes tx interv rad th vein,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01933,,Anes tx interv rad cran vein,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01937,,Anes drg/aspir crv/thrc,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01938,,Anes drg/aspir lmbr/sac,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01939,,Anes nulyt agt crv/thrc,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01940,,Anes nulyt agt lmbr/sac,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01941,,Anes neuromd/ntrvrt crv/thrc,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01942,,Anes neuromd/ntrvrt lmbr/sac,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01951,,Anes 2&3 burn less 4% tbsa,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01952,,Anes 2&3 burn 4-9% tbsa,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01953,,Anes 2&3 burn ea add 9% tbsa,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01958,,Anes xtrnl cephalic version,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01960,,Anes vaginal delivery only,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
01961,,Anes cesarean delivery only,J,0.0,0.0,0.0,0.0,0.0,0.0,32.3465
