measure_key,measure_name,mod1,paid,measure_total_paid,share
head,Head imaging for headache,TC,17965454.55,372049186.83,0.04828784791353122
head,Head imaging for headache,X5,8514560.870000001,372049186.83,0.022885578497153253
head,Head imaging for headache,MG,4485327.27,372049186.83,0.012055737329294245
head,Head imaging for headache,51,4419868.37,372049186.83,0.011879795807804213
head,Head imaging for headache,MH,3044524.01,372049186.83,0.008183122333744358
head,Head imaging for headache,ME,2792604.81,372049186.83,0.0075060097128394525
head,Head imaging for headache,GA,1971627.9300000002,372049186.83,0.005299374383261033
head,Head imaging for headache,GC,1825552.28,372049186.83,0.004906749818631232
head,Head imaging for headache,59,687201.23,372049186.83,0.0018470709097773196
head,Head imaging for headache,Q6,610086.3400000001,372049186.83,0.0016398002242611167
head,Head imaging for headache,QQ,224456.78,372049186.83,0.0006032986711043687
head,Head imaging for headache,MF,188736.16999999998,372049186.83,0.0005072882207003425
head,Head imaging for headache,MC,158799.38,372049186.83,0.00042682361800876624
head,Head imaging for headache,CT,93743.88,372049186.83,0.0002519663617564478
head,Head imaging for headache,Q1,74462.29,372049186.83,0.00020014098306314526
head,Head imaging for headache,XU,71356.37000000001,372049186.83,0.0001917928395650675
head,Head imaging for headache,52,63563.880000000005,372049186.83,0.0001708480551767586
head,Head imaging for headache,GW,48689.91,372049186.83,0.0001308695509184054
head,Head imaging for headache,76,47076.630000000005,372049186.83,0.0001265333500688732
head,Head imaging for headache,XS,35021.18000000001,372049186.83,9.41305108026004e-05
head,Head imaging for headache,CR,18491.54,372049186.83,4.9701869146805366e-05
head,Head imaging for headache,MA,16000.05,372049186.83,4.300520083467051e-05
head,Head imaging for headache,22,14108.99,372049186.83,3.792237827534026e-05
head,Head imaging for headache,X4,10251.210000000001,372049186.83,2.7553372948733455e-05
head,Head imaging for headache,GV,10189.26,372049186.83,2.738686270709622e-05
head,Head imaging for headache,XP,9403.810000000001,372049186.83,2.527571711720169e-05
head,Head imaging for headache,XE,8725.369999999999,372049186.83,2.3452194787316853e-05
head,Head imaging for headache,53,7474.97,372049186.83,2.0091348844730925e-05
head,Head imaging for headache,RT,3693.38,372049186.83,9.92712826889637e-06
head,Head imaging for headache,77,2599.52,372049186.83,6.987033145130339e-06
head,Head imaging for headache,JZ,2427.2599999999998,372049186.83,6.524029848529369e-06
head,Head imaging for headache,MD,2100.7200000000003,372049186.83,5.646350198743694e-06
head,Head imaging for headache,Q0,1562.92,372049186.83,4.2008424029001935e-06
head,Head imaging for headache,LT,1294.07,372049186.83,3.4782228958110795e-06
head,Head imaging for headache,Q5,1249.19,372049186.83,3.3575936844361146e-06
head,Head imaging for headache,FY,925.13,372049186.83,2.486579819949233e-06
head,Head imaging for headache,MB,908.81,372049186.83,2.4427146521765184e-06
head,Head imaging for headache,CC,843.95,372049186.83,2.268382864079811e-06
head,Head imaging for headache,GX,675.88,372049186.83,1.8166415192538213e-06
head,Head imaging for headache,QJ,452.82,372049186.83,1.2170971366936666e-06
head,Head imaging for headache,AQ,427.35,372049186.83,1.1486384465483823e-06
head,Head imaging for headache,95,67.38,372049186.83,1.8110508606161222e-07
head,Head imaging for headache,KX,58.8,372049186.83,1.5804361918110417e-07
head,Head imaging for headache,23,0.0,372049186.83,0.0
head,Head imaging for headache,24,0.0,372049186.83,0.0
head,Head imaging for headache,25,0.0,372049186.83,0.0
head,Head imaging for headache,62,0.0,372049186.83,0.0
head,Head imaging for headache,99,0.0,372049186.83,0.0
head,Head imaging for headache,GY,0.0,372049186.83,0.0
head,Head imaging for headache,GZ,0.0,372049186.83,0.0
head,Head imaging for headache,NC,0.0,372049186.83,0.0
head,Head imaging for headache,PD,0.0,372049186.83,0.0
head,Head imaging for headache,SH,0.0,372049186.83,0.0
homocy,Homocysteine testing,GLOBAL,3549727.82,4423413.67,0.8024860627606641
homocy,Homocysteine testing,90,662367.34,4423413.67,0.14974121558927134
homocy,Homocysteine testing,GA,161947.55,4423413.67,0.03661144131699534
homocy,Homocysteine testing,59,33925.92,4423413.67,0.007669624080173356
homocy,Homocysteine testing,GW,6629.92,4423413.67,0.0014988243231612566
homocy,Homocysteine testing,77,3494.44,4423413.67,0.000789987159396738
homocy,Homocysteine testing,GV,3002.7599999999998,4423413.67,0.0006788331872203125
homocy,Homocysteine testing,91,2107.2,4423413.67,0.00047637416647039476
homocy,Homocysteine testing,Q1,87.8,4423413.67,1.9848923602933117e-05
homocy,Homocysteine testing,XU,87.8,4423413.67,1.9848923602933117e-05
homocy,Homocysteine testing,GX,17.56,4423413.67,3.969784720586623e-06
homocy,Homocysteine testing,XS,17.56,4423413.67,3.969784720586623e-06
homocy,Homocysteine testing,26,0.0,4423413.67,0.0
homocy,Homocysteine testing,GY,0.0,4423413.67,0.0
homocy,Homocysteine testing,GZ,0.0,4423413.67,0.0
hyperco,Hypercoagulability after DVT,GLOBAL,7354726.529999999,13444093.459999999,0.5470600566622362
hyperco,Hypercoagulability after DVT,90,4058354.56,13444093.459999999,0.3018689636511944
hyperco,Hypercoagulability after DVT,91,1351795.47,13444093.459999999,0.10054939546663938
hyperco,Hypercoagulability after DVT,59,468308.54,13444093.459999999,0.0348337759919143
hyperco,Hypercoagulability after DVT,GA,168930.12999999998,13444093.459999999,0.012565379027051184
hyperco,Hypercoagulability after DVT,XU,23898.489999999998,13444093.459999999,0.0017776200434119862
hyperco,Hypercoagulability after DVT,GW,9730.79,13444093.459999999,0.0007237966642341388
hyperco,Hypercoagulability after DVT,77,4017.64,13444093.459999999,0.00029884052888754615
hyperco,Hypercoagulability after DVT,GV,3002.7599999999998,13444093.459999999,0.0002233516160040143
hyperco,Hypercoagulability after DVT,Q1,888.97,13444093.459999999,6.612346177486333e-05
hyperco,Hypercoagulability after DVT,GZ,136.28,13444093.459999999,1.0136793559600858e-05
hyperco,Hypercoagulability after DVT,XS,136.1,13444093.459999999,1.0123404780317557e-05
hyperco,Hypercoagulability after DVT,76,74.82,13444093.459999999,5.565269255425126e-06
hyperco,Hypercoagulability after DVT,XE,49.88,13444093.459999999,3.710179503616751e-06
hyperco,Hypercoagulability after DVT,CR,24.94,13444093.459999999,1.8550897518083754e-06
hyperco,Hypercoagulability after DVT,GX,17.56,13444093.459999999,1.3061498011930661e-06
hyperco,Hypercoagulability after DVT,26,0.0,13444093.459999999,0.0
hyperco,Hypercoagulability after DVT,GY,0.0,13444093.459999999,0.0
hyperco,Hypercoagulability after DVT,SY,0.0,13444093.459999999,0.0
hyperco,Hypercoagulability after DVT,X3,0.0,13444093.459999999,0.0
ivc,IVC filter,GLOBAL,2788262.32,3880872.89,0.71846267554514
ivc,IVC filter,GC,349936.32,3880872.89,0.0901694876175138
ivc,IVC filter,X5,249046.36,3880872.89,0.06417276913184343
ivc,IVC filter,X4,224815.07,3880872.89,0.05792899596873939
ivc,IVC filter,51,108973.15000000001,3880872.89,0.02807954630021392
ivc,IVC filter,RT,38461.92,3880872.89,0.009910636367170478
ivc,IVC filter,59,24612.94,3880872.89,0.006342114441166353
ivc,IVC filter,79,19792.609999999997,3880872.89,0.005100040779743239
ivc,IVC filter,Q6,14152.82,3880872.89,0.003646813590949638
ivc,IVC filter,LT,10343.58,3880872.89,0.0026652715234896547
ivc,IVC filter,GW,10162.69,3880872.89,0.0026186608755433883
ivc,IVC filter,78,6771.53,3880872.89,0.0017448471495803098
ivc,IVC filter,XU,6602.3099999999995,3880872.89,0.0017012435570905801
ivc,IVC filter,53,5029.78,3880872.89,0.0012960434785072282
ivc,IVC filter,CR,4093.4700000000003,3880872.89,0.0010547807454729598
ivc,IVC filter,58,3934.64,3880872.89,0.0010138543857333086
ivc,IVC filter,AQ,2939.2,3880872.89,0.0007573553897046083
ivc,IVC filter,Q1,2919.4900000000002,3880872.89,0.0007522766353731312
ivc,IVC filter,XS,2799.38,3880872.89,0.0007213274125038401
ivc,IVC filter,GV,2253.85,3880872.89,0.0005807585210552979
ivc,IVC filter,52,1119.84,3880872.89,0.000288553640312605
ivc,IVC filter,XE,920.86,3880872.89,0.0002372816698977224
ivc,IVC filter,AG,892.6899999999999,3880872.89,0.0002300229936157481
ivc,IVC filter,22,839.51,3880872.89,0.0002163198908583682
ivc,IVC filter,ET,467.5,3880872.89,0.00012046259005406384
ivc,IVC filter,CC,348.56,3880872.89,8.981484575239464e-05
ivc,IVC filter,76,343.32,3880872.89,8.846463404783144e-05
ivc,IVC filter,XP,37.18,3880872.89,9.580318926652606e-06
ivc,IVC filter,80,0.0,3880872.89,0.0
ivc,IVC filter,AS,0.0,3880872.89,0.0
ivc,IVC filter,GZ,0.0,3880872.89,0.0
pci,PCI for stable CAD,LD,43341762.949999996,120761485.72,0.3589038565697434
pci,PCI for stable CAD,RC,29773207.209999997,120761485.72,0.24654555243741164
pci,PCI for stable CAD,LC,20840043.36,120761485.72,0.17257193579350408
pci,PCI for stable CAD,GLOBAL,12249242.04,120761485.72,0.10143334993742406
pci,PCI for stable CAD,LM,3204410.6,120761485.72,0.026535037896352243
pci,PCI for stable CAD,59,3065493.87,120761485.72,0.025384698206742138
pci,PCI for stable CAD,RI,1846996.19,120761485.72,0.015294579881887859
pci,PCI for stable CAD,GC,1229191.48,120761485.72,0.010178671392384389
pci,PCI for stable CAD,22,1220888.08,120761485.72,0.01010991271530706
pci,PCI for stable CAD,51,1159659.57,120761485.72,0.009602892537185324
pci,PCI for stable CAD,XS,703507.76,120761485.72,0.005825597091701631
pci,PCI for stable CAD,XU,561836.35,120761485.72,0.004652446486975864
pci,PCI for stable CAD,53,382949.35,120761485.72,0.0031711215518490225
pci,PCI for stable CAD,58,272054.89,120761485.72,0.0022528282786350605
pci,PCI for stable CAD,76,256728.53999999998,120761485.72,0.00212591405669897
pci,PCI for stable CAD,52,149092.06,120761485.72,0.0012345994181099083
pci,PCI for stable CAD,LT,90792.17,120761485.72,0.000751830514991448
pci,PCI for stable CAD,74,83003.45999999999,120761485.72,0.0006873338755739846
pci,PCI for stable CAD,79,69346.12,120761485.72,0.0005742403679993412
pci,PCI for stable CAD,78,68891.28,120761485.72,0.0005704739353715199
pci,PCI for stable CAD,RT,43306.1,120761485.72,0.0003586085393186565
pci,PCI for stable CAD,XE,37325.9,120761485.72,0.00030908778388620176
pci,PCI for stable CAD,AQ,20884.47,120761485.72,0.00017293982328457893
pci,PCI for stable CAD,Q6,18267.73,120761485.72,0.00015127115976658258
pci,PCI for stable CAD,80,17473.21,120761485.72,0.00014469190980735143
pci,PCI for stable CAD,Q1,12033.18,120761485.72,9.964418645776165e-05
pci,PCI for stable CAD,GW,7874.74,120761485.72,6.520903542258936e-05
pci,PCI for stable CAD,GV,5529.12,120761485.72,4.578545855936162e-05
pci,PCI for stable CAD,ET,3720.14,120761485.72,3.0805682605011924e-05
pci,PCI for stable CAD,XP,3649.86,120761485.72,3.022370897673981e-05
pci,PCI for stable CAD,TG,3632.13,120761485.72,3.007689064393866e-05
pci,PCI for stable CAD,82,3107.95,120761485.72,2.5736268326527175e-05
pci,PCI for stable CAD,PD,2575.02,120761485.72,2.13231891330858e-05
pci,PCI for stable CAD,AO,2516.83,120761485.72,2.0841330205522416e-05
pci,PCI for stable CAD,CR,2409.3,120761485.72,1.9950897305008745e-05
pci,PCI for stable CAD,Q0,1767.58,120761485.72,1.463695142090539e-05
pci,PCI for stable CAD,77,1319.52,120761485.72,1.0926662521024837e-05
pci,PCI for stable CAD,RD,946.04,120761485.72,7.83395462849395e-06
pci,PCI for stable CAD,56,660.01,120761485.72,5.4654014569704156e-06
pci,PCI for stable CAD,FS,532.3299999999999,120761485.72,4.408110721942184e-06
pci,PCI for stable CAD,50,507.77,120761485.72,4.204734621908559e-06
pci,PCI for stable CAD,LS,503.25,120761485.72,4.167305469947973e-06
pci,PCI for stable CAD,AM,490.35,120761485.72,4.060483332715327e-06
pci,PCI for stable CAD,GA,490.35,120761485.72,4.060483332715327e-06
pci,PCI for stable CAD,SA,436.14,120761485.72,3.6115819327632563e-06
pci,PCI for stable CAD,CC,429.37,120761485.72,3.5555210126806978e-06
pci,PCI for stable CAD,25,0.0,120761485.72,0.0
pci,PCI for stable CAD,26,0.0,120761485.72,0.0
pci,PCI for stable CAD,27,0.0,120761485.72,0.0
pci,PCI for stable CAD,62,0.0,120761485.72,0.0
pci,PCI for stable CAD,AS,0.0,120761485.72,0.0
pci,PCI for stable CAD,GY,0.0,120761485.72,0.0
pci,PCI for stable CAD,GZ,0.0,120761485.72,0.0
pci,PCI for stable CAD,TC,0.0,120761485.72,0.0
pft,Preop pulmonary function,GLOBAL,10944693.05,13518506.8,0.8096081329041459
pft,Preop pulmonary function,26,1442595.69,13518506.8,0.10671265039419885
pft,Preop pulmonary function,59,867562.95,13518506.8,0.06417594508292883
pft,Preop pulmonary function,TC,82117.24,13518506.8,0.006074431238219298
pft,Preop pulmonary function,XU,62041.44,13518506.8,0.004589370772813459
pft,Preop pulmonary function,GA,32664.28,13518506.8,0.002416263902755887
pft,Preop pulmonary function,XE,22609.34,13518506.8,0.001672473175809624
pft,Preop pulmonary function,XS,15071.14,13518506.8,0.0011148524184638497
pft,Preop pulmonary function,GC,8914.380000000001,13518506.8,0.0006594204620291348
pft,Preop pulmonary function,AQ,8001.66,13518506.8,0.0005919041295300454
pft,Preop pulmonary function,GW,6172.87,13518506.8,0.0004566236560978761
pft,Preop pulmonary function,CC,5236.32,13518506.8,0.0003873445549474443
pft,Preop pulmonary function,CR,4883.9,13518506.8,0.0003612751076916276
pft,Preop pulmonary function,Q1,3811.54,13518506.8,0.00028194977865454783
pft,Preop pulmonary function,Q6,3178.14,13518506.8,0.0002350954914635986
pft,Preop pulmonary function,GV,2260.93,13518506.8,0.00016724702169029494
pft,Preop pulmonary function,51,1937.07,13518506.8,0.0001432902338000821
pft,Preop pulmonary function,25,1031.59,13518506.8,7.630946340908005e-05
pft,Preop pulmonary function,KX,847.2,13518506.8,6.266964336623331e-05
pft,Preop pulmonary function,52,601.62,13518506.8,4.450343583804684e-05
pft,Preop pulmonary function,95,511.58,13518506.8,3.784293691371298e-05
pft,Preop pulmonary function,GB,494.16,13518506.8,3.6554333056961584e-05
pft,Preop pulmonary function,76,371.56,13518506.8,2.7485284099572296e-05
pft,Preop pulmonary function,53,226.15,13518506.8,1.6728918611040682e-05
pft,Preop pulmonary function,SA,153.76,13518506.8,1.1374037256836679e-05
pft,Preop pulmonary function,X1,149.31,13518506.8,1.1044858889296856e-05
pft,Preop pulmonary function,PD,88.08,13518506.8,6.515512497282614e-06
pft,Preop pulmonary function,RT,63.44,13518506.8,4.69282598578121e-06
pft,Preop pulmonary function,X4,60.96,13518506.8,4.509373771961264e-06
pft,Preop pulmonary function,79,47.370000000000005,13518506.8,3.504085229294703e-06
pft,Preop pulmonary function,27,24.63,13518506.8,1.8219467848327744e-06
pft,Preop pulmonary function,56,22.94,13518506.8,1.6969329778345046e-06
pft,Preop pulmonary function,77,20.57,13518506.8,1.521617757369475e-06
pft,Preop pulmonary function,TW,20.09,13518506.8,1.4861108772752919e-06
pft,Preop pulmonary function,FS,19.85,13518506.8,1.4683574372282005e-06
pft,Preop pulmonary function,22,0.0,13518506.8,0.0
pft,Preop pulmonary function,32,0.0,13518506.8,0.0
pft,Preop pulmonary function,AG,0.0,13518506.8,0.0
pft,Preop pulmonary function,GP,0.0,13518506.8,0.0
pft,Preop pulmonary function,GT,0.0,13518506.8,0.0
pft,Preop pulmonary function,GY,0.0,13518506.8,0.0
pft,Preop pulmonary function,GZ,0.0,13518506.8,0.0
pft,Preop pulmonary function,NC,0.0,13518506.8,0.0
pft,Preop pulmonary function,PT,0.0,13518506.8,0.0
pft,Preop pulmonary function,Q0,0.0,13518506.8,0.0
pft,Preop pulmonary function,Q5,0.0,13518506.8,0.0
plant,Imaging for plantar fasciitis,RT,28854368.6,93600639.38,0.308271063009057
plant,Imaging for plantar fasciitis,LT,28016028.82,93600639.38,0.2993145026099714
plant,Imaging for plantar fasciitis,26,19964964.080000002,93600639.38,0.2132994412457613
plant,Imaging for plantar fasciitis,TC,6247251.46,93600639.38,0.06674368360495274
plant,Imaging for plantar fasciitis,GLOBAL,3641716.76,93600639.38,0.038906964569070446
plant,Imaging for plantar fasciitis,59,2677027.54,93600639.38,0.02860052621149093
plant,Imaging for plantar fasciitis,50,2226867.8000000003,93600639.38,0.023791160132564475
plant,Imaging for plantar fasciitis,FY,467841.18,93600639.38,0.004998269062037683
plant,Imaging for plantar fasciitis,XS,340586.04000000004,93600639.38,0.0036387148875905474
plant,Imaging for plantar fasciitis,FX,190745.01,93600639.38,0.002037860117873909
plant,Imaging for plantar fasciitis,76,135512.26,93600639.38,0.0014477706658588855
plant,Imaging for plantar fasciitis,X5,121714.87999999999,93600639.38,0.001300363766809987
plant,Imaging for plantar fasciitis,XU,121703.13,93600639.38,0.0013002382334794688
plant,Imaging for plantar fasciitis,XE,82841.31999999999,93600639.38,0.0008850507918400076
plant,Imaging for plantar fasciitis,51,72279.17,93600639.38,0.000772208079760662
plant,Imaging for plantar fasciitis,MH,54569.86,93600639.38,0.0005830073422731357
plant,Imaging for plantar fasciitis,Q6,49753.60999999999,93600639.38,0.0005315520313703224
plant,Imaging for plantar fasciitis,ME,44001.99,93600639.38,0.00047010351950012503
plant,Imaging for plantar fasciitis,58,42839.36,93600639.38,0.00045768234366520415
plant,Imaging for plantar fasciitis,MG,37020.18,93600639.38,0.0003955120418537466
plant,Imaging for plantar fasciitis,GA,36712.72,93600639.38,0.00039222723523237545
plant,Imaging for plantar fasciitis,GC,31670.670000000002,93600639.38,0.00033835954764607296
plant,Imaging for plantar fasciitis,GW,30369.97,93600639.38,0.000324463275049906
plant,Imaging for plantar fasciitis,52,30323.72,93600639.38,0.0003239691544936111
plant,Imaging for plantar fasciitis,CC,30125.980000000003,93600639.38,0.0003218565620870869
plant,Imaging for plantar fasciitis,79,10256.25,93600639.38,0.00010957457201079219
plant,Imaging for plantar fasciitis,MC,5794.14,93600639.38,6.19027822713576e-05
plant,Imaging for plantar fasciitis,KX,2964.3300000000004,93600639.38,3.1669975970627826e-05
plant,Imaging for plantar fasciitis,Q1,2941.73,93600639.38,3.142852462852482e-05
plant,Imaging for plantar fasciitis,GP,2673.5499999999997,93600639.38,2.8563373260153896e-05
plant,Imaging for plantar fasciitis,GV,2314.8199999999997,93600639.38,2.4730813970215423e-05
plant,Imaging for plantar fasciitis,TA,1889.15,93600639.38,2.018308862539311e-05
plant,Imaging for plantar fasciitis,T5,1869.0100000000002,93600639.38,1.9967919155041142e-05
plant,Imaging for plantar fasciitis,MF,1864.73,93600639.38,1.9922192971669422e-05
plant,Imaging for plantar fasciitis,77,1704.81,93600639.38,1.8213657634098097e-05
plant,Imaging for plantar fasciitis,T1,1663.35,93600639.38,1.777071194190383e-05
plant,Imaging for plantar fasciitis,QQ,1422.44,93600639.38,1.5196904737212064e-05
plant,Imaging for plantar fasciitis,53,1260.56,93600639.38,1.3467429371741543e-05
plant,Imaging for plantar fasciitis,MA,1250.5,93600639.38,1.3359951473442596e-05
plant,Imaging for plantar fasciitis,T4,998.49,93600639.38,1.0667555335240061e-05
plant,Imaging for plantar fasciitis,T9,947.35,93600639.38,1.0121191546074244e-05
plant,Imaging for plantar fasciitis,T6,917.74,93600639.38,9.804847553168498e-06
plant,Imaging for plantar fasciitis,AQ,791.8900000000001,93600639.38,8.460305455661302e-06
plant,Imaging for plantar fasciitis,X1,676.78,93600639.38,7.230506164091547e-06
plant,Imaging for plantar fasciitis,Q5,621.8599999999999,93600639.38,6.643758035405847e-06
plant,Imaging for plantar fasciitis,T3,513.46,93600639.38,5.485646288327737e-06
plant,Imaging for plantar fasciitis,T8,507.21,93600639.38,5.418873240179783e-06
plant,Imaging for plantar fasciitis,T7,403.13,93600639.38,4.306915023981539e-06
plant,Imaging for plantar fasciitis,CR,388.49,93600639.38,4.150505835999771e-06
plant,Imaging for plantar fasciitis,T2,387.01,93600639.38,4.134693978198336e-06
plant,Imaging for plantar fasciitis,F2,351.20000000000005,93600639.38,3.7521111215298204e-06
plant,Imaging for plantar fasciitis,XP,339.01,93600639.38,3.6218769684220506e-06
plant,Imaging for plantar fasciitis,F9,334.13,93600639.38,3.5697405724281282e-06
plant,Imaging for plantar fasciitis,F3,332.49,93600639.38,3.5522193245941054e-06
plant,Imaging for plantar fasciitis,F7,301.69,93600639.38,3.2231617433209888e-06
plant,Imaging for plantar fasciitis,F5,268.83000000000004,93600639.38,2.8720957653783076e-06
plant,Imaging for plantar fasciitis,TL,259.16999999999996,93600639.38,2.768891342160829e-06
plant,Imaging for plantar fasciitis,FA,226.59,93600639.38,2.4208167967751763e-06
plant,Imaging for plantar fasciitis,F8,212.23000000000002,93600639.38,2.2673990413504378e-06
plant,Imaging for plantar fasciitis,TR,204.11,93600639.38,2.180647497196616e-06
plant,Imaging for plantar fasciitis,AF,162.77,93600639.38,1.7389838475267905e-06
plant,Imaging for plantar fasciitis,X4,162.49,93600639.38,1.735992414969762e-06
plant,Imaging for plantar fasciitis,F6,158.38,93600639.38,1.6920824585076675e-06
plant,Imaging for plantar fasciitis,AG,148.41,93600639.38,1.5855660921020517e-06
plant,Imaging for plantar fasciitis,F1,133.11,93600639.38,1.422105670235861e-06
plant,Imaging for plantar fasciitis,95,132.23000000000002,93600639.38,1.4127040250566292e-06
plant,Imaging for plantar fasciitis,AR,131.0,93600639.38,1.3995630891811117e-06
plant,Imaging for plantar fasciitis,KT,126.03,93600639.38,1.3464651612938587e-06
plant,Imaging for plantar fasciitis,FT,95.58,93600639.38,1.0211468707170278e-06
plant,Imaging for plantar fasciitis,QJ,94.5,93600639.38,1.0096084879970613e-06
plant,Imaging for plantar fasciitis,SA,90.67,93600639.38,9.686899640919954e-07
plant,Imaging for plantar fasciitis,ER,59.92999999999999,93600639.38,6.402734040810993e-07
plant,Imaging for plantar fasciitis,99,56.13,93600639.38,5.996753908071435e-07
plant,Imaging for plantar fasciitis,GT,50.379999999999995,93600639.38,5.38244186511026e-07
plant,Imaging for plantar fasciitis,SW,36.71,93600639.38,3.9219817560182144e-07
plant,Imaging for plantar fasciitis,X2,35.05,93600639.38,3.744632540137249e-07
plant,Imaging for plantar fasciitis,ST,30.27,93600639.38,3.233952267901698e-07
plant,Imaging for plantar fasciitis,L1,28.65,93600639.38,3.060876527102202e-07
plant,Imaging for plantar fasciitis,56,28.42,93600639.38,3.0363040453837553e-07
plant,Imaging for plantar fasciitis,55,27.86,93600639.38,2.9764753942431887e-07
plant,Imaging for plantar fasciitis,Q9,26.26,93600639.38,2.8055363909844267e-07
plant,Imaging for plantar fasciitis,FP,25.6,93600639.38,2.7350240521401875e-07
plant,Imaging for plantar fasciitis,EP,25.55,93600639.38,2.729682208288351e-07
plant,Imaging for plantar fasciitis,GE,25.03,93600639.38,2.6741270322292536e-07
plant,Imaging for plantar fasciitis,KY,22.2,93600639.38,2.3717786702153187e-07
plant,Imaging for plantar fasciitis,TT,20.44,93600639.38,2.183745766630681e-07
plant,Imaging for plantar fasciitis,TE,17.39,93600639.38,1.8578932916686665e-07
plant,Imaging for plantar fasciitis,24,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,25,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,29,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,2G,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,78,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,ET,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,GX,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,GY,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,GZ,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,NC,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,PA,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,PC,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,RI,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,S6,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,SC,0.0,93600639.38,0.0
plant,Imaging for plantar fasciitis,SG,0.0,93600639.38,0.0
preopec,Preop echocardiogram,GLOBAL,302179947.02000004,618083087.09,0.4888985855327233
preopec,Preop echocardiogram,26,255379339.94000003,618083087.09,0.41317962790788004
preopec,Preop echocardiogram,51,33661783.22,618083087.09,0.05446158279218285
preopec,Preop echocardiogram,TC,11052353.420000002,618083087.09,0.017881662920167643
preopec,Preop echocardiogram,59,9925992.379999999,618083087.09,0.016059317246056047
preopec,Preop echocardiogram,GA,2126033.2199999997,618083087.09,0.003439720750181965
preopec,Preop echocardiogram,XS,970101.6200000001,618083087.09,0.0015695327056550604
preopec,Preop echocardiogram,XE,463297.72,618083087.09,0.0007495719097916984
preopec,Preop echocardiogram,XU,417785.19,618083087.09,0.0006759369391047027
preopec,Preop echocardiogram,GW,401110.75,618083087.09,0.0006489592716223177
preopec,Preop echocardiogram,X5,286758.25000000006,618083087.09,0.00046394773775494804
preopec,Preop echocardiogram,AQ,286330.67,618083087.09,0.00046325595373928577
preopec,Preop echocardiogram,CR,255683.29,618083087.09,0.0004136713903688641
preopec,Preop echocardiogram,GC,181220.67,618083087.09,0.0002931979110659797
preopec,Preop echocardiogram,GV,118265.27,618083087.09,0.00019134202580563286
preopec,Preop echocardiogram,Q6,100258.1,618083087.09,0.00016220812718242405
preopec,Preop echocardiogram,X2,57282.42999999999,618083087.09,9.267755613519807e-05
preopec,Preop echocardiogram,Q1,48869.369999999995,618083087.09,7.90660204440832e-05
preopec,Preop echocardiogram,X4,29771.72,618083087.09,4.816782827721169e-05
preopec,Preop echocardiogram,76,22439.899999999998,618083087.09,3.63056366833291e-05
preopec,Preop echocardiogram,CC,21061.99,618083087.09,3.407630857392015e-05
preopec,Preop echocardiogram,Q5,16854.48,618083087.09,2.7268955181014027e-05
preopec,Preop echocardiogram,U6,15261.18,618083087.09,2.469114641504144e-05
preopec,Preop echocardiogram,X1,13323.23,618083087.09,2.1555726533025137e-05
preopec,Preop echocardiogram,77,11042.07,618083087.09,1.7865025318824405e-05
preopec,Preop echocardiogram,Q0,10259.43,618083087.09,1.6598787791302417e-05
preopec,Preop echocardiogram,79,7357.48,618083087.09,1.1903707047930703e-05
preopec,Preop echocardiogram,MC,3244.85,618083087.09,5.2498605248642115e-06
preopec,Preop echocardiogram,XP,2686.92,618083087.09,4.347182532772902e-06
preopec,Preop echocardiogram,53,2592.89,618083087.09,4.195050882572435e-06
preopec,Preop echocardiogram,CS,2284.86,618083087.09,3.6966874643947313e-06
preopec,Preop echocardiogram,PD,2101.35,618083087.09,3.39978563382696e-06
preopec,Preop echocardiogram,52,2011.1,618083087.09,3.25376966625712e-06
preopec,Preop echocardiogram,KX,1154.82,618083087.09,1.8683895808199729e-06
preopec,Preop echocardiogram,95,853.62,618083087.09,1.3810764569192994e-06
preopec,Preop echocardiogram,ME,809.2,618083087.09,1.309209096482155e-06
preopec,Preop echocardiogram,22,769.44,618083087.09,1.2448811754785335e-06
preopec,Preop echocardiogram,QJ,587.98,618083087.09,9.512960510993295e-07
preopec,Preop echocardiogram,GX,540.3,618083087.09,8.741543188696345e-07
preopec,Preop echocardiogram,RT,485.02,618083087.09,7.847165051603742e-07
preopec,Preop echocardiogram,58,403.06,618083087.09,6.521129738360076e-07
preopec,Preop echocardiogram,62,396.53,618083087.09,6.415480511963283e-07
preopec,Preop echocardiogram,SA,360.2,618083087.09,5.827695459130897e-07
preopec,Preop echocardiogram,93,320.49,618083087.09,5.185225201823601e-07
preopec,Preop echocardiogram,MG,243.55,618083087.09,3.9404087425633816e-07
preopec,Preop echocardiogram,MA,185.2,618083087.09,2.996360907915164e-07
preopec,Preop echocardiogram,JZ,164.39,618083087.09,2.6596747821391674e-07
