measure_key,measure_name,mod1,paid,measure_total_paid,share
cncr,Cancer screen on dialysis,CA,333.15,1118846294.8,2.9776208005367925e-07
cncr,Cancer screen on dialysis,Q3,306.39,1118846294.8,2.738445856450451e-07
cncr,Cancer screen on dialysis,GE,265.36,1118846294.8,2.3717288177410875e-07
cncr,Cancer screen on dialysis,AY,252.28,1118846294.8,2.2548226791517995e-07
cncr,Cancer screen on dialysis,ST,235.84,1118846294.8,2.107885605879025e-07
cncr,Cancer screen on dialysis,GZ,232.96,1118846294.8,2.0821448047217506e-07
cncr,Cancer screen on dialysis,QQ,230.46,1118846294.8,2.0598003592727277e-07
cncr,Cancer screen on dialysis,AR,224.01,1118846294.8,2.0021516900142484e-07
cncr,Cancer screen on dialysis,97,205.25,1118846294.8,1.8344789713647806e-07
cncr,Cancer screen on dialysis,UD,190.34,1118846294.8,1.701216698706808e-07
cncr,Cancer screen on dialysis,56,177.07,1118846294.8,1.5826123822633944e-07
cncr,Cancer screen on dialysis,A3,171.45,1118846294.8,1.532382068893991e-07
cncr,Cancer screen on dialysis,SK,170.88,1118846294.8,1.5272875353316136e-07
cncr,Cancer screen on dialysis,GU,168.6,1118846294.8,1.5069094010821047e-07
cncr,Cancer screen on dialysis,63,165.76,1118846294.8,1.4815261110520147e-07
cncr,Cancer screen on dialysis,FA,146.73,1118846294.8,1.3114401922940523e-07
cncr,Cancer screen on dialysis,GB,137.02,1118846294.8,1.2246543661700476e-07
cncr,Cancer screen on dialysis,ET,85.47,1118846294.8,7.639119010111951e-08
cncr,Cancer screen on dialysis,QA,77.87,1118846294.8,6.959847868461655e-08
cncr,Cancer screen on dialysis,G2,55.88,1118846294.8,4.9944304467656e-08
cncr,Cancer screen on dialysis,96,51.7,1118846294.8,4.6208313188579375e-08
cncr,Cancer screen on dialysis,GQ,51.7,1118846294.8,4.6208313188579375e-08
cncr,Cancer screen on dialysis,AP,48.74,1118846294.8,4.356273084741506e-08
cncr,Cancer screen on dialysis,U7,48.74,1118846294.8,4.356273084741506e-08
cncr,Cancer screen on dialysis,G1,45.18,1118846294.8,4.0380881815474195e-08
cncr,Cancer screen on dialysis,TH,41.55,1118846294.8,3.713646833627607e-08
cncr,Cancer screen on dialysis,HA,38.27,1118846294.8,3.420487709336427e-08
cncr,Cancer screen on dialysis,JZ,36.94,1118846294.8,3.3016152595476244e-08
cncr,Cancer screen on dialysis,57,36.06,1118846294.8,3.222962811567064e-08
cncr,Cancer screen on dialysis,TA,18.92,1118846294.8,1.6910276315820538e-08
cncr,Cancer screen on dialysis,TR,18.02,1118846294.8,1.6105876279655712e-08
cncr,Cancer screen on dialysis,GY,4.29,1118846294.8,3.834306839052331e-09
cncr,Cancer screen on dialysis,32,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,33,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,47,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,5,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,62,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,80,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,81,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,82,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,93,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,99,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,AA,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,AS,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,C4,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,CS,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,GP,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,JB,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,NC,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,OW,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,PA,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,Q8,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,QK,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,QL,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,QX,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,QY,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,QZ,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,SL,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,TC,0.0,1118846294.8,0.0
cncr,Cancer screen on dialysis,U6,0.0,1118846294.8,0.0
colon,Colon cancer screen 85+,GLOBAL,449226481.14,1000110350.65,0.4491769141755557
colon,Colon cancer screen 85+,PT,428324091.58,1000110350.65,0.42827683095332436
colon,Colon cancer screen 85+,59,38120825.66,1000110350.65,0.03811661946626609
colon,Colon cancer screen 85+,SG,32469216.060000002,1000110350.65,0.032465633456245445
colon,Colon cancer screen 85+,XS,10724412.600000001,1000110350.65,0.010723229284678339
colon,Colon cancer screen 85+,51,8097822.67,1000110350.65,0.00809692916860324
colon,Colon cancer screen 85+,74,6068840.640000001,1000110350.65,0.006068171013384363
colon,Colon cancer screen 85+,GA,5349143.02,1000110350.65,0.00534855280372155
colon,Colon cancer screen 85+,KX,4985684.41,1000110350.65,0.004985134297189968
colon,Colon cancer screen 85+,GC,4348709.2299999995,1000110350.65,0.004348229400059354
colon,Colon cancer screen 85+,53,3418403.27,1000110350.65,0.0034180260885994062
colon,Colon cancer screen 85+,QW,2291413.18,1000110350.65,0.0022911603489662374
colon,Colon cancer screen 85+,XU,1626334.94,1000110350.65,0.0016261554926843811
colon,Colon cancer screen 85+,52,1503602.49,1000110350.65,0.0015034365847956341
colon,Colon cancer screen 85+,22,1008995.45,1000110350.65,0.0010088841189816956
colon,Colon cancer screen 85+,AQ,517254.7,1000110350.65,0.0005171976269056926
colon,Colon cancer screen 85+,CR,499875.77999999997,1000110350.65,0.0004998206244692064
colon,Colon cancer screen 85+,79,262322.41,1000110350.65,0.0002622934657455642
colon,Colon cancer screen 85+,AG,248560.78,1000110350.65,0.00024853335418281925
colon,Colon cancer screen 85+,Q6,211475.55,1000110350.65,0.00021145221611050825
colon,Colon cancer screen 85+,GW,126590.02,1000110350.65,0.00012657605225035974
colon,Colon cancer screen 85+,78,119787.62000000001,1000110350.65,0.00011977440281679581
colon,Colon cancer screen 85+,90,115425.68000000001,1000110350.65,0.00011541294410659943
colon,Colon cancer screen 85+,58,96097.05,1000110350.65,9.608644679813964e-05
colon,Colon cancer screen 85+,CC,50786.990000000005,1000110350.65,5.078138624102041e-05
colon,Colon cancer screen 85+,RT,49680.509999999995,1000110350.65,4.9675028328335196e-05
colon,Colon cancer screen 85+,73,34916.98,1000110350.65,3.4913127313707404e-05
colon,Colon cancer screen 85+,Q1,26666.61,1000110350.65,2.666366764694378e-05
colon,Colon cancer screen 85+,GV,24148.39,1000110350.65,2.4145725503495967e-05
colon,Colon cancer screen 85+,LT,22787.04,1000110350.65,2.2784525712777656e-05
colon,Colon cancer screen 85+,76,21536.39,1000110350.65,2.153401370759026e-05
colon,Colon cancer screen 85+,XE,17541.44,1000110350.65,1.7539504504277275e-05
colon,Colon cancer screen 85+,SU,8750.039999999999,1000110350.65,8.74907453393828e-06
colon,Colon cancer screen 85+,77,8215.09,1000110350.65,8.21418355950499e-06
colon,Colon cancer screen 85+,PO,8011.699999999999,1000110350.65,8.01081600124723e-06
colon,Colon cancer screen 85+,Q5,5429.43,1000110350.65,5.4288309249786885e-06
colon,Colon cancer screen 85+,CG,4724.6900000000005,1000110350.65,4.724168684914911e-06
colon,Colon cancer screen 85+,TP,4669.23,1000110350.65,4.668714804286682e-06
colon,Colon cancer screen 85+,GX,4367.67,1000110350.65,4.3671880779569255e-06
colon,Colon cancer screen 85+,X4,4146.71,1000110350.65,4.1462524583461575e-06
colon,Colon cancer screen 85+,95,4094.81,1000110350.65,4.094358184912962e-06
colon,Colon cancer screen 85+,X2,3784.51,1000110350.65,3.784092422941469e-06
colon,Colon cancer screen 85+,PN,3508.8999999999996,1000110350.65,3.5085128333283085e-06
colon,Colon cancer screen 85+,X1,3447.29,1000110350.65,3.4469096312816968e-06
colon,Colon cancer screen 85+,UA,3189.71,1000110350.65,3.18935805226585e-06
colon,Colon cancer screen 85+,AF,3043.33,1000110350.65,3.042994203611685e-06
colon,Colon cancer screen 85+,Q0,2852.1,1000110350.65,2.851785303638083e-06
colon,Colon cancer screen 85+,GT,2357.7200000000003,1000110350.65,2.357459852772898e-06
colon,Colon cancer screen 85+,PD,2314.02,1000110350.65,2.3137646745642147e-06
colon,Colon cancer screen 85+,XP,2183.21,1000110350.65,2.182969107940009e-06
colon,Colon cancer screen 85+,26,1622.37,1000110350.65,1.6221909901698105e-06
colon,Colon cancer screen 85+,QJ,1449.73,1000110350.65,1.4495700390039755e-06
colon,Colon cancer screen 85+,55,1303.44,1000110350.65,1.3032961804193482e-06
colon,Colon cancer screen 85+,Q4,1276.96,1000110350.65,1.2768191021821418e-06
colon,Colon cancer screen 85+,KS,1187.46,1000110350.65,1.1873289774755718e-06
colon,Colon cancer screen 85+,KT,1060.8799999999999,1000110350.65,1.0607629441196204e-06
colon,Colon cancer screen 85+,KY,1012.2900000000001,1000110350.65,1.012178305466076e-06
colon,Colon cancer screen 85+,X3,987.95,1000110350.65,9.878409911045351e-07
colon,Colon cancer screen 85+,T5,944.02,1000110350.65,9.439158382737012e-07
colon,Colon cancer screen 85+,KW,930.39,1000110350.65,9.302873421871028e-07
colon,Colon cancer screen 85+,AM,824.8900000000001,1000110350.65,8.247989828961182e-07
colon,Colon cancer screen 85+,AI,782.36,1000110350.65,7.822736755914207e-07
colon,Colon cancer screen 85+,KK,746.08,1000110350.65,7.459976786712601e-07
colon,Colon cancer screen 85+,SC,689.51,1000110350.65,6.894339205187387e-07
colon,Colon cancer screen 85+,KV,668.0,1000110350.65,6.679262938993161e-07
colon,Colon cancer screen 85+,FS,660.1,1000110350.65,6.600271655732614e-07
colon,Colon cancer screen 85+,UB,648.78,1000110350.65,6.487084146047878e-07
colon,Colon cancer screen 85+,TT,622.16,1000110350.65,6.220913518149678e-07
colon,Colon cancer screen 85+,T1,513.13,1000110350.65,5.130733820187965e-07
colon,Colon cancer screen 85+,KC,430.21,1000110350.65,4.3016253128506704e-07
colon,Colon cancer screen 85+,FP,385.98,1000110350.65,3.8593741155577554e-07
colon,Colon cancer screen 85+,SA,361.77,1000110350.65,3.617300828502329e-07
colon,Colon cancer screen 85+,CA,333.15,1000110350.65,3.33113240737361e-07
colon,Colon cancer screen 85+,Q3,264.0,1000110350.65,2.639708706428435e-07
colon,Colon cancer screen 85+,ST,235.84,1000110350.65,2.3581397777427352e-07
colon,Colon cancer screen 85+,QQ,230.46,1000110350.65,2.3043457139526408e-07
colon,Colon cancer screen 85+,AR,224.01,1000110350.65,2.2398528307842186e-07
colon,Colon cancer screen 85+,97,205.25,1000110350.65,2.0522735302819555e-07
colon,Colon cancer screen 85+,A3,171.45,1000110350.65,1.7143108246861936e-07
colon,Colon cancer screen 85+,SK,170.88,1000110350.65,1.7086114536154961e-07
colon,Colon cancer screen 85+,63,165.76,1000110350.65,1.6574171029453687e-07
colon,Colon cancer screen 85+,56,157.68,1000110350.65,1.5766260182940744e-07
colon,Colon cancer screen 85+,UD,156.13,1000110350.65,1.5611277285404226e-07
colon,Colon cancer screen 85+,GZ,141.22,1000110350.65,1.4120441800069076e-07
colon,Colon cancer screen 85+,GB,137.02,1000110350.65,1.370048814222819e-07
colon,Colon cancer screen 85+,ET,85.47,1000110350.65,8.546056937062059e-08
colon,Colon cancer screen 85+,91,21.45,1000110350.65,2.1447633239731033e-08
colon,Colon cancer screen 85+,FA,17.69,1000110350.65,1.7688048112393567e-08
colon,Colon cancer screen 85+,GY,4.29,1000110350.65,4.289526647946207e-09
colon,Colon cancer screen 85+,25,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,33,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,47,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,5,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,57,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,62,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,80,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,81,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,82,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,93,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,AA,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,AS,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,CS,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,GP,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,GQ,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,OW,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,PA,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,QK,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,QL,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,QX,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,QY,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,QZ,0.0,1000110350.65,0.0
colon,Colon cancer screen 85+,TC,0.0,1000110350.65,0.0
ctdasym,Carotid imaging asymptomatic,GLOBAL,112285169.83999999,223688659.74,0.5019707747836318
ctdasym,Carotid imaging asymptomatic,26,70238488.56,223688659.74,0.3140011149498606
ctdasym,Carotid imaging asymptomatic,51,15552479.590000002,223688659.74,0.06952734934384744
ctdasym,Carotid imaging asymptomatic,59,9162985.649999999,223688659.74,0.040963121065906556
ctdasym,Carotid imaging asymptomatic,TC,8500930.67,223688659.74,0.03800340473174136
ctdasym,Carotid imaging asymptomatic,X5,2064405.16,223688659.74,0.009228921852361759
ctdasym,Carotid imaging asymptomatic,GA,1889756.0199999998,223688659.74,0.008448152991736459
ctdasym,Carotid imaging asymptomatic,XS,987641.88,223688659.74,0.004415252347383035
ctdasym,Carotid imaging asymptomatic,MG,664368.7899999999,223688659.74,0.0029700602201837836
ctdasym,Carotid imaging asymptomatic,XE,488617.39,223688659.74,0.0021843637069842276
ctdasym,Carotid imaging asymptomatic,MH,316396.12,223688659.74,0.001414448637529308
ctdasym,Carotid imaging asymptomatic,XU,261011.72999999998,223688659.74,0.0011668527600075108
ctdasym,Carotid imaging asymptomatic,GC,221041.03,223688659.74,0.0009881637730626246
ctdasym,Carotid imaging asymptomatic,ME,173001.62,223688659.74,0.0007734036235948883
ctdasym,Carotid imaging asymptomatic,Q6,166380.11000000002,223688659.74,0.0007438021676797946
ctdasym,Carotid imaging asymptomatic,GW,113106.47,223688659.74,0.0005056423965858037
ctdasym,Carotid imaging asymptomatic,AQ,94659.04000000001,223688659.74,0.00042317317341891643
ctdasym,Carotid imaging asymptomatic,GV,94151.07000000002,223688659.74,0.000420902293882196
ctdasym,Carotid imaging asymptomatic,RT,85635.71,223688659.74,0.0003828343828405827
ctdasym,Carotid imaging asymptomatic,LT,77859.28,223688659.74,0.0003480698578573369
ctdasym,Carotid imaging asymptomatic,CR,42783.97,223688659.74,0.00019126570855102393
ctdasym,Carotid imaging asymptomatic,X4,25899.109999999997,223688659.74,0.00011578195349779154
ctdasym,Carotid imaging asymptomatic,MF,22757.01,223688659.74,0.00010173519760210978
ctdasym,Carotid imaging asymptomatic,QQ,21202.1,223688659.74,9.478397351320282e-05
ctdasym,Carotid imaging asymptomatic,X2,20849.51,223688659.74,9.320772015994912e-05
ctdasym,Carotid imaging asymptomatic,CT,20490.65,223688659.74,9.160343677599434e-05
ctdasym,Carotid imaging asymptomatic,Q5,15275.71,223688659.74,6.829005108151398e-05
ctdasym,Carotid imaging asymptomatic,MC,13090.59,223688659.74,5.852147361969794e-05
ctdasym,Carotid imaging asymptomatic,U6,9813.95,223688659.74,4.387325674626084e-05
ctdasym,Carotid imaging asymptomatic,Q1,9471.720000000001,223688659.74,4.2343317765904014e-05
ctdasym,Carotid imaging asymptomatic,76,8742.830000000002,223688659.74,3.9084815520652914e-05
ctdasym,Carotid imaging asymptomatic,X1,8730.42,223688659.74,3.902933662416158e-05
ctdasym,Carotid imaging asymptomatic,CC,7058.37,223688659.74,3.155443824556933e-05
ctdasym,Carotid imaging asymptomatic,52,6136.570000000001,223688659.74,2.7433531977583122e-05
ctdasym,Carotid imaging asymptomatic,79,5894.57,223688659.74,2.6351671143505594e-05
ctdasym,Carotid imaging asymptomatic,XP,2193.25,223688659.74,9.804922621241863e-06
ctdasym,Carotid imaging asymptomatic,MA,1956.46,223688659.74,8.746353088592206e-06
ctdasym,Carotid imaging asymptomatic,58,1928.42,223688659.74,8.621000287817273e-06
ctdasym,Carotid imaging asymptomatic,95,1520.44,223688659.74,6.797125977540626e-06
ctdasym,Carotid imaging asymptomatic,77,1064.51,223688659.74,4.758891225139941e-06
ctdasym,Carotid imaging asymptomatic,PD,753.28,223688659.74,3.3675377235285855e-06
ctdasym,Carotid imaging asymptomatic,53,710.9399999999999,223688659.74,3.1782567825581624e-06
ctdasym,Carotid imaging asymptomatic,JZ,347.8,223688659.74,1.554839661537864e-06
ctdasym,Carotid imaging asymptomatic,GZ,340.51,223688659.74,1.522249721536107e-06
ctdasym,Carotid imaging asymptomatic,TE,334.54,223688659.74,1.4955608406293185e-06
ctdasym,Carotid imaging asymptomatic,GX,191.4,223688659.74,8.556535687704058e-07
ctdasym,Carotid imaging asymptomatic,93,184.48,223688659.74,8.247177135149658e-07
ctdasym,Carotid imaging asymptomatic,SA,167.73,223688659.74,7.498368499992694e-07
ctdasym,Carotid imaging asymptomatic,CG,158.15,223688659.74,7.070094665676055e-07
ctdasym,Carotid imaging asymptomatic,62,143.01,223688659.74,6.393261069480445e-07
ctdasym,Carotid imaging asymptomatic,KX,142.13,223688659.74,6.35392067551399e-07
ctdasym,Carotid imaging asymptomatic,TV,140.1,223688659.74,6.263169539432281e-07
ctdasym,Carotid imaging asymptomatic,U7,99.78,223688659.74,4.4606642158783225e-07
ctdasym,Carotid imaging asymptomatic,25,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,50,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,8P,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,97,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,DN,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,GY,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,HY,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,N2,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,PN,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,Q3,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,QJ,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,QW,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,SG,0.0,223688659.74,0.0
ctdasym,Carotid imaging asymptomatic,TM,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,GLOBAL,112285169.83999999,223688659.74,0.5019707747836318
ctdsync,Carotid imaging for syncope,26,70238488.56,223688659.74,0.3140011149498606
ctdsync,Carotid imaging for syncope,51,15552479.590000002,223688659.74,0.06952734934384744
ctdsync,Carotid imaging for syncope,59,9162985.649999999,223688659.74,0.040963121065906556
ctdsync,Carotid imaging for syncope,TC,8500930.67,223688659.74,0.03800340473174136
ctdsync,Carotid imaging for syncope,X5,2064405.16,223688659.74,0.009228921852361759
ctdsync,Carotid imaging for syncope,GA,1889756.0199999998,223688659.74,0.008448152991736459
ctdsync,Carotid imaging for syncope,XS,987641.88,223688659.74,0.004415252347383035
ctdsync,Carotid imaging for syncope,MG,664368.7899999999,223688659.74,0.0029700602201837836
ctdsync,Carotid imaging for syncope,XE,488617.39,223688659.74,0.0021843637069842276
ctdsync,Carotid imaging for syncope,MH,316396.12,223688659.74,0.001414448637529308
ctdsync,Carotid imaging for syncope,XU,261011.72999999998,223688659.74,0.0011668527600075108
ctdsync,Carotid imaging for syncope,GC,221041.03,223688659.74,0.0009881637730626246
ctdsync,Carotid imaging for syncope,ME,173001.62,223688659.74,0.0007734036235948883
ctdsync,Carotid imaging for syncope,Q6,166380.11000000002,223688659.74,0.0007438021676797946
ctdsync,Carotid imaging for syncope,GW,113106.47,223688659.74,0.0005056423965858037
ctdsync,Carotid imaging for syncope,AQ,94659.04000000001,223688659.74,0.00042317317341891643
ctdsync,Carotid imaging for syncope,GV,94151.07000000002,223688659.74,0.000420902293882196
ctdsync,Carotid imaging for syncope,RT,85635.71,223688659.74,0.0003828343828405827
ctdsync,Carotid imaging for syncope,LT,77859.28,223688659.74,0.0003480698578573369
ctdsync,Carotid imaging for syncope,CR,42783.97,223688659.74,0.00019126570855102393
ctdsync,Carotid imaging for syncope,X4,25899.109999999997,223688659.74,0.00011578195349779154
ctdsync,Carotid imaging for syncope,MF,22757.01,223688659.74,0.00010173519760210978
ctdsync,Carotid imaging for syncope,QQ,21202.1,223688659.74,9.478397351320282e-05
ctdsync,Carotid imaging for syncope,X2,20849.51,223688659.74,9.320772015994912e-05
ctdsync,Carotid imaging for syncope,CT,20490.65,223688659.74,9.160343677599434e-05
ctdsync,Carotid imaging for syncope,Q5,15275.71,223688659.74,6.829005108151398e-05
ctdsync,Carotid imaging for syncope,MC,13090.59,223688659.74,5.852147361969794e-05
ctdsync,Carotid imaging for syncope,U6,9813.95,223688659.74,4.387325674626084e-05
ctdsync,Carotid imaging for syncope,Q1,9471.720000000001,223688659.74,4.2343317765904014e-05
ctdsync,Carotid imaging for syncope,76,8742.830000000002,223688659.74,3.9084815520652914e-05
ctdsync,Carotid imaging for syncope,X1,8730.42,223688659.74,3.902933662416158e-05
ctdsync,Carotid imaging for syncope,CC,7058.37,223688659.74,3.155443824556933e-05
ctdsync,Carotid imaging for syncope,52,6136.570000000001,223688659.74,2.7433531977583122e-05
ctdsync,Carotid imaging for syncope,79,5894.57,223688659.74,2.6351671143505594e-05
ctdsync,Carotid imaging for syncope,XP,2193.25,223688659.74,9.804922621241863e-06
ctdsync,Carotid imaging for syncope,MA,1956.46,223688659.74,8.746353088592206e-06
ctdsync,Carotid imaging for syncope,58,1928.42,223688659.74,8.621000287817273e-06
ctdsync,Carotid imaging for syncope,95,1520.44,223688659.74,6.797125977540626e-06
ctdsync,Carotid imaging for syncope,77,1064.51,223688659.74,4.758891225139941e-06
ctdsync,Carotid imaging for syncope,PD,753.28,223688659.74,3.3675377235285855e-06
ctdsync,Carotid imaging for syncope,53,710.9399999999999,223688659.74,3.1782567825581624e-06
ctdsync,Carotid imaging for syncope,JZ,347.8,223688659.74,1.554839661537864e-06
ctdsync,Carotid imaging for syncope,GZ,340.51,223688659.74,1.522249721536107e-06
ctdsync,Carotid imaging for syncope,TE,334.54,223688659.74,1.4955608406293185e-06
ctdsync,Carotid imaging for syncope,GX,191.4,223688659.74,8.556535687704058e-07
ctdsync,Carotid imaging for syncope,93,184.48,223688659.74,8.247177135149658e-07
ctdsync,Carotid imaging for syncope,SA,167.73,223688659.74,7.498368499992694e-07
ctdsync,Carotid imaging for syncope,CG,158.15,223688659.74,7.070094665676055e-07
ctdsync,Carotid imaging for syncope,62,143.01,223688659.74,6.393261069480445e-07
ctdsync,Carotid imaging for syncope,KX,142.13,223688659.74,6.35392067551399e-07
ctdsync,Carotid imaging for syncope,TV,140.1,223688659.74,6.263169539432281e-07
ctdsync,Carotid imaging for syncope,U7,99.78,223688659.74,4.4606642158783225e-07
ctdsync,Carotid imaging for syncope,25,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,50,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,8P,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,97,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,DN,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,GY,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,HY,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,N2,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,PN,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,Q3,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,QJ,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,QW,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,SG,0.0,223688659.74,0.0
ctdsync,Carotid imaging for syncope,TM,0.0,223688659.74,0.0
eeg,EEG for headache,GLOBAL,69044828.85000001,87808444.85000001,0.7863119426377132
eeg,EEG for headache,26,13114777.23,87808444.85000001,0.14935667352272894
eeg,EEG for headache,59,3173756.18,87808444.85000001,0.03614408825280545
eeg,EEG for headache,TC,1310204.73,87808444.85000001,0.014921169965351002
eeg,EEG for headache,GW,249343.1,87808444.85000001,0.0028396255101197135
eeg,EEG for headache,XE,224647.52999999997,87808444.85000001,0.002558381831995285
eeg,EEG for headache,GA,185165.99,87808444.85000001,0.002108749224705122
eeg,EEG for headache,XU,145515.74,87808444.85000001,0.0016571952760190578
eeg,EEG for headache,GV,102584.60999999999,87808444.85000001,0.0011682772673544278
eeg,EEG for headache,AQ,60953.26,87808444.85000001,0.000694161707386166
eeg,EEG for headache,GC,54132.98,87808444.85000001,0.0006164894514698833
eeg,EEG for headache,X2,49437.21000000001,87808444.85000001,0.000563012021047085
eeg,EEG for headache,XS,44720.79,87808444.85000001,0.0005092994196218247
eeg,EEG for headache,52,12654.810000000001,87808444.85000001,0.00014411837063755948
eeg,EEG for headache,CR,8572.75,87808444.85000001,9.763013130052034e-05
eeg,EEG for headache,KX,8403.98,87808444.85000001,9.570810659904312e-05
eeg,EEG for headache,CC,4056.11,87808444.85000001,4.6192709675349635e-05
eeg,EEG for headache,25,3509.2200000000003,87808444.85000001,3.996449323290799e-05
eeg,EEG for headache,95,3093.67,87808444.85000001,3.5232032696682016e-05
eeg,EEG for headache,Q6,2406.67,87808444.85000001,2.7408183849642564e-05
eeg,EEG for headache,51,1739.22,87808444.85000001,1.980697873616879e-05
eeg,EEG for headache,53,703.6400000000001,87808444.85000001,8.013352260161342e-06
eeg,EEG for headache,Q1,370.58,87808444.85000001,4.220323006893567e-06
eeg,EEG for headache,RT,356.33,87808444.85000001,4.058037932555412e-06
eeg,EEG for headache,XP,355.16,87808444.85000001,4.04471347382028e-06
eeg,EEG for headache,AF,351.41,87808444.85000001,4.00200687531024e-06
eeg,EEG for headache,79,325.17,87808444.85000001,3.703174570002648e-06
eeg,EEG for headache,58,309.68,87808444.85000001,3.5267678470905065e-06
eeg,EEG for headache,76,295.25,87808444.85000001,3.3624328560238698e-06
eeg,EEG for headache,77,293.84,87808444.85000001,3.3463751749840945e-06
eeg,EEG for headache,U6,290.45,87808444.85000001,3.3077684099310175e-06
eeg,EEG for headache,LT,288.71,87808444.85000001,3.2879525482223588e-06
eeg,EEG for headache,17,0.0,87808444.85000001,0.0
eeg,EEG for headache,22,0.0,87808444.85000001,0.0
eeg,EEG for headache,A1,0.0,87808444.85000001,0.0
eeg,EEG for headache,GE,0.0,87808444.85000001,0.0
eeg,EEG for headache,GP,0.0,87808444.85000001,0.0
eeg,EEG for headache,GY,0.0,87808444.85000001,0.0
eeg,EEG for headache,GZ,0.0,87808444.85000001,0.0
eeg,EEG for headache,NB,0.0,87808444.85000001,0.0
eeg,EEG for headache,SA,0.0,87808444.85000001,0.0
head,Head imaging for headache,26,259962255.24,372049186.83,0.6987308787178838
head,Head imaging for headache,GLOBAL,64650285.080000006,372049186.83,0.1737681128424038
