hcpcs_cd,phys_paid,phys_alowd,phys_srvcs,hopd_paid,hopd_alowd,hopd_srvcs,combined_paid,combined_alowd,low_value_share_pass1,primary_measure,max_share_v2,primary_measure_v2,low_value_share_v2,lv_paid_v2,lv_alowd_v2,patient_oop_v2,delta_v_pass1_dedup,share_changed
78452,251875907.60094687,322548979.41937274,1336466.0,0.0,0.0,0.0,251875907.60094687,322548979.41937274,0.4,preopst,0.5,preopst,0.5,125937953.80047344,161274489.70968637,35336535.90921293,25187590.760094687,True
78453,33815.659999507,44207.66000040899,860.0,0.0,0.0,0.0,33815.659999507,44207.66000040899,0.4,preopst,0.5,preopst,0.5,16907.8299997535,22103.830000204496,5196.000000450997,3381.565999950699,True
78454,231915.43000011,310375.100000125,4739.0,0.0,0.0,0.0,231915.43000011,310375.100000125,0.4,preopst,0.5,preopst,0.5,115957.715000055,155187.5500000625,39229.8350000075,23191.54300001099,True
78460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True
78461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True
78464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True
78465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True
78472,746436.340005408,965339.3000040661,9424.0,0.0,0.0,0.0,746436.340005408,965339.3000040661,0.4,preopst,0.5,preopst,0.5,373218.170002704,482669.65000203304,109451.47999932902,74643.63400054077,True
78473,41331.929999515996,53478.81000058501,344.0,0.0,0.0,0.0,41331.929999515996,53478.81000058501,0.4,preopst,0.5,preopst,0.5,20665.964999757998,26739.405000292503,6073.440000534505,4133.1929999516,True
78481,85766.18000078,110156.18000146,716.0,0.0,0.0,0.0,85766.18000078,110156.18000146,0.4,preopst,0.5,preopst,0.5,42883.09000039,55078.09000073,12195.000000339998,8576.618000078,True
78483,8145.200000067,10237.530000045,141.0,0.0,0.0,0.0,8145.200000067,10237.530000045,0.4,preopst,0.5,preopst,0.5,4072.6000000335,5118.7650000225,1046.1649999890005,814.5200000066998,True
78491,124065.150000654,156654.519999182,231.0,0.0,0.0,0.0,124065.150000654,156654.519999182,0.4,preopst,0.5,preopst,0.5,62032.575000327,78327.259999591,16294.684999263998,12406.515000065396,True
78492,104906262.94319409,131983052.70442489,100344.0,0.0,0.0,0.0,104906262.94319409,131983052.70442489,0.4,preopst,0.5,preopst,0.5,52453131.471597046,65991526.352212444,13538394.880615398,10490626.294319406,True
81240,516724.97999861004,516724.97999861004,8035.0,0.0,0.0,0.0,516724.97999861004,516724.97999861004,0.35,hyperco,0.35,hyperco,0.35,180853.74299951352,180853.74299951352,0.0,0.0,False
81241,1551127.5600090001,1551127.5600090001,21587.0,0.0,0.0,0.0,1551127.5600090001,1551127.5600090001,0.35,hyperco,0.35,hyperco,0.35,542894.64600315,542894.64600315,0.0,0.0,False
82270,566156.7800052505,566156.7800052505,132660.0,0.0,0.0,0.0,566156.7800052505,566156.7800052505,0.15,colon,0.15,colon,0.15,84923.51700078757,84923.51700078757,0.0,0.0,False
82652,6197808.480000336,6197808.480000336,164562.0,0.0,0.0,0.0,6197808.480000336,6197808.480000336,0.35,vitd,0.35,vitd,0.35,2169232.968000117,2169232.968000117,0.0,0.0,False
83090,4452943.689896139,4452943.689896139,253867.0,0.0,0.0,0.0,4452943.689896139,4452943.689896139,0.75,homocy,0.75,homocy,0.75,3339707.7674221043,3339707.7674221043,0.0,0.0,False
83970,69721721.9803886,69721721.9803886,1728163.0,0.0,0.0,0.0,69721721.9803886,69721721.9803886,0.4,pth,0.4,pth,0.4,27888688.79215544,27888688.79215544,0.0,0.0,False
84152,154716.499998646,154716.499998646,8618.0,0.0,0.0,0.0,154716.499998646,154716.499998646,0.8,psa,0.8,psa,0.8,123773.19999891681,123773.19999891681,0.0,0.0,False
84153,57487009.12157839,57487049.58141823,3197288.0,0.0,0.0,0.0,57487009.12157839,57487049.58141823,0.8,psa,0.8,psa,0.8,45989607.29726271,45989639.66513459,32.36787187308073,0.0,False
84154,8546011.539778912,8546011.539778912,474976.0,0.0,0.0,0.0,8546011.539778912,8546011.539778912,0.8,psa,0.8,psa,0.8,6836809.2318231305,6836809.2318231305,0.0,0.0,False
84480,8135039.159932447,8135039.159932447,586129.0,0.0,0.0,0.0,8135039.159932447,8135039.159932447,0.5,t3,0.5,t3,0.5,4067519.5799662233,4067519.5799662233,0.0,0.0,False
84481,24624052.520419665,24624055.91050378,1486987.0,0.0,0.0,0.0,24624052.520419665,24624055.91050378,0.5,t3,0.5,t3,0.5,12312026.260209832,12312027.95525189,1.6950420569628477,0.0,False
85300,180216.399992493,180216.399992493,15551.0,0.0,0.0,0.0,180216.399992493,180216.399992493,0.35,hyperco,0.35,hyperco,0.35,63075.73999737255,63075.73999737255,0.0,0.0,False
85303,220743.01999559198,220743.01999559198,16307.0,0.0,0.0,0.0,220743.01999559198,220743.01999559198,0.35,hyperco,0.35,hyperco,0.35,77260.05699845719,77260.05699845719,0.0,0.0,False
85306,321783.14000574604,321783.14000574604,21471.0,0.0,0.0,0.0,321783.14000574604,321783.14000574604,0.35,hyperco,0.35,hyperco,0.35,112624.0990020111,112624.0990020111,0.0,0.0,False
85613,508808.450001688,508808.450001688,54302.0,0.0,0.0,0.0,508808.450001688,508808.450001688,0.35,hyperco,0.35,hyperco,0.35,178082.95750059077,178082.95750059077,0.0,0.0,False
86147,5767292.879900753,5767292.879900753,231766.0,0.0,0.0,0.0,5767292.879900753,5767292.879900753,0.35,hyperco,0.35,hyperco,0.35,2018552.5079652632,2018552.5079652632,0.0,0.0,False
92920,6555008.97005974,8243854.7099993,18433.0,24667125.11999992,30729972.989999935,5608.0,31222134.09005966,38973827.699999236,0.4,pci,0.45,pci,0.45,14049960.340526847,17538222.464999657,3488262.12447281,1561106.704502983,True
92924,693308.72999316,871105.68000495,1531.0,5989354.989999995,6947962.099999983,603.0,6682663.7199931545,7819067.780004933,0.4,pci,0.45,pci,0.45,3007198.6739969198,3518580.5010022195,511381.82700529974,334133.18599965796,True
92928,81689281.20950831,102840851.25011106,192204.0,30221746.360000007,35775890.86999968,3535.0,111911027.56950831,138616742.12011075,0.4,pci,0.45,pci,0.45,50359962.406278744,62377533.95404984,12017571.547771096,5595551.378475413,True
92933,6627529.4299539905,8327822.709972749,13480.0,4085783.759999976,4527050.219999995,278.0,10713313.189953966,12854872.929972745,0.4,pci,0.45,pci,0.45,4820990.935479285,5784692.818487735,963701.8830084503,535665.6594976988,True
92937,4545184.28995555,5722178.35004757,10999.0,5172782.230000008,6131821.359999963,602.0,9717966.519955557,11853999.710047532,0.4,pci,0.45,pci,0.45,4373084.933980001,5334299.86952139,961214.9355413886,485898.3259977782,True
92943,3497487.57001728,4407204.89998476,7092.0,9114352.929999994,10749253.219999904,1027.0,12611840.500017274,15156458.119984664,0.4,pci,0.45,pci,0.45,5675328.225007773,6820406.153993099,1145077.9289853256,630592.0250008637,True
92980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,pci,0.45,pci,0.45,0.0,0.0,0.0,0.0,True
92982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,pci,0.45,pci,0.45,0.0,0.0,0.0,0.0,True
93015,41816852.870036095,53501292.02989476,816403.0,0.0,0.0,0.0,41816852.870036095,53501292.02989476,0.4,preopst,0.5,preopst,0.5,20908426.435018048,26750646.01494738,5842219.579929333,4181685.2870036084,True
93016,11915863.409762004,15762198.089954257,771492.0,0.0,0.0,0.0,11915863.409762004,15762198.089954257,0.4,preopst,0.5,preopst,0.5,5957931.704881002,7881099.0449771285,1923167.3400961263,1191586.3409762,True
93017,1766216.1200338202,2268667.109974356,75972.0,0.0,0.0,0.0,1766216.1200338202,2268667.109974356,0.4,preopst,0.5,preopst,0.5,883108.0600169101,1134333.554987178,251225.49497026787,176621.61200338195,True
93018,9525099.869935222,12519297.269685522,915320.0,0.0,0.0,0.0,9525099.869935222,12519297.269685522,0.4,preopst,0.5,preopst,0.5,4762549.934967611,6259648.634842761,1497098.6998751499,952509.9869935219,True
93303,1070355.099988332,1451514.60000471,12159.0,0.0,0.0,0.0,1070355.099988332,1451514.60000471,0.5,preopec,0.5,preopec,0.5,535177.549994166,725757.300002355,190579.750008189,0.0,False
93304,60477.529999477,82416.520001018,1517.0,0.0,0.0,0.0,60477.529999477,82416.520001018,0.5,preopec,0.5,preopec,0.5,30238.7649997385,41208.260000509,10969.495000770497,0.0,False
93306,579660097.00476,772148355.1176388,6741204.0,0.0,0.0,0.0,579660097.00476,772148355.1176388,0.5,preopec,0.5,preopec,0.5,289830048.50238,386074177.5588194,96244129.0564394,0.0,False
93307,976755.22999599,1281308.4400087679,21507.0,0.0,0.0,0.0,976755.22999599,1281308.4400087679,0.5,preopec,0.5,preopec,0.5,488377.614997995,640654.2200043839,152276.6050063889,0.0,False
93308,13106911.840059169,16997732.959837116,546726.0,0.0,0.0,0.0,13106911.840059169,16997732.959837116,0.5,preopec,0.5,preopec,0.5,6553455.920029584,8498866.479918558,1945410.5598889738,0.0,False
93312,27019971.25997517,34357636.880045995,325566.0,0.0,0.0,0.0,27019971.25997517,34357636.880045995,0.5,preopec,0.5,preopec,0.5,13509985.629987584,17178818.440022998,3668832.810035413,0.0,False
93315,145544.230000014,184764.19999698,1464.0,0.0,0.0,0.0,145544.230000014,184764.19999698,0.5,preopec,0.5,preopec,0.5,72772.115000007,92382.09999849,19609.984998482993,0.0,False
93318,81478.51000024399,104279.11000288,1028.0,0.0,0.0,0.0,81478.51000024399,104279.11000288,0.5,preopec,0.5,preopec,0.5,40739.25500012199,52139.55500144,11400.300001318006,0.0,False
93350,3975133.670000453,5336302.300000748,66021.0,0.0,0.0,0.0,3975133.670000453,5336302.300000748,0.4,preopst,0.5,preopst,0.5,1987566.8350002265,2668151.150000374,680584.3150001473,397513.36700004525,True
93351,25378298.18954325,33673205.74997141,177820.0,0.0,0.0,0.0,25378298.18954325,33673205.74997141,0.4,preopst,0.5,preopst,0.5,12689149.094771625,16836602.874985706,4147453.7802140806,2537829.8189543243,True
93503,3341003.1800000397,4191851.5900151543,48382.0,47866.55999999997,60077.39999999987,37.0,3388869.74000004,4251928.990015154,0.55,rhcath,0.55,rhcath,0.55,1863878.357000022,2338560.9445083346,474682.58750831266,0.0,False
93880,163248806.45602468,216412238.50956157,1721858.0,0.0,0.0,0.0,163248806.45602468,216412238.50956157,0.55,ctdsync,0.55,ctdsync,0.55,89786843.55081359,119026731.18025887,29239887.629445285,0.0,False
93882,1680822.319996844,2284272.080014896,28412.0,0.0,0.0,0.0,1680822.319996844,2284272.080014896,0.55,ctdsync,0.55,ctdsync,0.55,924452.2759982643,1256349.644008193,331897.3680099286,0.0,False
94010,13592536.019744104,18124491.33019498,844050.0,0.0,0.0,0.0,13592536.019744104,18124491.33019498,0.5,pft,0.5,pft,0.5,6796268.009872052,9062245.66509749,2265977.655225438,0.0,False
95812,2702851.799972608,3460499.97996643,20153.0,0.0,0.0,0.0,2702851.799972608,3460499.97996643,0.55,eeg,0.55,eeg,0.55,1486568.4899849347,1903274.9889815366,416706.4989966019,0.0,False
95813,3958653.43000812,5065109.529978749,25689.0,0.0,0.0,0.0,3958653.43000812,5065109.529978749,0.55,eeg,0.55,eeg,0.55,2177259.386504466,2785810.2414883124,608550.8549838462,0.0,False
95816,46503879.76045576,59082764.22007292,276691.0,0.0,0.0,0.0,46503879.76045576,59082764.22007292,0.55,eeg,0.55,eeg,0.55,25577133.868250668,32495520.32104011,6918386.452789441,0.0,False
95819,27928619.039854027,35638132.19022598,155392.0,0.0,0.0,0.0,27928619.039854027,35638132.19022598,0.55,eeg,0.55,eeg,0.55,15360740.471919715,19600972.70462429,4240232.232704576,0.0,False
95822,951625.740003372,1210916.120006376,20713.0,0.0,0.0,0.0,951625.740003372,1210916.120006376,0.55,eeg,0.55,eeg,0.55,523394.1570018546,666003.8660035068,142609.7090016522,0.0,False
95827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,eeg,0.55,eeg,0.55,0.0,0.0,0.0,0.0,False
95830,7601.19000002,9508.49999998,19.0,0.0,0.0,0.0,7601.19000002,9508.49999998,0.55,eeg,0.55,eeg,0.55,4180.654500011001,5229.674999989001,1049.0204999779999,0.0,False
95957,5950095.42999434,7487916.64006022,28992.0,0.0,0.0,0.0,5950095.42999434,7487916.64006022,0.55,eeg,0.55,eeg,0.55,3272552.486496887,4118354.1520331213,845801.6655362342,0.0,False
C9600,17643785.139845997,22150332.759969,3798.0,722523460.6599998,854093233.769993,83141.0,740167245.7998458,876243566.529962,0.4,pci,0.45,pci,0.45,333075260.60993063,394309604.9384829,61234344.328552246,37008362.28999227,True
C9602,0.0,0.0,0.0,88883091.84999952,98113701.12999965,5798.0,88883091.84999952,98113701.12999965,0.4,pci,0.45,pci,0.45,39997391.33249979,44151165.508499846,4153774.1760000587,4444154.592499979,True
C9604,0.0,0.0,0.0,33931369.45999996,40276972.39999965,3980.0,33931369.45999996,40276972.39999965,0.4,pci,0.45,pci,0.45,15269116.256999984,18124637.57999984,2855521.3229998574,1696568.4729999974,True
C9607,0.0,0.0,0.0,56158665.829999894,61956452.00999973,3632.0,56158665.829999894,61956452.00999973,0.4,pci,0.45,pci,0.45,25271399.623499952,27880403.404499877,2609003.780999925,2807933.2914999947,True
G0102,139031.180000116,240387.8800049125,10522.0,0.0,0.0,0.0,139031.180000116,240387.8800049125,0.1,cncr,0.1,cncr,0.1,13903.1180000116,24038.78800049125,10135.670000479651,0.0,False
G0103,26093051.830902148,26093051.830902148,1382647.0,0.0,0.0,0.0,26093051.830902148,26093051.830902148,0.8,psa,0.8,psa,0.8,20874441.46472172,20874441.46472172,0.0,0.0,False
G0104,308383.510000628,308383.510000628,4016.0,0.0,0.0,0.0,308383.510000628,308383.510000628,0.15,colon,0.15,colon,0.15,46257.5265000942,46257.5265000942,0.0,0.0,False
G0105,113448236.3482424,113448236.3482424,427908.0,0.0,0.0,0.0,113448236.3482424,113448236.3482424,0.15,colon,0.15,colon,0.15,17017235.452236358,17017235.452236358,0.0,0.0,False
G0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,colon,0.15,colon,0.15,0.0,0.0,0.0,0.0,False
G0120,1807.379999997,2264.060000004,33.0,0.0,0.0,0.0,1807.379999997,2264.060000004,0.15,colon,0.15,colon,0.15,271.10699999955,339.60900000059996,68.50200000104996,0.0,False
G0121,79982046.58121292,79982046.58121292,304855.0,0.0,0.0,0.0,79982046.58121292,79982046.58121292,0.15,colon,0.15,colon,0.15,11997306.987181937,11997306.987181937,0.0,0.0,False
G0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,colon,0.15,colon,0.15,0.0,0.0,0.0,0.0,False
G0123,1058717.849980536,1058717.849980536,53376.0,0.0,0.0,0.0,1058717.849980536,1058717.849980536,0.2,cerv,0.2,cerv,0.2,211743.5699961072,211743.5699961072,0.0,0.0,False
G0124,803037.320001878,810519.490005911,35402.0,0.0,0.0,0.0,803037.320001878,810519.490005911,0.2,cerv,0.2,cerv,0.2,160607.4640003756,162103.8980011822,1496.434000806621,0.0,False
G0141,40227.539999415,40227.539999415,1781.0,0.0,0.0,0.0,40227.539999415,40227.539999415,0.2,cerv,0.2,cerv,0.2,8045.507999883001,8045.507999883001,0.0,0.0,False
G0143,6600.990000000001,6600.990000000001,249.0,0.0,0.0,0.0,6600.990000000001,6600.990000000001,0.2,cerv,0.2,cerv,0.2,1320.1980000000003,1320.1980000000003,0.0,0.0,False
G0144,37962.29,37962.29,881.0,0.0,0.0,0.0,37962.29,37962.29,0.2,cerv,0.2,cerv,0.2,7592.4580000000005,7592.4580000000005,0.0,0.0,False
G0145,8905399.020172995,8905399.020172995,343184.0,0.0,0.0,0.0,8905399.020172995,8905399.020172995,0.2,cerv,0.2,cerv,0.2,1781079.804034599,1781079.804034599,0.0,0.0,False
G0147,949.76,949.76,56.0,0.0,0.0,0.0,949.76,949.76,0.2,cerv,0.2,cerv,0.2,189.952,189.952,0.0,0.0,False
G0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,cerv,0.2,cerv,0.2,0.0,0.0,0.0,0.0,False
G0202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,cncr,0.1,cncr,0.1,0.0,0.0,0.0,0.0,False
G0289,156350.50000039997,195854.30999987,2408.0,0.0,0.0,0.0,156350.50000039997,195854.30999987,0.55,arth,0.65,arth,0.65,101627.82500025998,127305.3014999155,25677.476499655517,15635.050000039992,True
G0290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,pci,0.45,pci,0.45,0.0,0.0,0.0,0.0,True
G0328,6214294.790201975,6214294.790201975,352524.0,0.0,0.0,0.0,6214294.790201975,6214294.790201975,0.15,colon,0.15,colon,0.15,932144.2185302962,932144.2185302962,0.0,0.0,False
P3000,16184.44000036,16184.44000036,955.0,0.0,0.0,0.0,16184.44000036,16184.44000036,0.2,cerv,0.2,cerv,0.2,3236.888000072,3236.888000072,0.0,0.0,False
P3001,16359.410000082,16459.08000015,747.0,0.0,0.0,0.0,16359.410000082,16459.08000015,0.2,cerv,0.2,cerv,0.2,3271.8820000164,3291.81600003,19.93400001359987,0.0,False
Q0091,16519193.840126762,16519193.840126762,394388.0,0.0,0.0,0.0,16519193.840126762,16519193.840126762,0.2,cerv,0.2,cerv,0.2,3303838.7680253526,3303838.7680253526,0.0,0.0,False
