hcpcs_cd,phys_paid,phys_alowd,phys_srvcs,hopd_paid,hopd_alowd,hopd_srvcs,combined_paid,combined_alowd,low_value_share_pass1,primary_measure,max_share_v2,primary_measure_v2,low_value_share_v2,lv_paid_v2,lv_alowd_v2,patient_oop_v2,delta_v_pass1_dedup,share_changed,weighted_commercial_mult,weighted_medicaid_mult,ma_eq,comm_eq,medicaid_eq
72220,1414437.9700247904,1935567.3200197152,116288.0,0.0,0.0,0.0,1414437.9700247904,1935567.3200197152,0.5,backscan,0.5,backscan,0.5,707218.9850123952,967783.6600098576,260564.67499746243,0.0,False,1.5394170216702063,0.6909564065891208,677876.9207406044,707658.213324665,146597.24656673096
73620,6230728.510010165,8424283.63985316,409320.0,0.0,0.0,0.0,6230728.510010165,8424283.63985316,0.35,plant,0.35,plant,0.35,2180754.978503558,2948499.273948606,767744.2954450483,0.0,False,1.472413051391737,0.7244024706404654,2090276.8464167083,2087131.8599534947,473923.28828684165
73630,47757559.80077816,65128830.37026359,2645833.0,0.0,0.0,0.0,47757559.80077816,65128830.37026359,0.35,plant,0.35,plant,0.35,16715145.930272354,22795090.629592255,6079944.699319901,0.0,False,1.4899960188399337,0.7276287269438514,16021645.19486744,16188575.578782314,3648726.106177431
73650,895741.8799906881,1239751.3199847466,64854.0,0.0,0.0,0.0,895741.8799906881,1239751.3199847466,0.35,plant,0.35,plant,0.35,313509.6579967408,433912.9619946613,120403.30399792054,0.0,False,1.4870517542826749,0.71937006277476,300502.3423990037,303033.30649059964,67658.83870608268
73718,14931624.399720589,19435216.410340093,148791.0,0.0,0.0,0.0,14931624.399720589,19435216.410340093,0.35,plant,0.35,plant,0.35,5226068.539902206,6802325.743619032,1576257.2037168266,0.0,False,1.5690881994991333,0.6948983615098855,5009242.291970094,5330105.609227241,1089475.9396549207
73719,96022.00000110001,124336.439998985,995.0,0.0,0.0,0.0,96022.00000110001,124336.439998985,0.35,plant,0.35,plant,0.35,33607.700000385004,43517.75399964475,9910.053999259748,0.0,False,1.690388879357882,0.644642818172715,32213.33797909244,36926.553521940354,6499.488732165403
73720,7786325.910073847,10042501.379887242,65871.0,0.0,0.0,0.0,7786325.910073847,10042501.379887242,0.35,plant,0.35,plant,0.35,2725214.068525846,3514875.4829605343,789661.4144346882,0.0,False,1.7177775987474393,0.6358541333460745,2612146.676321051,3042852.591158294,519851.5889175095
75552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
75553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
75554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
75555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
75556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
75557,279172.360000124,364504.7899916,2776.0,0.0,0.0,0.0,279172.360000124,364504.7899916,0.4,preopst,0.5,preopst,0.5,139586.180000062,182252.3949958,42666.21499573797,27917.236000012403,True,1.8837290142594645,0.5755465511526171,133794.83848942118,170912.64921624467,24101.50334628123
75558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
75559,2551.9700000000003,3326.84,25.0,0.0,0.0,0.0,2551.9700000000003,3326.84,0.4,preopst,0.5,preopst,0.5,1275.9850000000001,1663.42,387.43499999999995,255.197,True,1.9153960386139435,0.5677315308160181,1223.0451968085108,1588.6107993150285,217.32507520448306
75560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
75561,5799639.620005678,7503713.35012854,47770.0,0.0,0.0,0.0,5799639.620005678,7503713.35012854,0.4,preopst,0.5,preopst,0.5,2899819.810002839,3751856.67506427,852036.8650614307,579963.9620005679,True,1.836353614171971,0.593627608052102,2779508.137034637,3461311.482555025,516423.9292782259
75562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
75563,713182.90998108,930925.92001356,4954.0,0.0,0.0,0.0,713182.90998108,930925.92001356,0.4,preopst,0.5,preopst,0.5,356591.45499054,465462.96000678,108871.50501624,71318.29099810799,True,1.8240371351436058,0.6004233934512935,341796.70313454955,422783.4363854625,64231.75544434626
75564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
75574,21129107.46020018,27424422.5302815,171670.0,0.0,0.0,0.0,21129107.46020018,27424422.5302815,0.4,preopst,0.5,preopst,0.5,10564553.73010009,13712211.26514075,3147657.53504066,2112910.746020017,True,1.7463597076038901,0.6305092742932012,10126237.139170406,11992182.125991067,1998314.731679082
75940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,ivc,0.55,ivc,0.55,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
75960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,renlstent,0.7,renlstent,0.7,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
75966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,renlstent,0.7,renlstent,0.7,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
76070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,bmd,0.3,bmd,0.3,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
76071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,bmd,0.3,bmd,0.3,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
76075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,bmd,0.3,bmd,0.3,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
76076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,bmd,0.3,bmd,0.3,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
76078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,bmd,0.3,bmd,0.3,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
76880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,plant,0.35,plant,0.35,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
76881,7193882.000015528,9402016.050041791,182058.0,0.0,0.0,0.0,7193882.000015528,9402016.050041791,0.35,plant,0.35,plant,0.35,2517858.7000054345,3290705.6175146266,772846.9175091921,0.0,False,1.450932730963012,0.7353927674967097,2413394.34968606,2374608.339855612,555484.5232687992
76882,8947488.380031785,11916771.959983937,327808.0,0.0,0.0,0.0,8947488.380031785,11916771.959983937,0.35,plant,0.35,plant,0.35,3131620.9330111244,4170870.185994378,1039249.2529832534,0.0,False,1.6961302782287428,0.6491736930828474,3001691.979407472,3452564.104869824,609889.7779255152
76977,3642.8500000271997,3642.8500000271997,548.0,0.0,0.0,0.0,3642.8500000271997,3642.8500000271997,0.3,bmd,0.3,bmd,0.3,1092.8550000081598,1092.8550000081598,0.0,0.0,False,1.3997604046202505,0.7434261749174458,1047.5131436248428,994.3278520517457,243.73710371864144
77057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,cncr,0.1,cncr,0.1,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
77078,569089.639995478,569089.639995478,10744.0,0.0,0.0,0.0,569089.639995478,569089.639995478,0.3,bmd,0.3,bmd,0.3,170726.89199864338,170726.89199864338,0.0,0.0,False,1.4982826811625596,0.7244404519497369,163643.54222423158,166268.1445686808,37104.44003984134
77079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,bmd,0.3,bmd,0.3,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
77080,61448706.730362944,61448716.1404316,2831498.0,0.0,0.0,0.0,61448706.730362944,61448716.1404316,0.3,bmd,0.3,bmd,0.3,18434612.019108884,18434614.84212948,2.8230205960571766,0.0,False,1.5496280195361634,0.7053487080659507,17669771.73320969,18568414.354158014,3900848.93141265
77081,2331786.299991619,2331786.299991619,110683.0,0.0,0.0,0.0,2331786.299991619,2331786.299991619,0.3,bmd,0.3,bmd,0.3,699535.8899974857,699535.8899974857,0.0,0.0,False,1.5283133935797808,0.7132197953617962,670512.5924337603,694921.5454823913,149676.85329367162
77083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,bmd,0.3,bmd,0.3,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
78350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,bmd,0.3,bmd,0.3,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
78351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,bmd,0.3,bmd,0.3,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0
78451,2117075.630001984,2764125.060013422,22185.0,0.0,0.0,0.0,2117075.630001984,2764125.060013422,0.4,preopst,0.5,preopst,0.5,1058537.815000992,1382062.530006711,323524.71500571887,211707.56300019834,True,1.6736829950493086,0.6568433960264464,1014619.756719036,1151576.8813794774,208588.07196829974
78452,251875907.60094687,322548979.41937274,1336466.0,0.0,0.0,0.0,251875907.60094687,322548979.41937274,0.4,preopst,0.5,preopst,0.5,125937953.80047344,161274489.70968637,35336535.90921293,25187590.760094687,True,1.5197135365011636,0.7158232915386574,120712868.48321977,124403248.54739447,27044796.18572948
78453,33815.659999507,44207.66000040899,860.0,0.0,0.0,0.0,33815.659999507,44207.66000040899,0.4,preopst,0.5,preopst,0.5,16907.8299997535,22103.830000204496,5196.000000450997,3381.565999950699,True,1.9873223885028415,0.5346365855346309,16206.334925295645,21840.850914681578,2711.863349960463
78454,231915.43000011,310375.100000125,4739.0,0.0,0.0,0.0,231915.43000011,310375.100000125,0.4,preopst,0.5,preopst,0.5,115957.715000055,155187.5500000625,39229.8350000075,23191.54300001099,True,2.0687474170061044,0.5088225087173955,111146.7034202655,155926.69520239098,17700.568635439427
78460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
78461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
78464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
78465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,preopst,0.5,preopst,0.5,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
78472,746436.340005408,965339.3000040661,9424.0,0.0,0.0,0.0,746436.340005408,965339.3000040661,0.4,preopst,0.5,preopst,0.5,373218.170002704,482669.65000203304,109451.47999932902,74643.63400054077,True,1.59643273196249,0.6867639944809508,357733.58635365573,387281.50679104764,76893.84037317827
78473,41331.929999515996,53478.81000058501,344.0,0.0,0.0,0.0,41331.929999515996,53478.81000058501,0.4,preopst,0.5,preopst,0.5,20665.964999757998,26739.405000292503,6073.440000534505,4133.1929999516,True,1.5694315508615253,0.6964225962833093,19808.54730295953,21081.981374753126,4317.673499949439
78481,85766.18000078,110156.18000146,716.0,0.0,0.0,0.0,85766.18000078,110156.18000146,0.4,preopst,0.5,preopst,0.5,42883.09000039,55078.09000073,12195.000000339998,8576.618000078,True,1.4464719636574697,0.7438069411509293,41103.897968458936,40318.97181036668,9569.022000087027
78483,8145.200000067,10237.530000045,141.0,0.0,0.0,0.0,8145.200000067,10237.530000045,0.4,preopst,0.5,preopst,0.5,4072.6000000335,5118.7650000225,1046.1649999890005,814.5200000066998,True,2.0844315670578992,0.5,3903.6304255640257,5517.886400045388,610.890000005025
78491,124065.150000654,156654.519999182,231.0,0.0,0.0,0.0,124065.150000654,156654.519999182,0.4,preopst,0.5,preopst,0.5,62032.575000327,78327.259999591,16294.684999263998,12406.515000065396,True,1.446892215098277,0.7434234956391863,59458.883058824074,58340.39240280754,13834.94212507293
78492,104906262.94319409,131983052.70442489,100344.0,0.0,0.0,0.0,104906262.94319409,131983052.70442489,0.4,preopst,0.5,preopst,0.5,52453131.471597046,65991526.352212444,13538394.880615398,10490626.294319406,True,1.4325799271343382,0.7490266833520955,50276884.52756271,48843147.120006435,11786638.529280527
81240,516724.97999861004,516724.97999861004,8035.0,0.0,0.0,0.0,516724.97999861004,516724.97999861004,0.35,hyperco,0.35,hyperco,0.35,180853.74299951352,180853.74299951352,0.0,0.0,False,1.001670059385224,0.8496116140964595,173350.2366410231,117751.25666873578,46096.63215156088
81241,1551127.5600090001,1551127.5600090001,21587.0,0.0,0.0,0.0,1551127.5600090001,1551127.5600090001,0.35,hyperco,0.35,hyperco,0.35,542894.64600315,542894.64600315,0.0,0.0,False,1.0020769693537912,0.8495169838712113,520370.29366897687,353614.4440044033,138359.4666697275
82270,566156.7800052505,566156.7800052505,132660.0,0.0,0.0,0.0,566156.7800052505,566156.7800052505,0.15,colon,0.15,colon,0.15,84923.51700078757,84923.51700078757,0.0,0.0,False,1.3969428186845234,0.7575015090493837,81400.09448692513,77111.6431875941,19298.907684563274
82652,6197808.480000336,6197808.480000336,164562.0,0.0,0.0,0.0,6197808.480000336,6197808.480000336,0.35,vitd,0.35,vitd,0.35,2169232.968000117,2169232.968000117,0.0,0.0,False,1.43,0.7,2079232.8767745805,2016302.043756109,455538.9232800246
83090,4452943.689896139,4452943.689896139,253867.0,0.0,0.0,0.0,4452943.689896139,4452943.689896139,0.75,homocy,0.75,homocy,0.75,3339707.7674221043,3339707.7674221043,0.0,0.0,False,1.0524312235757953,0.837786109319502,3201145.423880124,2284628.2758348617,839388.2330198055
83970,69721721.9803886,69721721.9803886,1728163.0,0.0,0.0,0.0,69721721.9803886,69721721.9803886,0.4,pth,0.4,pth,0.4,27888688.79215544,27888688.79215544,0.0,0.0,False,1.0859889438203916,0.8298601622571257,26731604.895459633,19686424.995853513,6943113.541858979
84152,154716.499998646,154716.499998646,8618.0,0.0,0.0,0.0,154716.499998646,154716.499998646,0.8,psa,0.8,psa,0.8,123773.19999891681,123773.19999891681,0.0,0.0,False,1.1685999154963582,0.8107665103370929,118637.92893513197,94016.87818864123,30105.349630913053
84153,57487009.12157839,57487049.58141823,3197288.0,0.0,0.0,0.0,57487009.12157839,57487049.58141823,0.8,psa,0.8,psa,0.8,45989607.29726271,45989639.66513459,32.36787187308073,0.0,False,1.126412398205589,0.8205370837428766,44081527.84556778,33672121.50135791,11320853.476252818
84154,8546011.539778912,8546011.539778912,474976.0,0.0,0.0,0.0,8546011.539778912,8546011.539778912,0.8,psa,0.8,psa,0.8,6836809.2318231305,6836809.2318231305,0.0,0.0,False,1.0671025233447027,0.8343569896327522,6553154.380715576,4742124.648888134,1711301.8708072067
84480,8135039.159932447,8135039.159932447,586129.0,0.0,0.0,0.0,8135039.159932447,8135039.159932447,0.5,t3,0.5,t3,0.5,4067519.5799662233,4067519.5799662233,0.0,0.0,False,1.0872351861900125,0.829466608375371,3898760.788882519,2874527.7651064643,1012161.5011484991
84481,24624052.520419665,24624055.91050378,1486987.0,0.0,0.0,0.0,24624052.520419665,24624055.91050378,0.5,t3,0.5,t3,0.5,12312026.260209832,12312027.95525189,1.6950420569628477,0.0,False,1.0888959981781574,0.8291513545328376,11801208.149413895,8714235.480734468,3062559.9752090545
85300,180216.399992493,180216.399992493,15551.0,0.0,0.0,0.0,180216.399992493,180216.399992493,0.35,hyperco,0.35,hyperco,0.35,63075.73999737255,63075.73999737255,0.0,0.0,False,1.0050529026802102,0.8487986578276143,60458.767805992204,41206.39612248998,16061.581035376017
85303,220743.01999559198,220743.01999559198,16307.0,0.0,0.0,0.0,220743.01999559198,220743.01999559198,0.35,hyperco,0.35,hyperco,0.35,77260.05699845719,77260.05699845719,0.0,0.0,False,1.004831325127448,0.8488572225812968,74054.58654852121,50461.66154456824,19674.827220054915
85306,321783.14000574604,321783.14000574604,21471.0,0.0,0.0,0.0,321783.14000574604,321783.14000574604,0.35,hyperco,0.35,hyperco,0.35,112624.0990020111,112624.0990020111,0.0,0.0,False,1.0037436560631554,0.8490758854774069,107951.39702214045,73479.72118051331,28687.921975868314
85613,508808.450001688,508808.450001688,54302.0,0.0,0.0,0.0,508808.450001688,508808.450001688,0.35,hyperco,0.35,hyperco,0.35,178082.95750059077,178082.95750059077,0.0,0.0,False,1.0038665932749362,0.8490892681572391,170694.40926386413,116201.49571318815,45362.49841663599
86147,5767292.879900753,5767292.879900753,231766.0,0.0,0.0,0.0,5767292.879900753,5767292.879900753,0.35,hyperco,0.35,hyperco,0.35,2018552.5079652632,2018552.5079652632,0.0,0.0,False,1.0413913968574604,0.8403560130306038,1934804.0528475558,1366367.090335049,508890.8213059844
92920,6555008.97005974,8243854.7099993,18433.0,24667125.11999992,30729972.989999935,5608.0,31222134.09005966,38973827.699999236,0.4,pci,0.45,pci,0.45,14049960.340526847,17538222.464999657,3488262.12447281,1561106.704502983,True,1.9665149356420948,0.5154447317731974,13467036.454058181,17959146.95563634,2172593.4117440763
92924,693308.72999316,871105.68000495,1531.0,5989354.989999995,6947962.099999983,603.0,6682663.7199931545,7819067.780004933,0.4,pci,0.45,pci,0.45,3007198.6739969198,3518580.5010022195,511381.82700529974,334133.18599965796,True,2.0460406305167633,0.5016219745313056,2882431.9205013034,3999352.9361719913,452543.08099747763
92928,81689281.20950831,102840851.25011106,192204.0,30221746.360000007,35775890.86999968,3535.0,111911027.56950831,138616742.12011075,0.4,pci,0.45,pci,0.45,50359962.406278744,62377533.95404984,12017571.547771096,5595551.378475413,True,2.0221072288140847,0.506002754317257,48270559.710699104,66191608.61595217,7644683.905467169
92933,6627529.4299539905,8327822.709972749,13480.0,4085783.759999976,4527050.219999995,278.0,10713313.189953966,12854872.929972745,0.4,pci,0.45,pci,0.45,4820990.935479285,5784692.818487735,963701.8830084503,535665.6594976988,True,2.046259919094329,0.5004945521389189,4620971.098794507,6412250.339032418,723863.9097355478
92937,4545184.28995555,5722178.35004757,10999.0,5172782.230000008,6131821.359999963,602.0,9717966.519955557,11853999.710047532,0.4,pci,0.45,pci,0.45,4373084.933980001,5334299.86952139,961214.9355413886,485898.3259977782,True,2.0429784699409566,0.5008737922520503,4191648.43139998,5807176.9387738025,657109.090416861
92943,3497487.57001728,4407204.89998476,7092.0,9114352.929999994,10749253.219999904,1027.0,12611840.500017274,15156458.119984664,0.4,pci,0.45,pci,0.45,5675328.225007773,6820406.153993099,1145077.9289853256,630592.0250008637,True,2.060333314029977,0.5004785672147357,5439862.479502133,7600494.076524787,852114.041557572
92980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,pci,0.45,pci,0.45,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
92982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,pci,0.45,pci,0.45,0.0,0.0,0.0,0.0,True,1.43,0.7,0.0,0.0,0.0
93015,41816852.870036095,53501292.02989476,816403.0,0.0,0.0,0.0,41816852.870036095,53501292.02989476,0.4,preopst,0.5,preopst,0.5,20908426.435018048,26750646.01494738,5842219.579929333,4181685.2870036084,True,1.4300806591359283,0.7499678508868413,20040949.16803326,19435478.56749569,4704194.291668831
93016,11915863.409762004,15762198.089954257,771492.0,0.0,0.0,0.0,11915863.409762004,15762198.089954257,0.4,preopst,0.5,preopst,0.5,5957931.704881002,7881099.0449771285,1923167.3400961263,1191586.3409762,True,1.9399315709649978,0.5559384790496122,5710740.921380621,7512686.87776878,993673.0470879022
93017,1766216.1200338202,2268667.109974356,75972.0,0.0,0.0,0.0,1766216.1200338202,2268667.109974356,0.4,preopst,0.5,preopst,0.5,883108.0600169101,1134333.554987178,251225.49497026787,176621.61200338195,True,1.4299943018782422,0.7500013251445948,846468.4702928044,820845.6709485046,198699.6645775665
93018,9525099.869935222,12519297.269685522,915320.0,0.0,0.0,0.0,9525099.869935222,12519297.269685522,0.4,preopst,0.5,preopst,0.5,4762549.934967611,6259648.634842761,1497098.6998751499,952509.9869935219,True,1.9477257754155897,0.5529973934794883,4564954.778091296,6029491.822276167,790103.3101058987
93303,1070355.099988332,1451514.60000471,12159.0,0.0,0.0,0.0,1070355.099988332,1451514.60000471,0.5,preopec,0.5,preopec,0.5,535177.549994166,725757.300002355,190579.750008189,0.0,False,1.618105112548743,0.6769837309324113,512973.37504759966,562882.7943484659,108691.94835189526
93304,60477.529999477,82416.520001018,1517.0,0.0,0.0,0.0,60477.529999477,82416.520001018,0.5,preopec,0.5,preopec,0.5,30238.7649997385,41208.260000509,10969.495000770497,0.0,False,1.7571977286588016,0.6182263297830526,28984.17794123872,34538.06796374205,5608.320210888169
93306,579660097.00476,772148355.1176388,6741204.0,0.0,0.0,0.0,579660097.00476,772148355.1176388,0.5,preopec,0.5,preopec,0.5,289830048.50238,386074177.5588194,96244129.0564394,0.0,False,1.6380480410439016,0.6652078133173227,277805184.78791964,308591103.07023865,57839163.83937653
93307,976755.22999599,1281308.4400087679,21507.0,0.0,0.0,0.0,976755.22999599,1281308.4400087679,0.5,preopec,0.5,preopec,0.5,488377.614997995,640654.2200043839,152276.6050063889,0.0,False,1.7724137799361475,0.6070889324576588,468115.1394821208,562644.689512618,88946.59347760509
93308,13106911.840059169,16997732.959837116,546726.0,0.0,0.0,0.0,13106911.840059169,16997732.959837116,0.5,preopec,0.5,preopec,0.5,6553455.920029584,8498866.479918558,1945410.5598889738,0.0,False,1.872453408651989,0.574434423200612,6281557.216964528,7976176.56934147,1129359.201417849
93312,27019971.25997517,34357636.880045995,325566.0,0.0,0.0,0.0,27019971.25997517,34357636.880045995,0.5,preopec,0.5,preopec,0.5,13509985.629987584,17178818.440022998,3668832.810035413,0.0,False,2.0431861783293996,0.5032311612473178,12949464.949594485,17942220.340602636,2039593.7271039684
93315,145544.230000014,184764.19999698,1464.0,0.0,0.0,0.0,145544.230000014,184764.19999698,0.5,preopec,0.5,preopec,0.5,72772.115000007,92382.09999849,19609.984998482993,0.0,False,2.0392577560408687,0.5055719066770404,69752.84639894289,96460.71495922052,11037.461080042318
93318,81478.51000024399,104279.11000288,1028.0,0.0,0.0,0.0,81478.51000024399,104279.11000288,0.5,preopec,0.5,preopec,0.5,40739.25500012199,52139.55500144,11400.300001318006,0.0,False,2.0132946557995375,0.5044561335885489,39049.00931394672,53313.08084245013,6165.35011879185
93350,3975133.670000453,5336302.300000748,66021.0,0.0,0.0,0.0,3975133.670000453,5336302.300000748,0.4,preopst,0.5,preopst,0.5,1987566.8350002265,2668151.150000374,680584.3150001473,397513.36700004525,True,1.846909731848599,0.5934503582369292,1905103.955675749,2386056.7446699343,353856.67507521715
93351,25378298.18954325,33673205.74997141,177820.0,0.0,0.0,0.0,25378298.18954325,33673205.74997141,0.4,preopst,0.5,preopst,0.5,12689149.094771625,16836602.874985706,4147453.7802140806,2537829.8189543243,True,1.51498258584903,0.7181175800015096,12162684.39828642,12495495.940083647,2733690.3120647236
93503,3341003.1800000397,4191851.5900151543,48382.0,47866.55999999997,60077.39999999987,37.0,3388869.74000004,4251928.990015154,0.55,rhcath,0.55,rhcath,0.55,1863878.357000022,2338560.9445083346,474682.58750831266,0.0,False,2.002787678852746,0.5001125261191236,1786547.233677681,2426419.1953819636,279644.6740494128
93880,163248806.45602468,216412238.50956157,1721858.0,0.0,0.0,0.0,163248806.45602468,216412238.50956157,0.55,ctdsync,0.55,ctdsync,0.55,89786843.55081359,119026731.18025887,29239887.629445285,0.0,False,1.4962656600603692,0.7228485717897983,86061644.72264154,87324230.97469188,19470687.4878659
93882,1680822.319996844,2284272.080014896,28412.0,0.0,0.0,0.0,1680822.319996844,2284272.080014896,0.55,ctdsync,0.55,ctdsync,0.55,924452.2759982643,1256349.644008193,331897.3680099286,0.0,False,1.5006592102980167,0.7214482387985042,886097.3411430174,901737.0845975437,200083.33991166492
94010,13592536.019744104,18124491.33019498,844050.0,0.0,0.0,0.0,13592536.019744104,18124491.33019498,0.5,pft,0.5,pft,0.5,6796268.009872052,9062245.66509749,2265977.655225438,0.0,False,1.4880142767912796,0.7275983586441661,6514295.188185872,6573413.487933156,1483486.0346666274
95812,2702851.799972608,3460499.97996643,20153.0,0.0,0.0,0.0,2702851.799972608,3460499.97996643,0.55,eeg,0.55,eeg,0.55,1486568.4899849347,1903274.9889815366,416706.4989966019,0.0,False,1.5432373784463094,0.702846941808199,1424891.7122089642,1491183.2385874058,313449.03509230306
95813,3958653.43000812,5065109.529978749,25689.0,0.0,0.0,0.0,3958653.43000812,5065109.529978749,0.55,eeg,0.55,eeg,0.55,2177259.386504466,2785810.2414883124,608550.8549838462,0.0,False,1.6015548601819412,0.6790819488141386,2086926.28429843,2266550.2290164367,443561.2641783986
95816,46503879.76045576,59082764.22007292,276691.0,0.0,0.0,0.0,46503879.76045576,59082764.22007292,0.55,eeg,0.55,eeg,0.55,25577133.868250668,32495520.32104011,6918386.452789441,0.0,False,1.5060627965339513,0.7165949918228756,24515954.909887083,25038500.344611548,5498533.810551504
95819,27928619.039854027,35638132.19022598,155392.0,0.0,0.0,0.0,27928619.039854027,35638132.19022598,0.55,eeg,0.55,eeg,0.55,15360740.471919715,19600972.70462429,4240232.232704576,0.0,False,1.500787957484967,0.715182658799614,14723433.15446773,14984589.306900887,3295720.563551514
95822,951625.740003372,1210916.120006376,20713.0,0.0,0.0,0.0,951625.740003372,1210916.120006376,0.55,eeg,0.55,eeg,0.55,523394.1570018546,666003.8660035068,142609.7090016522,0.0,False,1.9782241903166735,0.512066325124843,501678.86750922457,673004.1385934566,80403.75677032644
95827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,eeg,0.55,eeg,0.55,0.0,0.0,0.0,0.0,False,1.43,0.7,0.0,0.0,0.0
95830,7601.19000002,9508.49999998,19.0,0.0,0.0,0.0,7601.19000002,9508.49999998,0.55,eeg,0.55,eeg,0.55,4180.654500011001,5229.674999989001,1049.0204999779999,0.0,False,1.4559048937033237,0.7386382045160861,4007.2018133084175,3956.312974541745,926.3973400770664
95957,5950095.42999434,7487916.64006022,28992.0,0.0,0.0,0.0,5950095.42999434,7487916.64006022,0.55,eeg,0.55,eeg,0.55,3272552.486496887,4118354.1520331213,845801.6655362342,0.0,False,1.4479081034048538,0.7358498922447337,3136776.372695421,3079930.921610755,722432.2183661909
C9600,17643785.139845997,22150332.759969,3798.0,722523460.6599998,854093233.769993,83141.0,740167245.7998458,876243566.529962,0.4,pci,0.45,pci,0.45,333075260.60993063,394309604.9384829,61234344.328552246,37008362.28999227,True,1.25,0.65,319256180.6484548,270623649.24556863,64949675.81893647
