hcpcs_cd,max_share,max_share_measure,n_measures,phys_paid,phys_alowd,phys_srvcs,hopd_paid,hopd_alowd,hopd_srvcs,combined_paid,combined_alowd,lv_paid,lv_alowd,patient_oop
70552,0.6,sync,2,1576740.420002717,2030567.0600106982,18188.0,0.0,0.0,0.0,1576740.420002717,2030567.0600106982,946044.2520016301,1218340.236006419,272295.9840047888
70553,0.6,sync,2,127000756.32868977,165264874.26662523,1030414.0,0.0,0.0,0.0,127000756.32868977,165264874.26662523,76200453.79721385,99158924.55997513,22958470.76276128
71010,0.6,preopx,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71015,0.6,preopx,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71020,0.6,preopx,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71021,0.6,preopx,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71022,0.6,preopx,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023,0.6,preopx,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030,0.6,preopx,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71034,0.6,preopx,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71035,0.6,preopx,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72010,0.5,backscan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72020,0.5,backscan,1,989835.1100012145,1303871.630019847,101545.0,0.0,0.0,0.0,989835.1100012145,1303871.630019847,494917.5550006073,651935.8150099235,157018.26000931626
72052,0.5,backscan,1,1654179.280009194,2254010.050011766,60903.0,0.0,0.0,0.0,1654179.280009194,2254010.050011766,827089.640004597,1127005.025005883,299915.38500128605
72100,0.5,backscan,1,29801670.310270667,41047242.670189336,1679681.1,0.0,0.0,0.0,29801670.310270667,41047242.670189336,14900835.155135334,20523621.335094668,5622786.179959334
72110,0.5,backscan,1,19454029.350277793,26683040.109912977,790496.0,0.0,0.0,0.0,19454029.350277793,26683040.109912977,9727014.675138896,13341520.054956488,3614505.379817592
72114,0.5,backscan,1,2692712.7299751337,3657186.44000868,90596.0,0.0,0.0,0.0,2692712.7299751337,3657186.44000868,1346356.3649875668,1828593.22000434,482236.8550167731
72120,0.5,backscan,1,902522.4900037653,1210597.849984712,46315.0,0.0,0.0,0.0,902522.4900037653,1210597.849984712,451261.24500188266,605298.924992356,154037.67999047332
