hcpcs,category,OPPS_rate,PFS_office_rate,HOPD_prof_fee,HOPD_total,differential,HOPD_volume,eligible,eligibility_share,savings,description,booked
76511,imaging,106.34,54.67,33.96,140.3,85.64,257,1,1.0,22009.027680000007,Oph us dx quan a-scan only,False
70015,imaging,790.06,158.82,54.34,844.4,685.58,32,1,1.0,21938.58576,Contrast x-ray of brain,False
76827,imaging,106.34,66.63,26.52,132.86,66.23,326,1,1.0,21591.09084,Echo exam of fetal heart,False
76821,imaging,106.34,85.07,32.02,138.36,53.29,404,1,1.0,21529.862960000006,Middle cerebral artery echo,False
78701,imaging,401.83,199.25,22.32,424.15,224.89,86,1,1.0,19340.939469999998,Kidney imaging with flow,False
72255,imaging,790.06,102.86,41.4,831.46,728.6,26,1,1.0,18943.6429,Myelography thoracic spine,False
73219,imaging,357.13,324.44,73.75,430.88,106.44,174,1,1.0,18521.364750000004,Mri upper extremity w/dye,False
78265,imaging,401.83,342.23,43.67,445.5,103.27,179,1,1.0,18485.653094999994,Gastric emptying imag study,False
78075,imaging,1305.48,384.92,33.96,1339.44,954.52,19,1,1.0,18135.889025,Adrenal cortex & medulla img,False
70328,imaging,88.05,33.32,8.41,96.46,63.14,277,1,1.0,17490.665015,X-ray exam of jaw joint,False
78216,imaging,401.83,131.65,26.2,428.03,296.38,59,1,1.0,17486.44419,Lvr&spleen img w/vasc flow,False
77053,imaging,241.72,52.08,16.5,258.22,206.14,83,1,1.0,17109.524550000002,X-ray of mammary duct,False
77072,imaging,106.34,24.91,8.73,115.07,90.17,188,1,1.0,16951.349000000002,Bone age studies,False
76813,imaging,106.34,109.98,53.7,160.04,50.06,331,1,1.0,16568.896789999995,Ob us nuchal meas 1 gest,False
76873,imaging,106.34,169.5,73.43,179.77,10.27,1580,1,1.0,16228.01409999995,Echograp trans r pros study,False
78231,imaging,401.83,100.92,20.05,421.88,320.96,50,1,1.0,16048.1875,Salivary glnd img serial img,False
70320,imaging,241.72,52.72,10.67,252.39,199.67,78,1,1.0,15574.2249,Full mouth x-ray of teeth,False
78468,imaging,538.27,175.96,35.9,574.17,398.21,39,1,1.0,15530.176545,Heart infarct image (ef),False
78605,imaging,538.27,177.91,24.26,562.53,384.62,33,1,1.0,12692.596124999998,Brain image 4+ views,False
78445,imaging,401.83,166.26,22.64,424.47,258.21,48,1,1.0,12394.153919999997,Vascular flow imaging,False
78103,imaging,401.83,163.67,28.46,430.29,266.62,46,1,1.0,12264.59498,Bone marrow imaging mult,False
78660,imaging,401.83,127.45,20.38,422.21,294.76,40,1,1.0,11790.5234,Nuclear exam of tear flow,False
77078,imaging,88.05,97.04,11.32,99.37,2.33,5034,1,1.0,11738.155349999966,Ct bone density axial,False
73615,imaging,357.13,120.65,26.2,383.33,262.68,37,1,1.0,9719.094140000001,Contrast x-ray of ankle,False
77046,imaging,241.72,208.63,65.66,307.38,98.75,97,1,1.0,9578.60159,Mri breast c- unilateral,False
78740,imaging,401.83,202.81,25.88,427.71,224.89,42,1,1.0,9445.57509,Ureteral reflux study,False
70120,imaging,106.34,37.2,8.41,114.75,77.55,121,1,1.0,9383.745415,X-ray exam of mastoids,False
76828,imaging,106.34,46.58,25.23,131.57,84.99,109,1,1.0,9264.05279,Echo exam of fetal heart,False
76506,imaging,106.34,106.1,29.11,135.45,29.36,315,1,1.0,9246.928950000007,Echo exam of head,False
78291,imaging,401.83,230.95,40.11,441.94,210.99,43,1,1.0,9072.382950000001,Leveen/shunt patency exam,False
78261,imaging,401.83,175.96,26.2,428.03,252.07,34,1,1.0,8570.23397,Gastric mucosa imaging,False
75559,imaging,548.3,363.9,131.0,679.3,315.41,25,1,1.0,7885.129999999999,Cardiac mri w/stress img,False
78232,imaging,401.83,99.3,18.11,419.94,320.64,22,1,1.0,7054.08627,Salivary gland function std,False
70310,imaging,241.72,39.46,7.76,249.48,210.02,32,1,1.0,6720.65376,X-ray exam of teeth,False
78015,imaging,401.83,202.81,30.73,432.56,229.75,29,1,1.0,6662.65198,Thyroid met imaging,False
77084,imaging,241.72,310.53,73.1,314.82,4.3,1480,1,1.0,6359.101200000018,Mri bone marrow blood supply,False
78262,imaging,401.83,216.07,31.05,432.88,216.81,28,1,1.0,6070.62456,Gastroesophageal reflux std,False
76826,imaging,241.72,149.12,37.52,279.24,130.12,43,1,1.0,5595.356725,Echo exam of fetal heart,False
74410,imaging,178.02,134.88,22.32,200.34,65.45,85,1,1.0,5563.605300000001,Urography nfs drip&/bolus,False
76120,imaging,106.34,106.42,18.11,124.45,18.03,306,1,1.0,5518.420830000007,Cine/video x-rays,False
74283,imaging,178.02,251.98,97.04,275.06,23.08,216,1,1.0,4985.337240000005,Ther nma rdctj intus/obstrcj,False
78140,imaging,401.83,106.1,23.29,425.12,319.02,15,1,1.0,4785.344399999999,Red cell sequestration,False
74290,imaging,178.02,80.87,14.88,192.9,112.03,41,1,1.0,4593.3587400000015,Contrast x-ray gallbladder,False
73085,imaging,357.13,95.1,24.91,382.04,286.94,16,1,1.0,4591.0095200000005,Contrast x-ray of elbow,False
70130,imaging,106.34,60.49,15.85,122.19,61.7,68,1,1.0,4195.72444,X-ray exam of mastoids,False
70390,imaging,241.72,109.65,17.47,259.19,149.53,28,1,1.0,4186.909300000001,X-ray exam of salivary duct,False
78230,imaging,401.83,157.2,20.38,422.21,265.0,12,1,1.0,3180.05166,Salivary gland imaging,False
70190,imaging,88.05,36.23,10.35,98.4,62.17,48,1,1.0,2984.2943999999998,X-ray exam of eye sockets,False
70350,imaging,88.05,17.14,8.41,96.46,79.32,33,1,1.0,2617.4426849999995,X-ray head for orthodontia,False
70300,imaging,88.05,12.94,4.85,92.9,79.96,31,1,1.0,2478.8646249999997,X-ray exam of teeth,False
70240,imaging,88.05,31.7,8.73,96.78,65.08,36,1,1.0,2343.02346,X-ray exam pituitary saddle,False
76529,imaging,88.05,81.51,30.08,118.13,36.62,56,1,1.0,2050.667640000001,Echo exam of eye,False
74415,imaging,178.02,144.91,22.32,200.34,55.43,28,1,1.0,1551.9494200000004,Urography nfs drip&/bls w/nf,False
76010,imaging,88.05,28.46,8.41,96.46,68.0,17,1,1.0,1155.9178899999997,X-ray nose to rectum,False
77076,imaging,106.34,103.83,32.35,138.69,34.85,15,1,1.0,522.8135249999998,Radex osseous survey infant,False
70370,imaging,88.05,99.63,14.56,102.61,2.98,167,1,1.0,497.44373500000324,Throat x-ray & fluoroscopy,False
