hsa,year,n_hospitals,hhi_pre,hhi_post,hhi_shift,concentrated_pre,concentrated_post
37080,2023,5,2354.8156956004755,4089.892984542213,1735.0772889417376,False,True
37081,2020,2,5266.2721893491125,10000.0,4733.7278106508875,True,True
37083,2022,2,5116.345877621373,10000.0,4883.654122378627,True,True
37085,2020,3,3559.3293672255277,6103.407247160628,2544.0778799351,True,True
37088,2019,45,878.937502629062,1422.3417504387141,543.4042478096521,False,False
37088,2024,49,818.8128315272576,1321.0273898410417,502.2145583137841,False,False
37091,2019,2,5138.88888888889,10000.0,4861.11111111111,True,True
37097,2024,2,5001.436368859523,10000.0,4998.563631140477,True,True
38013,2025,3,4282.662869348523,6710.573157707369,2427.9102883588466,True,True
38043,2019,28,674.8840575211916,869.8064008466406,194.922343325449,False,False
39003,2020,10,2638.533518495139,4485.427597525566,1846.8940790304268,True,True
39031,2025,5,4274.19504759072,7214.82748364069,2940.6324360499702,True,True
39037,2020,4,4609.408934478264,6983.026496040629,2373.617561562365,True,True
39063,2024,13,1865.955167060697,2862.8080509232645,996.8528838625675,False,True
39090,2021,10,1374.2739772608857,2152.7080777666256,778.4341005057399,False,False
39095,2020,92,220.25345336476434,283.85656289011115,63.60310952534681,False,False
39098,2020,50,447.2715995625885,620.2822421142209,173.01064255163243,False,False
39103,2023,9,2251.4255286474504,3587.91705893743,1336.4915302899794,False,True
39109,2023,10,1358.4951102758093,2055.5246757931704,697.0295655173611,False,False
39113,2025,2,5398.726283374355,10000.0,4601.273716625645,True,True
39118,2019,5,3117.908385588266,5101.626102667659,1983.7177170793934,True,True
39118,2020,5,3117.908385588266,5101.626102667659,1983.7177170793934,True,True
39118,2024,5,3117.908385588266,5101.626102667659,1983.7177170793934,True,True
4006,2021,2,5555.555555555556,10000.0,4444.444444444444,True,True
4010,2023,2,5001.922337562475,10000.0,4998.077662437525,True,True
4019,2022,2,5064.89344656305,10000.0,4935.10655343695,True,True
4024,2023,3,4520.742308905004,8983.829557227155,4463.08724832215,True,True
