ccn,hsanum,hrrnum,STATE_CD,ctrl_type,net_patient_revenue,commercial_share,commercial_revenue_bil,spend_at_risk_bil,fy
154071,15039,183,IN,5,7060769.0,0.4,0.003019826716076695,0.003019826716076695,2023
160001,16067,192,IA,2,72005880.0,0.4,0.030796260313658834,0.030796260313658834,2023
160005,16012,192,IA,1,61151382.0,0.4,0.02615389019080096,0.02615389019080096,2023
160013,16073,194,IA,2,63455326.0,0.4,0.02713926609582556,0.02713926609582556,2023
160016,16039,192,IA,2,161239541.0,0.4,0.06896068595357584,0.06896068595357584,2023
160028,16024,278,IA,1,113897349.0,0.4,0.0487128607946969,0.0487128607946969,2023
160029,16054,194,IA,1,77991779.0,0.4,0.03335637490173512,0.03335637490173512,2023
160030,16003,192,IA,12,244640831.0,0.4,0.10463065953538542,0.10463065953538542,2023
160032,16076,192,IA,1,37185398.0,0.4,0.015903856694411744,0.015903856694411744,2023
160033,16027,191,IA,2,481080078.0,0.4,0.20575357614966025,0.20575357614966025,2023
160040,16013,197,IA,1,40050936.0,0.4,0.01712942124812154,0.01712942124812154,2023
160045,16014,190,IA,2,419656181.0,0.4,0.17948313377062997,0.17948313377062997,2023
160047,16024,278,IA,2,137290422.0,0.4,0.058717865464376996,0.058717865464376996,2023
160057,16011,191,IA,2,360528109.0,0.4,0.15419459487412923,0.15419459487412923,2023
160058,16054,194,IA,10,2461402151.0,0.4,1.0527193248495232,1.0527193248495232,2023
160064,16068,195,IA,1,436866984.0,0.4,0.18684403776062497,0.18684403776062497,2023
160067,16106,197,IA,1,350534118.0,0.4,0.14992025577281748,0.14992025577281748,2023
160069,16032,193,IA,1,169310100.0,0.4,0.07241239067325625,0.07241239067325625,2023
160079,16014,190,IA,1,415281133.0,0.4,0.17761196551197178,0.17761196551197178,2023
160080,16021,191,IA,1,125210906.0,0.4,0.05355156627882428,0.05355156627882428,2023
160082,16031,192,IA,1,1017608771.0,0.4,0.43522202088466166,0.43522202088466166,2023
160083,16031,192,IA,1,954715731.0,0.4,0.4083232393996308,0.4083232393996308,2023
160089,16083,194,IA,4,83141647.0,0.4,0.035558926630968636,0.035558926630968636,2023
160101,16031,192,IA,9,212603045.0,0.4,0.09092838969951514,0.09092838969951514,2023
160104,16027,191,IA,2,94374311.0,0.4,0.04036303491434583,0.04036303491434583,2023
160110,16106,197,IA,2,325383456.0,0.4,0.13916354626502664,0.13916354626502664,2023
160112,16099,371,IA,8,117862182.0,0.4,0.05040858382687407,0.05040858382687407,2023
160117,16032,193,IA,2,134846999.0,0.4,0.05767283565897247,0.05767283565897247,2023
160124,16100,371,IA,9,66063751.0,0.4,0.028254865756695693,0.028254865756695693,2023
160146,16098,196,IA,2,209269672.0,0.4,0.08950273636911323,0.08950273636911323,2023
160147,16042,192,IA,2,63823285.0,0.4,0.027296638815230603,0.027296638815230603,2023
160153,16098,196,IA,2,174303033.0,0.4,0.07454782272959189,0.07454782272959189,2023
161300,16088,196,IA,1,5465855.0,0.4,0.0023376964966849057,0.0023376964966849057,2023
161301,16068,195,IA,12,53970818.0,0.4,0.023082828242208888,0.023082828242208888,2023
161302,16020,195,IA,12,90443509.0,0.4,0.03868186663151323,0.03868186663151323,2023
161303,16106,197,IA,9,34754130.0,0.4,0.014864025472013395,0.014864025472013395,2023
161304,16022,192,IA,1,24526784.0,0.4,0.010489882558492203,0.010489882558492203,2023
161305,16086,192,IA,8,17133778.0,0.4,0.0073279610976831454,0.0073279610976831454,2023
161306,16014,190,IA,2,48887964.0,0.4,0.02090893779159121,0.02090893779159121,2023
161307,16010,195,IA,9,32191450.0,0.4,0.013767990531802858,0.013767990531802858,2023
161308,16047,195,IA,9,27231249.0,0.4,0.0116465576543202,0.0116465576543202,2023
161309,16069,278,IA,1,36750417.0,0.4,0.015717819274863567,0.015717819274863567,2023
161310,16041,192,IA,9,18014045.0,0.4,0.007704443291602913,0.007704443291602913,2023
161311,16050,371,IA,13,15184910.0,0.4,0.006494447970075238,0.006494447970075238,2023
161312,16045,193,IA,12,26169438.0,0.4,0.011192430741908238,0.011192430741908238,2023
161313,16027,191,IA,2,33114487.0,0.4,0.014162765065926165,0.014162765065926165,2023
161314,16044,192,IA,9,22620882.0,0.4,0.009674745598506115,0.009674745598506115,2023
161315,16054,194,IA,9,13165972.0,0.4,0.0056309665404317465,0.0056309665404317465,2023
161316,16110,448,IA,2,27900267.0,0.4,0.011932690571278142,0.011932690571278142,2023
161317,16014,190,IA,12,48275712.0,0.4,0.020647083176807555,0.020647083176807555,2023
161318,16107,448,IA,13,25506900.0,0.4,0.010909069262044494,0.010909069262044494,2023
161319,16034,190,IA,2,12862286.0,0.4,0.005501082798859338,0.005501082798859338,2023
161320,16103,197,IA,2,15807788.0,0.4,0.006760847228464291,0.006760847228464291,2023
161321,43039,371,IA,2,10859728.0,0.4,0.004644606946315073,0.004644606946315073,2023
161322,16085,192,IA,9,28390518.0,0.4,0.012142366467399841,0.012142366467399841,2023
161323,16080,195,IA,9,38103203.0,0.4,0.01629639354969603,0.01629639354969603,2023
161324,16046,278,IA,2,12799682.0,0.4,0.005474307637154819,0.005474307637154819,2023
161325,16056,192,IA,9,32929065.0,0.4,0.014083461762086542,0.014083461762086542,2023
161326,16031,192,IA,9,29735152.0,0.4,0.012717454205937253,0.012717454205937253,2023
161327,16008,192,IA,9,32306238.0,0.4,0.01381708431593388,0.01381708431593388,2023
161328,16025,253,IA,9,40014574.0,0.4,0.01711386955126671,0.01711386955126671,2023
161329,16065,191,IA,9,29247697.0,0.4,0.01250897413359879,0.01250897413359879,2023
161330,16006,192,IA,9,16101580.0,0.4,0.006886499396177129,0.006886499396177129,2023
161331,16075,253,IA,1,23930494.0,0.4,0.01023485474600756,0.01023485474600756,2023
161332,16064,278,IA,2,22218061.0,0.4,0.009502462718610634,0.009502462718610634,2023
161333,16003,192,IA,9,34473792.0,0.4,0.0147441274577983,0.0147441274577983,2023
161334,16051,192,IA,9,28983791.0,0.4,0.012396103936410222,0.012396103936410222,2023
161335,16053,197,IA,9,56781186.0,0.4,0.024284797088436123,0.024284797088436123,2023
161336,16091,371,IA,2,26219946.0,0.4,0.01121403255437025,0.01121403255437025,2023
161337,16058,194,IA,9,25403878.0,0.4,0.010865007689155813,0.010865007689155813,2023
161338,16077,197,IA,1,18310561.0,0.4,0.007831260489353498,0.007831260489353498,2023
161339,16108,197,IA,2,83247693.0,0.4,0.03560428154116795,0.03560428154116795,2023
161340,16062,192,IA,8,26057942.0,0.4,0.011144744916251614,0.011144744916251614,2023
161341,16031,192,IA,9,29473908.0,0.4,0.012605722521950037,0.012605722521950037,2023
161342,16001,192,IA,9,32236453.0,0.4,0.01378723790580753,0.01378723790580753,2023
161343,16063,190,IA,9,78700334.0,0.4,0.033659417434185865,0.033659417434185865,2023
161344,16105,194,IA,9,49870449.0,0.4,0.021329137694908348,0.021329137694908348,2023
161345,16095,371,IA,2,14233261.0,0.4,0.006087436343646492,0.006087436343646492,2023
161346,16097,196,IA,2,58967296.0,0.4,0.02521977646281906,0.02521977646281906,2023
161347,16017,253,IA,9,48201633.0,0.4,0.020615400261915384,0.020615400261915384,2023
161348,16081,192,IA,9,40280207.0,0.4,0.01722747837065616,0.01722747837065616,2023
161349,16014,190,IA,2,34927295.0,0.4,0.014938086568374065,0.014938086568374065,2023
161350,16060,192,IA,2,36695338.0,0.4,0.015694262487253776,0.015694262487253776,2023
161351,16036,371,IA,2,31771639.0,0.4,0.013588441183353296,0.013588441183353296,2023
161352,16019,278,IA,8,55884738.0,0.4,0.02390139442790814,0.02390139442790814,2023
161353,16002,195,IA,9,43817068.0,0.4,0.01874016166887052,0.01874016166887052,2023
161354,16052,196,IA,2,24440798.0,0.4,0.010453107127939443,0.010453107127939443,2023
161355,16059,192,IA,2,52406068.0,0.4,0.022413598891414237,0.022413598891414237,2023
161356,16072,194,IA,2,54315215.0,0.4,0.023230123708401967,0.023230123708401967,2023
161357,16035,195,IA,9,34245060.0,0.4,0.014646300860663956,0.014646300860663956,2023
161358,16023,192,IA,9,37001907.0,0.4,0.015825379261718557,0.015825379261718557,2023
161359,16078,278,IA,2,36856416.0,0.4,0.015763154083590126,0.015763154083590126,2023
161360,16079,196,IA,12,69423719.0,0.4,0.029691893526838403,0.029691893526838403,2023
161361,16109,192,IA,9,41061237.0,0.4,0.017561517801780075,0.017561517801780075,2023
161362,16018,196,IA,2,48996526.0,0.4,0.020955368772119076,0.020955368772119076,2023
161363,16089,278,IA,9,45351503.0,0.4,0.019396425569740687,0.019396425569740687,2023
161364,16037,194,IA,9,68421966.0,0.4,0.029263452875075126,0.029263452875075126,2023
161365,16026,192,IA,9,112463977.0,0.4,0.04809982062022352,0.04809982062022352,2023
161366,16094,278,IA,2,52367115.0,0.4,0.02239693904741263,0.02239693904741263,2023
161367,16084,192,IA,2,125839069.0,0.4,0.05382022588367055,0.05382022588367055,2023
161368,16061,196,IA,12,50653504.0,0.4,0.0216640432001242,0.0216640432001242,2023
161369,16030,278,IA,9,43388780.0,0.4,0.01855698678458029,0.01855698678458029,2023
161370,16092,196,IA,2,20666164.0,0.4,0.008838730479077055,0.008838730479077055,2023
161371,16029,448,IA,9,89224808.0,0.4,0.03816063929229432,0.03816063929229432,2023
161372,16009,192,IA,9,51761700.0,0.4,0.0221380085553779,0.0221380085553779,2023
161373,16031,192,IA,9,26584098.0,0.4,0.011369777054482456,0.011369777054482456,2023
161374,16048,278,IA,9,54731841.0,0.4,0.023408310861304463,0.023408310861304463,2023
161375,16101,196,IA,9,72163971.0,0.4,0.030863874397248213,0.030863874397248213,2023
161376,16005,278,IA,9,77671961.0,0.4,0.03321959165040906,0.03321959165040906,2023
161377,16015,192,IA,1,51029033.0,0.4,0.021824653539714915,0.021824653539714915,2023
161378,16032,193,IA,1,7453684.0,0.4,0.00318787288982169,0.00318787288982169,2023
161379,16082,192,IA,9,95008023.0,0.4,0.04063406777604948,0.04063406777604948,2023
161380,16055,192,IA,12,37083872.0,0.4,0.01586043494712382,0.01586043494712382,2023
161381,16093,196,IA,2,34433377.0,0.4,0.014726842329686867,0.014726842329686867,2023
162001,16027,191,IA,4,13371565.0,0.4,0.005718896797608882,0.005718896797608882,2023
162003,16031,192,IA,4,10749157.0,0.4,0.004597316734749829,0.004597316734749829,2023
163025,16031,192,IA,5,23553590.0,0.4,0.01007365633141615,0.01007365633141615,2023
163026,16054,194,IA,5,7604282.0,0.4,0.0032522822854254437,0.0032522822854254437,2023
163027,16054,194,IA,5,18853372.0,0.4,0.008063415819683709,0.008063415819683709,2023
164002,16018,196,IA,10,0.0,0.4,0.0,0.0,2023
164003,16053,197,IA,10,0.0,0.4,0.0,0.0,2023
164006,16027,191,IA,4,12663520.0,0.4,0.005416072387522032,0.005416072387522032,2023
164007,16031,192,IA,4,24621319.0,0.4,0.01053031431863112,0.01053031431863112,2023
170006,17096,267,KS,1,85596742.0,0.4,0.03660894844467,0.03660894844467,2023
170009,17065,268,KS,4,27440844.0,0.4,0.011736199530517553,0.011736199530517553,2023
170012,17103,201,KS,1,243132189.0,0.4,0.10398542706614654,0.10398542706614654,2023
170013,17042,201,KS,2,235294057.0,0.4,0.10063312926151143,0.10063312926151143,2023
170014,17091,268,KS,1,61438735.0,0.4,0.026276788456746896,0.026276788456746896,2023
170016,17115,200,KS,4,290406197.0,0.4,0.12420409054804538,0.12420409054804538,2023
170017,17025,201,KS,2,31300497.0,0.4,0.013386938032823117,0.013386938032823117,2023
170020,17052,201,KS,2,152177530.0,0.4,0.0650849462261919,0.0650849462261919,2023
170023,17033,201,KS,1,106631524.0,0.4,0.04560533349146152,0.04560533349146152,2023
170027,17098,201,KS,2,53564896.0,0.4,0.02290921909280274,0.02290921909280274,2023
170040,17058,268,KS,13,2889708235.0,0.4,1.235901943502164,1.235901943502164,2023
170049,17087,268,KS,2,320595479.0,0.4,0.1371157720267587,0.1371157720267587,2023
170068,17067,201,KS,9,66003065.0,0.4,0.02822891090615578,0.02822891090615578,2023
170074,17057,200,KS,9,23872133.0,0.4,0.010209894276832469,0.010209894276832469,2023
170075,17080,201,KS,1,3358737.0,0.4,0.001436501282632995,0.001436501282632995,2023
170086,17115,200,KS,2,884186805.0,0.4,0.37815865888566746,0.37815865888566746,2023
170103,17083,201,KS,2,98741838.0,0.4,0.04223098650967296,0.04223098650967296,2023
170104,17108,268,KS,1,637581099.0,0.4,0.27268764017428415,0.27268764017428415,2023
170105,17075,201,KS,2,40671135.0,0.4,0.017394674722563782,0.017394674722563782,2023
170109,17087,268,KS,2,32508294.0,0.4,0.013903501830363766,0.013903501830363766,2023
170110,17117,201,KS,9,7856425.0,0.4,0.0033601215544444025,0.0033601215544444025,2023
170120,17094,201,KS,9,84814641.0,0.4,0.0362744509565819,0.0362744509565819,2023
170122,17123,201,KS,1,707661949.0,0.4,0.30266058265623813,0.30266058265623813,2023
170123,17123,201,KS,4,813360284.0,0.4,0.3478667996954621,0.3478667996954621,2023
170137,17064,268,KS,12,353617268.0,0.4,0.15123889100074692,0.15123889100074692,2023
170142,17071,200,KS,1,98487607.0,0.4,0.042122254222034756,0.042122254222034756,2023
170145,17017,340,KS,2,36752644.0,0.4,0.015718771742519243,0.015718771742519243,2023
170146,17058,268,KS,4,105107753.0,0.4,0.04495363048645132,0.04495363048645132,2023
170150,17003,201,KS,12,13118741.0,0.4,0.005610766271080488,0.005610766271080488,2023
170166,17026,383,KS,9,4183111.0,0.4,0.0017890785485425596,0.0017890785485425596,2023
170175,17024,201,KS,2,42820641.0,0.4,0.018313998898891765,0.018313998898891765,2023
170176,17108,268,KS,4,503036879.0,0.4,0.2151443003412291,0.2151443003412291,2023
170182,26041,268,KS,4,297266155.0,0.4,0.12713803222487463,0.12713803222487463,2023
170183,17123,201,KS,5,70393456.0,0.4,0.03010664122643997,0.03010664122643997,2023
170185,26041,268,KS,2,216103072.0,0.4,0.09242531943076536,0.09242531943076536,2023
170186,17123,201,KS,4,44299617.0,0.4,0.018946543489606494,0.018946543489606494,2023
170187,17103,201,KS,5,30509252.0,0.4,0.013048529739057652,0.013048529739057652,2023
170188,26041,268,KS,4,97375435.0,0.4,0.04164658836772449,0.04164658836772449,2023
170190,17071,200,KS,5,49371851.0,0.4,0.02111589186276423,0.02111589186276423,2023
170191,17037,201,KS,13,62209269.0,0.4,0.026606338844083664,0.026606338844083664,2023
170194,26041,268,KS,6,27346487.0,0.4,0.011695843899360544,0.011695843899360544,2023
170196,17123,201,KS,4,71776710.0,0.4,0.030698246387906084,0.030698246387906084,2023
170197,17123,201,KS,5,69446708.0,0.4,0.02970172571315917,0.02970172571315917,2023
170198,17052,201,KS,5,14377127.0,0.4,0.006148966524046827,0.006148966524046827,2023
170199,17108,268,KS,4,10785507.0,0.4,0.004612863299313744,0.004612863299313744,2023
170200,17123,201,KS,1,56252195.0,0.4,0.024058552446476564,0.024058552446476564,2023
170203,26040,267,KS,1,39456466.0,0.4,0.01687517183309237,0.01687517183309237,2023
170204,17123,201,KS,4,22793222.0,0.4,0.009748453849866364,0.009748453849866364,2023
170208,26041,268,KS,1,65089984.0,0.4,0.02783839446272844,0.02783839446272844,2023
170779,17003,201,KS,12,9259665.0,0.4,0.00396027454642976,0.00396027454642976,2023
171300,17100,201,KS,11,6611465.0,0.4,0.0028276634796303357,0.0028276634796303357,2023
171301,17027,201,KS,11,8260584.0,0.4,0.003532976684776926,0.003532976684776926,2023
171303,17023,201,KS,9,6309111.0,0.4,0.002698349422349514,0.002698349422349514,2023
171304,17004,201,KS,11,9346191.0,0.4,0.003997280930073702,0.003997280930073702,2023
171306,17066,201,KS,9,9109333.0,0.4,0.00389597891660796,0.00389597891660796,2023
171307,17007,103,KS,13,8323836.0,0.4,0.003560028990190867,0.003560028990190867,2023
171308,26040,267,KS,1,5771180.0,0.4,0.0024682812236581455,0.0024682812236581455,2023
171309,17011,201,KS,9,7608997.0,0.4,0.003254298848064202,0.003254298848064202,2023
171310,17111,103,KS,9,13360354.0,0.4,0.005714101954821371,0.005714101954821371,2023
171311,17097,201,KS,11,18716224.0,0.4,0.008004758866814059,0.008004758866814059,2023
171312,17019,201,KS,9,5412973.0,0.4,0.0023150793460035043,0.0023150793460035043,2023
171313,17063,201,KS,9,25486871.0,0.4,0.010900503040816143,0.010900503040816143,2023
171314,17124,200,KS,2,7635981.0,0.4,0.0032658396595688145,0.0032658396595688145,2023
171315,17107,200,KS,2,21961139.0,0.4,0.009392579514734703,0.009392579514734703,2023
171316,17034,268,KS,2,27489873.0,0.4,0.01175716878812427,0.01175716878812427,2023
171317,17060,201,KS,2,8688472.0,0.4,0.0037159804927033185,0.0037159804927033185,2023
171318,17106,340,KS,8,4954008.0,0.4,0.0021187841876795115,0.0021187841876795115,2023
171319,17115,200,KS,8,25307759.0,0.4,0.010823898466616091,0.010823898466616091,2023
171321,17076,201,KS,11,12517747.0,0.4,0.005353726600557092,0.005353726600557092,2023
171322,17114,201,KS,9,15170748.0,0.4,0.006488391011413501,0.006488391011413501,2023
171323,17113,201,KS,9,11653632.0,0.4,0.004984152470209164,0.004984152470209164,2023
171324,17104,201,KS,11,13130243.0,0.4,0.005615685571922692,0.005615685571922692,2023
171325,17045,201,KS,9,8620241.0,0.4,0.003686798714250486,0.003686798714250486,2023
171326,17085,201,KS,9,12187829.0,0.4,0.0052126236710440905,0.0052126236710440905,2023
171327,17028,201,KS,9,17777509.0,0.4,0.007603278994610062,0.007603278994610062,2023
171328,17078,201,KS,9,8082807.0,0.4,0.0034569430779411883,0.0034569430779411883,2023
171329,17013,201,KS,13,7886256.0,0.4,0.003372880001968643,0.003372880001968643,2023
171330,17070,201,KS,11,18794530.0,0.4,0.008038249631181098,0.008038249631181098,2023
171331,17061,201,KS,11,7528413.0,0.4,0.0032198338038050955,0.0032198338038050955,2023
171332,17038,201,KS,9,9381719.0,0.4,0.004012475932709926,0.004012475932709926,2023
171333,17047,201,KS,2,38933279.0,0.4,0.016651409509172127,0.016651409509172127,2023
171334,17077,201,KS,13,10066952.0,0.4,0.004305543857767011,0.004305543857767011,2023
171335,17051,201,KS,11,17008467.0,0.4,0.007274366722110417,0.007274366722110417,2023
171336,17082,201,KS,11,12547780.0,0.4,0.005366571441645072,0.005366571441645072,2023
171337,17119,200,KS,1,15659675.0,0.4,0.0066975006447708915,0.0066975006447708915,2023
171338,17102,200,KS,8,16676160.0,0.4,0.0071322420390143824,0.0071322420390143824,2023
171339,17030,201,KS,9,12785944.0,0.4,0.00546843201943875,0.00546843201943875,2023
171341,17044,200,KS,2,28586634.0,0.4,0.01222624349782671,0.01222624349782671,2023
171342,17062,201,KS,9,7228719.0,0.4,0.003091657404343806,0.003091657404343806,2023
171343,17056,201,KS,9,9252459.0,0.4,0.003957192605735192,0.003957192605735192,2023
171344,17081,201,KS,13,17281842.0,0.4,0.007391286724521976,0.007391286724521976,2023
171345,17037,201,KS,2,19288649.0,0.4,0.008249579835741126,0.008249579835741126,2023
171346,17002,201,KS,11,17297896.0,0.4,0.007398152874384674,0.007398152874384674,2023
171347,17050,201,KS,9,12112168.0,0.4,0.005180264149132939,0.005180264149132939,2023
171348,17084,201,KS,9,14241696.0,0.4,0.006091043916468957,0.006091043916468957,2023
171349,17021,201,KS,2,22545062.0,0.4,0.009642318073740337,0.009642318073740337,2023
171350,17101,201,KS,2,18712480.0,0.4,0.00800315759204852,0.00800315759204852,2023
171351,17120,277,KS,9,9022211.0,0.4,0.0038587176291818978,0.0038587176291818978,2023
171352,17086,103,KS,2,9458100.0,0.4,0.004045143392075989,0.004045143392075989,2023
171353,17095,201,KS,9,16960625.0,0.4,0.007253905133613392,0.007253905133613392,2023
171354,17088,200,KS,2,32947314.0,0.4,0.014091266693495813,0.014091266693495813,2023
171355,17118,201,KS,9,14999516.0,0.4,0.006415156641581087,0.006415156641581087,2023
171356,17073,201,KS,11,14170489.0,0.4,0.00606058932986916,0.00606058932986916,2023
171357,17046,201,KS,4,0.0,0.4,0.0,0.0,2023
171358,17069,201,KS,2,14300947.0,0.4,0.006116385030553595,0.006116385030553595,2023
171359,17116,201,KS,9,13271547.0,0.4,0.005676120008212635,0.005676120008212635,2023
171360,17068,201,KS,9,6545241.0,0.4,0.0027993400768330685,0.0027993400768330685,2023
171361,17010,201,KS,9,17264684.0,0.4,0.00738394840389508,0.00738394840389508,2023
171362,17018,103,KS,2,57260721.0,0.4,0.02448988984877056,0.02448988984877056,2023
171363,17074,277,KS,2,24518605.0,0.4,0.010486384474542594,0.010486384474542594,2023
171364,17089,201,KS,9,8346890.0,0.4,0.003569888976420756,0.003569888976420756,2023
171365,17040,277,KS,11,6674581.0,0.4,0.0028546576190805716,0.0028546576190805716,2023
171367,17099,201,KS,9,14248638.0,0.4,0.006094012946763392,0.006094012946763392,2023
171368,17079,201,KS,11,17274454.0,0.4,0.0073881269440818605,0.0073881269440818605,2023
171369,17055,201,KS,9,10930746.0,0.4,0.004674980699332958,0.004674980699332958,2023
171370,17036,103,KS,9,20760212.0,0.4,0.008878953953743,0.008878953953743,2023
171371,17016,200,KS,9,32702900.0,0.4,0.013986733047517139,0.013986733047517139,2023
171372,17105,201,KS,9,28933319.0,0.4,0.012374517520820956,0.012374517520820956,2023
171373,17054,201,KS,9,26937126.0,0.4,0.011520763920916286,0.011520763920916286,2023
171374,17032,201,KS,12,11896680.0,0.4,0.005088101890405323,0.005088101890405323,2023
171375,17011,201,KS,9,28598706.0,0.4,0.012231406582487385,0.012231406582487385,2023
171376,17035,267,KS,11,21494169.0,0.4,0.009192860690679372,0.009192860690679372,2023
171377,17109,201,KS,9,21082196.0,0.4,0.009016663583579243,0.009016663583579243,2023
171378,17059,201,KS,2,16939630.0,0.4,0.0072449257629663665,0.0072449257629663665,2023
171379,17022,200,KS,9,15126908.0,0.4,0.006469641041936691,0.006469641041936691,2023
171380,17015,201,KS,9,56201119.0,0.4,0.0240367077055779,0.0240367077055779,2023
171381,17001,200,KS,11,40991682.0,0.4,0.017531769760562935,0.017531769760562935,2023
171382,17005,268,KS,2,49391189.0,0.4,0.021124162549574048,0.021124162549574048,2023
171383,17125,201,KS,8,44640499.0,0.4,0.019092335622252335,0.019092335622252335,2023
171384,17029,200,KS,9,79404725.0,0.4,0.03396067906168904,0.03396067906168904,2023
171385,17012,200,KS,9,21526175.0,0.4,0.00920654936593199,0.00920654936593199,2023
171386,17026,383,KS,9,1629419.0,0.4,0.0006968876942274947,0.0006968876942274947,2023
172005,17058,268,KS,4,23720187.0,0.4,0.010144908353882575,0.010144908353882575,2023
172007,17123,201,KS,4,29466476.0,0.4,0.012602543923109898,0.012602543923109898,2023
173025,17115,200,KS,5,19078646.0,0.4,0.008159763461652658,0.008159763461652658,2023
173026,26041,268,KS,5,30750426.0,0.4,0.013151677666489218,0.013151677666489218,2023
173028,17123,201,KS,1,25952542.0,0.4,0.011099666294379905,0.011099666294379905,2023
173032,26041,268,KS,5,28658573.0,0.4,0.012257011154172335,0.012257011154172335,2023
173033,17087,268,KS,4,30726093.0,0.4,0.013141270663585954,0.013141270663585954,2023
173034,17108,268,KS,6,22689615.0,0.4,0.009704142077795566,0.009704142077795566,2023
173035,26081,268,KS,5,5441531.0,0.4,0.0023272933429998254,0.0023272933429998254,2023
173300,26041,268,KS,2,134215847.0,0.4,0.0574028976859974,0.0574028976859974,2023
174006,17037,201,KS,10,4198445.0,0.4,0.001795636760950347,0.001795636760950347,2023
174016,17083,201,KS,2,22920743.0,0.4,0.009802993422349308,0.009802993422349308,2023
174020,17087,268,KS,4,27271447.0,0.4,0.01166374997350425,0.01166374997350425,2023
174022,17087,268,KS,10,1516722.0,0.4,0.0006486882117884436,0.0006486882117884436,2023
174023,17123,201,KS,4,0.0,0.4,0.0,0.0,2023
174024,17087,268,KS,4,0.0,0.4,0.0,0.0,2023
174025,,,,4,9788393.0,0.4,0.004186406705680091,0.004186406705680091,2023
180001,18022,203,KY,1,152888240.0,0.4,0.06538891043255284,0.06538891043255284,2023
180002,18085,204,KY,2,58128670.0,0.4,0.02486110374606589,0.02486110374606589,2023
180004,18029,380,KY,2,57691117.0,0.4,0.024673966305498223,0.024673966305498223,2023
180005,18071,204,KY,2,94733747.0,0.4,0.040516762424128376,0.040516762424128376,2023
180009,18002,444,KY,2,577517839.0,0.4,0.24699912987141764,0.24699912987141764,2023
180010,18045,204,KY,1,373899466.0,0.4,0.15991340271202895,0.15991340271202895,2023
180011,18047,204,KY,1,215381153.0,0.4,0.09211656123699873,0.09211656123699873,2023
180012,18019,205,KY,2,535725225.0,0.4,0.22912480877524793,0.22912480877524793,2023
180013,18007,380,KY,2,527792466.0,0.4,0.2257320398629102,0.2257320398629102,2023
180016,18078,205,KY,2,36599604.0,0.4,0.01565331792571425,0.01565331792571425,2023
180017,18027,205,KY,2,220535675.0,0.4,0.09432110343972552,0.09432110343972552,2023
180018,18059,204,KY,2,239813978.0,0.4,0.10256625838531594,0.10256625838531594,2023
180019,18055,204,KY,4,88891392.0,0.4,0.03801804029997954,0.03801804029997954,2023
180020,18057,377,KY,2,44144798.0,0.4,0.01888032881067332,0.01888032881067332,2023
180024,18043,205,KY,4,52119751.0,0.4,0.02229114371325065,0.02229114371325065,2023
180025,18004,205,KY,1,100526232.0,0.4,0.04299415560261552,0.04299415560261552,2023
180027,18063,208,KY,8,166202858.0,0.4,0.0710834515159328,0.0710834515159328,2023
180029,18034,204,KY,2,213093370.0,0.4,0.09113809724476415,0.09113809724476415,2023
180035,18016,203,KY,1,1187622211.0,0.4,0.5079352236822751,0.5079352236822751,2023
180038,18064,207,KY,2,715865506.0,0.4,0.3061691694115134,0.3061691694115134,2023
180040,18049,205,KY,2,1152061388.0,0.4,0.4927261829473248,0.4927261829473248,2023
180043,18051,204,KY,1,83024189.0,0.4,0.03550869091210899,0.03550869091210899,2023
180044,18069,204,KY,2,600022319.0,0.4,0.2566240913926646,0.2566240913926646,2023
180045,18021,203,KY,1,231902050.0,0.4,0.09918239870231607,0.09918239870231607,2023
180046,18068,204,KY,4,48000842.0,0.4,0.020529523776486144,0.020529523776486144,2023
180048,18018,204,KY,2,234678984.0,0.4,0.10037006813067179,0.10037006813067179,2023
180049,18073,204,KY,2,182032216.0,0.4,0.07785352403731713,0.07785352403731713,2023
180050,18031,204,KY,2,74523858.0,0.4,0.0318731766148285,0.0318731766148285,2023
180051,18036,380,KY,2,191392983.0,0.4,0.08185703899008914,0.08185703899008914,2023
180056,18035,179,KY,2,126914273.0,0.4,0.05428008086043478,0.05428008086043478,2023
180064,18061,204,KY,2,102292586.0,0.4,0.04374960915154892,0.04374960915154892,2023
180066,18075,380,KY,4,29049281.0,0.4,0.012424113414079846,0.012424113414079846,2023
180067,18045,204,KY,2,2322220312.0,0.4,0.9931925175279858,0.9931925175279858,2023
180069,18080,204,KY,2,51757658.0,0.4,0.02213627982872131,0.02213627982872131,2023
180070,18044,205,KY,2,66710792.0,0.4,0.028531599310533378,0.028531599310533378,2023
180078,18071,204,KY,2,30242039.0,0.4,0.01293424516803104,0.01293424516803104,2023
180079,18017,204,KY,2,83795348.0,0.4,0.03583850860626426,0.03583850860626426,2023
180080,18015,204,KY,2,322957966.0,0.4,0.13812618624070394,0.13812618624070394,2023
180087,18011,205,KY,11,130412174.0,0.4,0.055776101320811164,0.055776101320811164,2023
180088,18049,205,KY,2,2985238752.0,0.4,1.2767594772123334,1.2767594772123334,2023
180092,18087,204,KY,3,189318693.0,0.4,0.08096988401321754,0.08096988401321754,2023
180093,18050,208,KY,2,253939246.0,0.4,0.10860750710456213,0.10860750710456213,2023
180095,18052,208,KY,2,11644832.0,0.4,0.004980388790204695,0.004980388790204695,2023
180101,18026,204,KY,4,157314825.0,0.4,0.06728212059761904,0.06728212059761904,2023
