ccn,hsanum,hrrnum,STATE_CD,ctrl_type,net_patient_revenue,commercial_share,commercial_revenue_bil,spend_at_risk_bil,fy
260048,26041,268,MO,2,628246775.0,0.4,0.26869543465223467,0.26869543465223467,2023
260050,26057,268,MO,2,78309364.0,0.4,0.03349220311926004,0.03349220311926004,2023
260052,26082,273,MO,1,218586832.0,0.4,0.09348760100439035,0.09348760100439035,2023
260057,26012,268,MO,2,59145434.0,0.4,0.02529596446607316,0.02529596446607316,2023
260059,26079,270,MO,1,101629959.0,0.4,0.043466209607194224,0.043466209607194224,2023
260061,26065,267,MO,8,38607760.0,0.4,0.016512187991970448,0.016512187991970448,2023
260062,26066,268,MO,2,207651325.0,0.4,0.08881058406863679,0.08881058406863679,2023
260065,26079,270,MO,1,1236703029.0,0.4,0.528926643376546,0.528926643376546,2023
260068,26021,264,MO,2,391301505.0,0.4,0.16735609660081197,0.16735609660081197,2023
260070,26035,263,MO,9,22140717.0,0.4,0.009469383392898628,0.009469383392898628,2023
260074,26021,264,MO,4,53656431.0,0.4,0.022948367780212864,0.022948367780212864,2023
260077,26082,273,MO,1,601901977.0,0.4,0.2574280040324192,0.2574280040324192,2023
260078,26093,270,MO,2,126507049.0,0.4,0.05410591485746433,0.05410591485746433,2023
260081,26082,273,MO,1,256986407.0,0.4,0.109910750164346,0.109910750164346,2023
260085,26041,268,MO,4,134192332.0,0.4,0.05739284053425819,0.05739284053425819,2023
260091,26082,273,MO,1,822533170.0,0.4,0.35178995965244775,0.35178995965244775,2023
260094,26009,270,MO,2,244367182.0,0.4,0.10451362234566464,0.10451362234566464,2023
260095,26038,268,MO,4,425886479.0,0.4,0.1821477755893213,0.1821477755893213,2023
260096,26066,268,MO,8,651169075.0,0.4,0.27849909398933026,0.27849909398933026,2023
260097,26091,268,MO,9,110164106.0,0.4,0.047116186700273725,0.047116186700273725,2023
260102,26041,268,MO,2,195821064.0,0.4,0.08375088898075612,0.08375088898075612,2023
260104,26082,273,MO,1,686142106.0,0.4,0.29345674142914574,0.29345674142914574,2023
260105,26082,273,MO,1,803223664.0,0.4,0.34353145946740515,0.34353145946740515,2023
260108,26082,273,MO,2,775458049.0,0.4,0.33165635833248636,0.33165635833248636,2023
260110,26013,263,MO,2,322227365.0,0.4,0.13781371483446017,0.13781371483446017,2023
260113,26077,263,MO,2,126008629.0,0.4,0.05389274515430212,0.05389274515430212,2023
260119,26071,273,MO,4,256707950.0,0.4,0.10979165663673184,0.10979165663673184,2023
260137,26040,267,MO,2,591230873.0,0.4,0.2528640698562363,0.2528640698562363,2023
260138,26041,268,MO,1,976553867.0,0.4,0.4176632116494121,0.4176632116494121,2023
260141,26021,264,MO,13,1568459968.0,0.4,0.6708160703831549,0.6708160703831549,2023
260142,26056,264,MO,2,57863801.0,0.4,0.02474782168253138,0.02474782168253138,2023
260160,26023,263,MO,2,37906369.0,0.4,0.01621220943719607,0.01621220943719607,2023
260162,26082,273,MO,2,262669818.0,0.4,0.11234149338455955,0.11234149338455955,2023
260163,26029,273,MO,2,140113592.0,0.4,0.059925309609628906,0.059925309609628906,2023
260175,26020,268,MO,11,154000578.0,0.4,0.0658646472835541,0.0658646472835541,2023
260176,26082,273,MO,2,81726735.0,0.4,0.034953781630686444,0.034953781630686444,2023
260177,26050,268,MO,8,300973148.0,0.4,0.12872347943292087,0.12872347943292087,2023
260179,26082,273,MO,2,573467814.0,0.4,0.24526697099526992,0.24526697099526992,2023
260180,26082,273,MO,2,348603819.0,0.4,0.1490946844377099,0.1490946844377099,2023
260183,26013,263,MO,2,572487689.0,0.4,0.24484778044249947,0.24484778044249947,2023
260186,26067,264,MO,2,231679085.0,0.4,0.09908703859865739,0.09908703859865739,2023
260190,26048,268,MO,4,164163484.0,0.4,0.07021122979486073,0.07021122979486073,2023
260191,26082,273,MO,2,196982172.0,0.4,0.0842474843174185,0.0842474843174185,2023
260193,26005,268,MO,4,70543305.0,0.4,0.030170730281552434,0.030170730281552434,2023
260195,26006,270,MO,11,199383004.0,0.4,0.0852742983392923,0.0852742983392923,2023
260200,26045,273,MO,1,249909452.0,0.4,0.10688400084320653,0.10688400084320653,2023
260214,26041,268,MO,4,99327672.0,0.4,0.04248154238600684,0.04248154238600684,2023
260216,26048,268,MO,2,330577973.0,0.4,0.14138519396568283,0.14138519396568283,2023
260219,26080,273,MO,2,119178026.0,0.4,0.05097135834412414,0.05097135834412414,2023
261301,26002,268,MO,11,10137603.0,0.4,0.0043357606482210724,0.0043357606482210724,2023
261302,26031,273,MO,9,20466608.0,0.4,0.008753382191921165,0.008753382191921165,2023
261303,26028,278,MO,2,24741376.0,0.4,0.010581661606164819,0.010581661606164819,2023
261305,26090,264,MO,9,11886234.0,0.4,0.005083634231163654,0.005083634231163654,2023
261306,26060,264,MO,9,9652976.0,0.4,0.004128490085774957,0.004128490085774957,2023
261307,26010,264,MO,2,20521331.0,0.4,0.00877678672156714,0.00877678672156714,2023
261308,26072,273,MO,9,25513310.0,0.4,0.010911810760775024,0.010911810760775024,2023
261309,26088,268,MO,2,36091486.0,0.4,0.015436000476110748,0.015436000476110748,2023
261310,26058,192,MO,9,31059772.0,0.4,0.013283982138609957,0.013283982138609957,2023
261311,26069,263,MO,2,31805077.0,0.4,0.013602742311988459,0.013602742311988459,2023
261312,26004,268,MO,11,29840119.0,0.4,0.012762347637645107,0.012762347637645107,2023
261313,26053,264,MO,9,25778344.0,0.4,0.011025163393309622,0.011025163393309622,2023
261314,26036,264,MO,11,17365688.0,0.4,0.007427146896528193,0.007427146896528193,2023
261315,26029,273,MO,2,10063966.0,0.4,0.004304266772710949,0.004304266772710949,2023
261316,26003,270,MO,1,31698703.0,0.4,0.0135572471191708,0.0135572471191708,2023
261317,26079,270,MO,1,22251888.0,0.4,0.009516930219009631,0.009516930219009631,2023
261318,26075,273,MO,11,24420206.0,0.4,0.010444300116728986,0.010444300116728986,2023
261319,26089,273,MO,1,53859716.0,0.4,0.023035310926770646,0.023035310926770646,2023
261320,26049,268,MO,4,38171064.0,0.4,0.01632541708251231,0.01632541708251231,2023
261321,26019,268,MO,2,63425084.0,0.4,0.027126331867337473,0.027126331867337473,2023
261322,26027,268,MO,12,45716796.0,0.4,0.01955265806518075,0.01955265806518075,2023
261323,26025,270,MO,9,18055476.0,0.4,0.007722162953678499,0.007722162953678499,2023
261324,26034,268,MO,9,85329685.0,0.4,0.036494730593425284,0.036494730593425284,2023
261325,26046,267,MO,2,29928003.0,0.4,0.012799934825544283,0.012799934825544283,2023
261327,26073,268,MO,9,22907628.0,0.4,0.009797384256069921,0.009797384256069921,2023
261328,26001,268,MO,2,25655108.0,0.4,0.01097245647637431,0.01097245647637431,2023
261329,26079,270,MO,2,63425304.0,0.4,0.027126425959337584,0.027126425959337584,2023
261330,26084,273,MO,9,67538648.0,0.4,0.028885665796190167,0.028885665796190167,2023
261331,26064,267,MO,2,33226815.0,0.4,0.014210806730419573,0.014210806730419573,2023
261332,26014,268,MO,2,42748631.0,0.4,0.01828320087649156,0.01828320087649156,2023
261333,26052,273,MO,9,20183166.0,0.4,0.008632156625122676,0.008632156625122676,2023
261335,26079,270,MO,1,20020851.0,0.4,0.008562735975131155,0.008562735975131155,2023
261336,26070,273,MO,11,21723080.0,0.4,0.009290763844486533,0.009290763844486533,2023
261337,26082,273,MO,2,78619834.0,0.4,0.03362498831596317,0.03362498831596317,2023
261338,26015,267,MO,1,74026998.0,0.4,0.031660674109485254,0.031660674109485254,2023
262010,26082,273,MO,4,30074256.0,0.4,0.01286248590414583,0.01286248590414583,2023
262013,26080,273,MO,4,48093430.0,0.4,0.020569122822424072,0.020569122822424072,2023
262015,26013,263,MO,5,11888655.0,0.4,0.005084669670855792,0.005084669670855792,2023
262016,26040,267,MO,5,12832505.0,0.4,0.005488345735880578,0.005488345735880578,2023
262017,26079,270,MO,4,26555017.0,0.4,0.011357339375140416,0.011357339375140416,2023
262018,26066,268,MO,4,20347293.0,0.4,0.00870235225104239,0.00870235225104239,2023
262019,26081,268,MO,2,9397447.0,0.4,0.004019202655336096,0.004019202655336096,2023
262020,26021,264,MO,5,17419683.0,0.4,0.007450240067191978,0.007450240067191978,2023
263027,26021,264,MO,5,25269145.0,0.4,0.010807383609832844,0.010807383609832844,2023
263028,26082,273,MO,5,55374602.0,0.4,0.023683213898049064,0.023683213898049064,2023
263029,26082,273,MO,5,45910607.0,0.4,0.01963554926806099,0.01963554926806099,2023
263030,26082,273,MO,5,21228239.0,0.4,0.009079124847089774,0.009079124847089774,2023
263031,26082,273,MO,4,177963472.0,0.4,0.07611335921503265,0.07611335921503265,2023
263032,26079,270,MO,5,27108602.0,0.4,0.011594102647330642,0.011594102647330642,2023
263034,26082,273,MO,5,20916490.0,0.4,0.008945792633713274,0.008945792633713274,2023
263301,26082,273,MO,2,1058989617.0,0.4,0.45292023255036773,0.45292023255036773,2023
263302,26041,268,MO,2,1474314770.0,0.4,0.6305510250161799,0.6305510250161799,2023
263303,26082,273,MO,2,67012932.0,0.4,0.028660821841959547,0.028660821841959547,2023
263304,26082,273,MO,4,0.0,0.4,0.0,0.0,2023
264004,26021,264,MO,10,85774703.0,0.4,0.03668506074663311,0.03668506074663311,2023
264005,26029,273,MO,10,64957997.0,0.4,0.027781944822643227,0.027781944822643227,2023
264007,26081,268,MO,10,15070961.0,0.4,0.006445713018617369,0.006445713018617369,2023
264008,26041,268,MO,10,15100231.0,0.4,0.006458231531541325,0.006458231531541325,2023
264010,26082,273,MO,10,40308776.0,0.4,0.017239697072252487,0.017239697072252487,2023
264012,26082,273,MO,4,35673802.0,0.4,0.015257360826225903,0.015257360826225903,2023
264020,26020,268,MO,2,0.0,0.4,0.0,0.0,2023
264024,26079,270,MO,4,43676407.0,0.4,0.01868000223783545,0.01868000223783545,2023
264028,26082,273,MO,10,0.0,0.4,0.0,0.0,2023
264030,26066,268,MO,4,28548562.0,0.4,0.012209960449516466,0.012209960449516466,2023
264031,26067,264,MO,6,4119932.0,0.4,0.0017620574645650197,0.0017620574645650197,2023
264032,26021,264,MO,4,26766618.0,0.4,0.011447839199302421,0.011447839199302421,2023
264033,26079,270,MO,4,0.0,0.4,0.0,0.0,2023
264034,26013,263,MO,4,15962394.0,0.4,0.006826970809233717,0.006826970809233717,2023
264035,26082,273,MO,4,3486252.0,0.4,0.0014910382889704804,0.0014910382889704804,2023
270003,27027,274,MT,2,314418855.0,0.4,0.13447408608994918,0.13447408608994918,2023
270004,27005,274,MT,2,477136000.0,0.4,0.2040667298423118,0.2040667298423118,2023
270012,27022,275,MT,2,558167073.0,0.4,0.23872298315944496,0.23872298315944496,2023
270014,27034,276,MT,1,434004316.0,0.4,0.1856197006798257,0.1856197006798257,2023
270017,27007,276,MT,1,134004388.0,0.4,0.05731245859394456,0.05731245859394456,2023
270023,27034,276,MT,4,247399528.0,0.4,0.10581052916462277,0.10581052916462277,2023
270049,27005,274,MT,1,526336168.0,0.4,0.22510919444664337,0.22510919444664337,2023
270051,27028,276,MT,2,452299427.0,0.4,0.19344435334462592,0.19344435334462592,2023
270057,27006,274,MT,2,413499189.0,0.4,0.17684984426175773,0.17684984426175773,2023
270074,27054,275,MT,7,0.0,0.4,0.0,0.0,2023
270086,27022,275,MT,6,143727104.0,0.4,0.061470775843754925,0.061470775843754925,2023
271300,27039,274,MT,2,11045844.0,0.4,0.004724207067645956,0.004724207067645956,2023
271301,27002,274,MT,2,9548524.0,0.4,0.004083816914885547,0.004083816914885547,2023
271302,27002,274,MT,2,8563931.0,0.4,0.0036627154391309803,0.0036627154391309803,2023
271303,27034,276,MT,11,6337924.0,0.4,0.002710672480527783,0.002710672480527783,2023
271304,27022,275,MT,2,3140435.0,0.4,0.0013431355016857677,0.0013431355016857677,2023
271305,27046,274,MT,2,5170396.0,0.4,0.0022113313682257667,0.0022113313682257667,2023
271306,27051,274,MT,2,7380783.0,0.4,0.0031566937948210314,0.0031566937948210314,2023
271307,27022,275,MT,2,9393738.0,0.4,0.004017616349752394,0.004017616349752394,2023
271308,35045,324,MT,2,7858004.0,0.4,0.003360796878390659,0.003360796878390659,2023
271309,27033,274,MT,2,3321485.0,0.4,0.0014205689408686225,0.0014205689408686225,2023
271310,27033,274,MT,2,2186003.0,0.4,0.0009349336114556082,0.0009349336114556082,2023
271311,27022,275,MT,2,4780744.0,0.4,0.0020446807499187925,0.0020446807499187925,2023
271312,27032,275,MT,2,6838585.0,0.4,0.0029248006390184054,0.0029248006390184054,2023
271313,27005,274,MT,2,10606152.0,0.4,0.004536154796222659,0.004536154796222659,2023
271314,27015,276,MT,2,22068982.0,0.4,0.009438702985498563,0.009438702985498563,2023
271315,27026,275,MT,7,0.0,0.4,0.0,0.0,2023
271316,27020,274,MT,2,55961107.0,0.4,0.023934056754983283,0.023934056754983283,2023
271317,27031,274,MT,2,88282444.0,0.4,0.03775759877596119,0.03775759877596119,2023
271318,27016,276,MT,2,41330107.0,0.4,0.017676511056643893,0.017676511056643893,2023
271319,27045,276,MT,2,12493905.0,0.4,0.005343529593890439,0.005343529593890439,2023
271320,27030,276,MT,2,46960645.0,0.4,0.02008464097539425,0.02008464097539425,2023
271321,27005,274,MT,2,10958525.0,0.4,0.004686861525110702,0.004686861525110702,2023
271322,27037,274,MT,2,19096658.0,0.4,0.008167467030316351,0.008167467030316351,2023
271323,27036,276,MT,2,29431948.0,0.4,0.012587776611383272,0.012587776611383272,2023
271324,27012,275,MT,2,11953947.0,0.4,0.005112594465725314,0.005112594465725314,2023
271325,27041,276,MT,2,48315899.0,0.4,0.0206642707913916,0.0206642707913916,2023
271326,27040,274,MT,2,19403410.0,0.4,0.008298662072217588,0.008298662072217588,2023
271327,27005,274,MT,2,9342853.0,0.4,0.003995853297817461,0.003995853297817461,2023
271328,27044,275,MT,2,10336005.0,0.4,0.004420615380067284,0.004420615380067284,2023
271329,27017,274,MT,2,12882476.0,0.4,0.005509717878324137,0.005509717878324137,2023
271330,27005,274,MT,9,6565907.0,0.4,0.002808178737170836,0.002808178737170836,2023
271331,27047,276,MT,2,10899387.0,0.4,0.00466156874009885,0.00466156874009885,2023
271332,27021,274,MT,2,57612564.0,0.4,0.024640369901476514,0.024640369901476514,2023
271333,27049,274,MT,2,6316832.0,0.4,0.002701651623862526,0.002701651623862526,2023
271334,27008,275,MT,2,7018076.0,0.4,0.0030015673080731956,0.0030015673080731956,2023
271335,27001,276,MT,2,91413922.0,0.4,0.03909690345016969,0.03909690345016969,2023
271336,27052,276,MT,2,83948155.0,0.4,0.035903862771087314,0.035903862771087314,2023
271337,27014,275,MT,2,8243283.0,0.4,0.0035255772043499578,0.0035255772043499578,2023
271338,27024,274,MT,2,14858559.0,0.4,0.006354870614036775,0.006354870614036775,2023
271339,27024,274,MT,7,0.0,0.4,0.0,0.0,2023
271340,27023,276,MT,2,126328742.0,0.4,0.05402965457444651,0.05402965457444651,2023
271341,27053,274,MT,2,33750904.0,0.4,0.014434954831540276,0.014434954831540276,2023
271342,27043,274,MT,2,10481743.0,0.4,0.004482946197850389,0.004482946197850389,2023
271343,27038,276,MT,2,45670509.0,0.4,0.01953286153604815,0.01953286153604815,2023
271344,27046,274,MT,2,105664089.0,0.4,0.04519157033633386,0.04519157033633386,2023
271345,27029,274,MT,2,51969266.0,0.4,0.02222678264671968,0.02222678264671968,2023
271346,27005,274,MT,2,13895393.0,0.4,0.0059429332714021794,0.0059429332714021794,2023
271347,27033,274,MT,2,83417344.0,0.4,0.03567683973167229,0.03567683973167229,2023
271348,27026,275,MT,2,73198994.0,0.4,0.031306544325573844,0.031306544325573844,2023
271389,27006,274,MT,2,15715897.0,0.4,0.006721546283090353,0.006721546283090353,2023
272001,27005,274,MT,4,22690523.0,0.4,0.009704530421141482,0.009704530421141482,2023
273025,27005,274,MT,5,15396725.0,0.4,0.006585039320091898,0.006585039320091898,2023
274004,27027,274,MT,2,17880878.0,0.4,0.007647488976244376,0.007647488976244376,2023
280003,28045,277,NE,2,828716624.0,0.4,0.35443456671816986,0.35443456671816986,2023
280009,28042,278,NE,1,189259362.0,0.4,0.08094450868386013,0.08094450868386013,2023
280013,28056,278,NE,2,1605524543.0,0.4,0.6866682521787961,0.6866682521787961,2023
280020,28045,277,NE,1,181066560.0,0.4,0.07744052174431763,0.07744052174431763,2023
280023,28034,278,NE,1,119745439.0,0.4,0.05121403572621228,0.05121403572621228,2023
280032,28036,277,NE,2,210172313.0,0.4,0.08988878771944434,0.08988878771944434,2023
280040,28056,278,NE,2,680630000.0,0.4,0.29109926380020096,0.29109926380020096,2023
280059,16098,196,NE,7,0.0,0.4,0.0,0.0,2023
280060,28056,278,NE,1,637029413.0,0.4,0.27245168908713124,0.27245168908713124,2023
280061,28068,103,NE,2,210288668.0,0.4,0.08993855169523071,0.08993855169523071,2023
280065,28052,277,NE,2,287745271.0,0.4,0.1230660366867304,0.1230660366867304,2023
280077,28027,278,NE,2,144944802.0,0.4,0.06199157420899151,0.06199157420899151,2023
280081,28056,278,NE,1,213747512.0,0.4,0.09141786783175092,0.09141786783175092,2023
280105,28056,278,NE,1,46925755.0,0.4,0.020069718839558347,0.020069718839558347,2023
280111,28018,278,NE,2,151454525.0,0.4,0.06477572356009745,0.06477572356009745,2023
280125,28051,278,NE,2,196965762.0,0.4,0.08424046590959199,0.08424046590959199,2023
280127,28045,277,NE,5,80608208.0,0.4,0.03447539780064568,0.03447539780064568,2023
280128,28045,277,NE,2,73886257.0,0.4,0.03160048046317741,0.03160048046317741,2023
280129,28056,278,NE,4,124540784.0,0.4,0.053264961191102134,0.053264961191102134,2023
280130,28056,278,NE,1,216249363.0,0.4,0.09248788676162147,0.09248788676162147,2023
280131,28056,278,NE,5,71684891.0,0.4,0.03065897623627764,0.03065897623627764,2023
280132,28056,278,NE,4,131388307.0,0.4,0.05619358453147054,0.05619358453147054,2023
280133,28056,278,NE,5,55527086.0,0.4,0.02374842991870832,0.02374842991870832,2023
280134,28042,278,NE,2,159447678.0,0.4,0.06819432243722946,0.06819432243722946,2023
280139,28034,278,NE,2,62953062.0,0.4,0.026924452348806846,0.026924452348806846,2023
281300,28004,277,NE,9,13922936.0,0.4,0.005954713162125259,0.005954713162125259,2023
281301,28030,277,NE,9,29407990.0,0.4,0.012577529992571104,0.012577529992571104,2023
281302,28062,277,NE,9,10156577.0,0.4,0.004343875655539799,0.004343875655539799,2023
281303,28046,278,NE,2,3009429.0,0.4,0.0012871054263828732,0.0012871054263828732,2023
281304,28037,277,NE,9,26092658.0,0.4,0.011159592633869246,0.011159592633869246,2023
281305,28043,104,NE,9,23333825.0,0.4,0.009979664838668181,0.009979664838668181,2023
281306,28048,278,NE,9,15954996.0,0.4,0.006823806751884505,0.006823806751884505,2023
281307,28077,278,NE,9,39142381.0,0.4,0.016740840533751043,0.016740840533751043,2023
281308,28038,277,NE,2,19379440.0,0.4,0.008288410321114506,0.008288410321114506,2023
281309,28073,277,NE,11,30905111.0,0.4,0.013217835034840504,0.013217835034840504,2023
281310,28059,103,NE,2,10580995.0,0.4,0.004525395376009884,0.004525395376009884,2023
281311,28026,277,NE,9,5419837.0,0.4,0.00231801501640699,0.00231801501640699,2023
281312,28031,278,NE,8,8320082.0,0.4,0.0035584234385162327,0.0035584234385162327,2023
281313,28033,277,NE,11,30968081.0,0.4,0.013244766731417936,0.013244766731417936,2023
281314,28058,278,NE,9,8304173.0,0.4,0.003551619303835426,0.003551619303835426,2023
281315,28072,277,NE,2,34950900.0,0.4,0.014948182212295142,0.014948182212295142,2023
281316,28065,277,NE,9,6635221.0,0.4,0.002837823704878764,0.002837823704878764,2023
281318,28068,103,NE,9,28542818.0,0.4,0.012207503792931732,0.012207503792931732,2023
281319,28024,277,NE,2,28444222.0,0.4,0.012165335180008932,0.012165335180008932,2023
281320,28007,277,NE,2,25560986.0,0.4,0.010932201352581054,0.010932201352581054,2023
281322,28079,278,NE,1,51112573.0,0.4,0.02186038283830279,0.02186038283830279,2023
281323,28067,278,NE,1,13790656.0,0.4,0.0058981382086035344,0.0058981382086035344,2023
281324,28006,278,NE,9,19905973.0,0.4,0.008513603698818267,0.008513603698818267,2023
281325,28001,278,NE,9,11401997.0,0.4,0.004876530468172281,0.004876530468172281,2023
281326,28050,278,NE,2,20067019.0,0.4,0.00858248160904551,0.00858248160904551,2023
281327,28019,277,NE,11,22099775.0,0.4,0.009451872871677836,0.009451872871677836,2023
281328,28016,278,NE,2,22396981.0,0.4,0.009578985176156045,0.009578985176156045,2023
281329,28053,278,NE,1,44796819.0,0.4,0.019159192265240814,0.019159192265240814,2023
281330,28045,277,NE,8,5373851.0,0.4,0.0022983472222381815,0.0022983472222381815,2023
281331,28021,278,NE,2,16830806.0,0.4,0.0071983827274201915,0.0071983827274201915,2023
281332,28023,277,NE,9,23045000.0,0.4,0.00985613701170332,0.00985613701170332,2023
281333,28008,278,NE,9,11361001.0,0.4,0.004858996851642371,0.004858996851642371,2023
281334,28002,278,NE,9,39191636.0,0.4,0.01676190644950333,0.01676190644950333,2023
281335,28014,277,NE,11,12045119.0,0.4,0.005151587901335252,0.005151587901335252,2023
281336,28080,277,NE,2,57726956.0,0.4,0.024689294320007337,0.024689294320007337,2023
281338,28071,278,NE,9,24009260.0,0.4,0.010268542248193017,0.010268542248193017,2023
281339,28069,277,NE,2,44336837.0,0.4,0.018962462145261757,0.018962462145261757,2023
281340,28010,103,NE,9,10743955.0,0.4,0.004595091886638096,0.004595091886638096,2023
281341,28017,370,NE,2,25374047.0,0.4,0.010852249241631574,0.010852249241631574,2023
281342,28049,278,NE,1,38728632.0,0.4,0.016563883847595468,0.016563883847595468,2023
281343,28005,278,NE,2,13172500.0,0.4,0.005633758506689606,0.005633758506689606,2023
281344,28076,277,NE,9,31226217.0,0.4,0.013355169152058123,0.013355169152058123,2023
281345,28078,196,NE,2,27060557.0,0.4,0.01157355423757897,0.01157355423757897,2023
281346,28064,278,NE,1,9276363.0,0.4,0.00396741612923824,0.00396741612923824,2023
281347,28060,278,NE,2,8703153.0,0.4,0.0037222594229471377,0.0037222594229471377,2023
281348,28015,277,NE,2,24617244.0,0.4,0.010528571478174506,0.010528571478174506,2023
281349,28063,196,NE,11,29506650.0,0.4,0.012619725977712118,0.012619725977712118,2023
281350,28074,277,NE,9,18667634.0,0.4,0.007983977365516655,0.007983977365516655,2023
281351,28041,103,NE,9,13398319.0,0.4,0.005730339240204289,0.005730339240204289,2023
281352,28025,278,NE,2,34855869.0,0.4,0.014907538317465064,0.014907538317465064,2023
281353,28057,278,NE,9,27661208.0,0.4,0.011830447210120372,0.011830447210120372,2023
281354,28022,277,NE,2,30214172.0,0.4,0.01292232670545325,0.01292232670545325,2023
281355,28055,103,NE,2,22808802.0,0.4,0.009755117274237914,0.009755117274237914,2023
281356,28035,103,NE,11,28061175.0,0.4,0.012001509460159857,0.012001509460159857,2023
281357,28070,103,NE,2,67588415.0,0.4,0.02890695068968817,0.02890695068968817,2023
281358,28032,370,NE,11,16565038.0,0.4,0.0070847161697579495,0.0070847161697579495,2023
281359,28011,278,NE,2,50035853.0,0.4,0.021399879482119615,0.021399879482119615,2023
281360,28003,103,NE,9,55352953.0,0.4,0.023673954817547166,0.023673954817547166,2023
281361,28044,277,NE,11,47657933.0,0.4,0.020382864714366546,0.020382864714366546,2023
281362,28039,277,NE,2,79023686.0,0.4,0.03379771214518644,0.03379771214518644,2023
281363,28047,103,NE,2,62708466.0,0.4,0.02681984086308263,0.02681984086308263,2023
281364,28009,277,NE,2,88608495.0,0.4,0.037897047824726776,0.037897047824726776,2023
281365,28013,277,NE,2,20268708.0,0.4,0.00866874216091157,0.00866874216091157,2023
282000,28045,277,NE,1,176966422.0,0.4,0.0756869299936172,0.0756869299936172,2023
282001,28056,278,NE,4,21444578.0,0.4,0.009171651070781462,0.009171651070781462,2023
282003,28056,278,NE,1,176966422.0,0.4,0.0756869299936172,0.0756869299936172,2023
283025,28045,277,NE,1,176966422.0,0.4,0.0756869299936172,0.0756869299936172,2023
283300,28056,278,NE,2,185443673.0,0.4,0.07931257318470417,0.07931257318470417,2023
283301,28056,278,NE,2,562236407.0,0.4,0.2404634003193661,0.2404634003193661,2023
284003,28045,277,NE,2,12927774.0,0.4,0.005529091421147141,0.005529091421147141,2023
284009,28056,278,NE,9,39801885.0,0.4,0.01702290439939506,0.01702290439939506,2023
290001,29013,280,NV,2,1098864687.0,0.4,0.4699744375089817,0.4699744375089817,2023
290003,29010,279,NV,4,840164240.0,0.4,0.3593306080179471,0.3593306080179471,2023
290005,29010,279,NV,4,122039855.0,0.4,0.05219533659225023,0.05219533659225023,2023
290007,29010,279,NV,9,959536679.0,0.4,0.41038511503487907,0.41038511503487907,2023
290008,29004,423,NV,4,91279330.0,0.4,0.03903933967526497,0.03903933967526497,2023
290009,29013,280,NV,4,178658541.0,0.4,0.07641063390787656,0.07641063390787656,2023
290012,29008,279,NV,1,26587501.0,0.4,0.01137123248664782,0.01137123248664782,2023
290019,29003,280,NV,2,359182636.0,0.4,0.1536191483029187,0.1536191483029187,2023
290021,29010,279,NV,4,339340492.0,0.4,0.14513284368716922,0.14513284368716922,2023
290022,29010,279,NV,4,30709531.0,0.4,0.01313418724674118,0.01313418724674118,2023
290032,29013,280,NV,4,162814800.0,0.4,0.06963440990813945,0.06963440990813945,2023
290039,29010,279,NV,4,607617466.0,0.4,0.2598724667216309,0.2598724667216309,2023
290041,29010,279,NV,4,443399845.0,0.4,0.18963808302399718,0.18963808302399718,2023
290042,29010,279,NV,6,24729397.0,0.4,0.010576538296758736,0.010576538296758736,2023
290045,29010,279,NV,1,557384400.0,0.4,0.23838824103215656,0.23838824103215656,2023
290046,29010,279,NV,4,432337405.0,0.4,0.18490677799801553,0.18490677799801553,2023
290047,29010,279,NV,4,357293454.0,0.4,0.1528111623349411,0.1528111623349411,2023
290049,29013,280,NV,2,175936810.0,0.4,0.07524657430080342,0.07524657430080342,2023
290053,29010,279,NV,1,182484256.0,0.4,0.07804685743609216,0.07804685743609216,2023
290054,29010,279,NV,4,326088352.0,0.4,0.13946502387643916,0.13946502387643916,2023
290057,29008,279,NV,4,369409028.0,0.4,0.15799288319931215,0.15799288319931215,2023
290058,29010,279,NV,4,65074259.0,0.4,0.027831669023175,0.027831669023175,2023
290061,29013,280,NV,4,129117883.0,0.4,0.05522254482573569,0.05522254482573569,2023
291300,29007,280,NV,9,16376751.0,0.4,0.007004187531462328,0.007004187531462328,2023
291301,29013,280,NV,11,22128256.0,0.4,0.009464053936474119,0.009464053936474119,2023
291302,29005,423,NV,11,31999738.0,0.4,0.013685997052141862,0.013685997052141862,2023
291303,29001,280,NV,11,12490498.0,0.4,0.005342072450961436,0.005342072450961436,2023
291304,29013,280,NV,11,14863162.0,0.4,0.006356839275293658,0.006356839275293658,2023
291306,29003,280,NV,2,96457338.0,0.4,0.0412539266266946,0.0412539266266946,2023
291307,29010,279,NV,4,48925655.0,0.4,0.0209250578896649,0.0209250578896649,2023
291308,29016,280,NV,11,69011485.0,0.4,0.02951558479241087,0.02951558479241087,2023
291309,29002,279,NV,2,37559831.0,0.4,0.016063998284765534,0.016063998284765534,2023
291311,29010,279,NV,4,41159534.0,0.4,0.017603558535120904,0.017603558535120904,2023
291312,46030,423,NV,11,7645335.0,0.4,0.003269840280337201,0.003269840280337201,2023
291313,29006,280,NV,2,64992330.0,0.4,0.027796628734642483,0.027796628734642483,2023
291314,29013,280,NV,8,13781336.0,0.4,0.005894152129326075,0.005894152129326075,2023
292002,29010,279,NV,4,50482324.0,0.4,0.021590831070219085,0.021590831070219085,2023
292003,29010,279,NV,6,46630971.0,0.4,0.01994364240246319,0.01994364240246319,2023
292004,29013,280,NV,5,15981002.0,0.4,0.00683492928167953,0.00683492928167953,2023
