hsa,year,n_hospitals,hhi_pre,hhi_post,hhi_shift,concentrated_pre,concentrated_post,spend_at_risk_bil,n_hospitals_spend,raw_uplift,shift_intensity,blended_uplift,raw_savings_bil,booked_savings_bil
16054,2024,7,3985.7161854299998,6767.017537712866,2781.3013522828664,True,True,1.1030223643967993,5.0,0.153,1.0,0.153,0.1687624217527103,0.1687624217527103
36103,2025,2,7222.2222222222235,10000.0,2777.7777777777765,True,True,0.04676353073923678,2.0,0.153,1.0,0.153,0.007154820203103227,0.007154820203103227
37006,2024,6,3283.993244511164,6042.48451867142,2758.491274160256,True,True,0.08219918872393178,2.0,0.153,1.0,0.153,0.012576475874761562,0.012576475874761562
14098,2025,3,3404.39437766459,6106.219458089303,2701.8250804247127,True,True,0.16085239211638028,3.0,0.153,1.0,0.153,0.024610415993806183,0.024610415993806183
10037,2025,9,2883.2390166889786,5552.6436217591445,2669.404605070166,True,True,0.8935643793596858,4.0,0.153,1.0,0.153,0.13671535004203192,0.13671535004203192
5130,2020,5,2910.2481344563244,5563.784895009683,2653.536760553359,True,True,0.2853090636572165,3.0,0.153,1.0,0.153,0.04365228673955412,0.04365228673955412
45039,2024,3,3423.4995773457313,6014.974036952059,2591.4744596063274,True,True,0.006320583061505152,1.0,0.153,1.0,0.153,0.0009670492084102883,0.0009670492084102883
34085,2025,3,3609.3097947999668,6170.6555671175865,2561.34577231762,True,True,0.10883373977117622,3.0,0.153,1.0,0.153,0.016651562184989963,0.016651562184989963
5173,2019,3,3369.073506769734,5925.699592069968,2556.626085300234,True,True,0.03290705181361976,1.0,0.153,1.0,0.153,0.005034778927483823,0.005034778927483823
20014,2020,4,3365.0969529085874,5913.573407202215,2548.4764542936277,True,True,0.026980282264764052,1.0,0.153,1.0,0.153,0.0041279831865089,0.0041279831865089
45251,2023,11,2740.4544567409334,5288.399426632905,2547.944969891971,True,True,0.8993104678899453,5.0,0.153,1.0,0.153,0.13759450158716163,0.13759450158716163
37085,2020,3,3559.3293672255277,6103.407247160628,2544.0778799351,True,True,0.059524022198334234,2.0,0.153,1.0,0.153,0.009107175396345138,0.009107175396345138
36058,2020,6,5024.408648069239,7567.983815094972,2543.575167025733,True,True,0.3650737668654757,4.0,0.153,1.0,0.153,0.05585628633041778,0.05585628633041778
